Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
1,9:54,2,10,DET 21,0,7,Jon Kitna pass complete short middle to John Owens for 9 yards (tackle by Matt Wilhelm),-0.200,0.300
1,9:08,3,1,DET 30,0,7,Jon Kitna pass incomplete short left intended for Shaun McDonald,0.300,-1.370
1,9:03,4,1,DET 30,0,7,Nick Harris punts 51 yards,-1.370,-0.150
1,8:52,1,10,SDG 19,0,7,"LaDainian Tomlinson up the middle for no gain (tackle by Ernie Sims). Penalty on Dewayne White: Defensive Offside, 5 yards (no play)",0.150,0.940
1,8:33,1,5,SDG 24,0,7,Michael Turner up the middle for 9 yards (tackle by Gerald Alexander),0.940,1.140
1,7:54,1,10,SDG 33,0,7,Michael Turner right tackle for 1 yard (tackle by Shaun Rogers and Jared DeVries),1.140,0.730
1,7:15,2,9,SDG 34,0,7,Philip Rivers pass complete short left to Chris Chambers for 10 yards (tackle by Travis Fisher),0.730,1.860
1,6:34,1,10,SDG 44,0,7,Philip Rivers pass complete deep middle to Vincent Jackson for 19 yards (tackle by Gerald Alexander),1.860,3.120
1,6:34,1,10,DET 37,0,7,"Penalty on SDG: Illegal Substitution, 5 yards (no play)",3.120,2.790
1,5:42,1,15,DET 42,0,7,LaDainian Tomlinson up the middle for 7 yards (tackle by Gerald Alexander and Ikaika Alama-Francis),2.790,2.840
1,5:42,2,8,DET 35,0,7,LaDainian Tomlinson right end for 2 yards (tackle by Kenoy Kennedy),2.840,2.410
1,4:48,3,6,DET 33,0,7,Philip Rivers pass complete deep right to Chris Chambers for 28 yards (tackle by Dovonte Edwards),2.410,6.060
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
1,4:15,1,5,DET 5,0,7,LaDainian Tomlinson left end for -3 yards (tackle by Travis Fisher),6.060,4.570
1,3:32,2,8,DET 8,0,7,"LaDainian Tomlinson up the middle for no gain (tackle by Shaun Rogers and Alex Lewis). Penalty on Jared DeVries: Defensive Offside, 4 yards (no play)",4.570,5.340
1,3:16,2,4,DET 4,0,7,Philip Rivers pass incomplete short left intended for Andrew Pinnock,5.340,4.490
1,3:13,3,4,DET 4,0,7,Philip Rivers pass incomplete short middle intended for Vincent Jackson (defended by Dovonte Edwards),4.490,3.030
1,3:09,4,4,DET 4,0,10,Nate Kaeding 22 yard field goal good,3.030,3.000
1,,,,SDG 30,0,10,"Nate Kaeding kicks off 66 yards, returned by Aveion Cason for 16 yards (tackle by Jyles Tucker)",0.000,0.280
1,3:01,1,10,DET 20,0,10,T.J. Duckett left tackle for 1 yard (tackle by Jamal Williams and Matt Wilhelm),0.280,-0.130
1,2:21,2,9,DET 21,0,10,Jon Kitna pass incomplete deep right intended for Calvin Johnson is intercepted by Clinton Hart at DET-39 and returned for 22 yards (tackle by Calvin Johnson),-0.130,-4.440
1,2:11,1,10,DET 17,0,10,LaDainian Tomlinson up the middle for 1 yard (tackle by Gerald Alexander and Shaun Rogers),4.440,4.000
1,1:29,2,9,DET 16,0,10,Philip Rivers pass incomplete deep middle intended for Antonio Gates,4.000,3.190
1,1:22,,,,0,10,Timeout #1 by San Diego Chargers,0.000,3.190
1,1:22,3,9,DET 16,0,10,"Philip Rivers pass incomplete short right intended for Vincent Jackson. Penalty on Dovonte Edwards: Defensive Pass Interference, 14 yards (no play)",3.190,6.740
1,1:17,1,2,DET 2,0,16,"LaDainian Tomlinson left tackle for 2 yards, touchdown",6.740,7.000
1,,,,DET 2,0,17,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,17,"Nate Kaeding kicks off 59 yards, returned by Aveion Cason for 15 yards (tackle by Tim Dobbins)",0.000,0.670
1,1:08,1,10,DET 26,0,17,Jon Kitna pass complete short left to Shaun McDonald for 13 yards (tackle by Antonio Cromartie),0.670,1.530
1,0:32,1,10,DET 39,0,17,Jon Kitna pass complete short left to Aveion Cason for 4 yards (tackle by Antonio Cromartie),1.530,1.530
1,0:02,2,6,DET 43,0,17,Jon Kitna pass complete short right to Mike Furrey for 7 yards (tackle by Matt Wilhelm),1.530,2.260
Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,0,17,Jon Kitna pass incomplete short left intended for Shaun McDonald is intercepted by Matt Wilhelm at SDG-42 and returned for 7 yards (tackle by T.J. Duckett),2.260,-2.190
2,14:54,1,10,SDG 49,0,17,Michael Turner right tackle for 6 yards (tackle by Paris Lenon),2.190,2.460
2,14:18,2,4,DET 45,0,17,Philip Rivers pass complete short right to Michael Turner for -6 yards (tackle by Langston Moore),2.460,0.960
2,13:31,3,10,SDG 49,0,17,Philip Rivers pass complete short right to Darren Sproles for 13 yards (tackle by Dovonte Edwards),0.960,3.050
2,13:05,1,10,DET 38,0,17,Michael Turner up the middle for 2 yards (tackle by Paris Lenon and Dewayne White),3.050,2.780
2,12:23,2,8,DET 36,0,17,Philip Rivers pass incomplete short left intended for Craig Davis,2.780,2.080
2,12:19,3,8,DET 36,0,17,"Penalty on Jeromey Clary: False Start, 5 yards (no play)",2.080,1.420
2,12:19,3,13,DET 41,0,17,Philip Rivers pass complete deep middle to Chris Chambers for 21 yards (tackle by Gerald Alexander),1.420,4.240
2,11:37,1,10,DET 20,0,17,"Penalty on Cory Redding: Encroachment, 5 yards (no play)",4.240,5.190
2,11:23,1,5,DET 15,0,17,Michael Turner up the middle for 10 yards (tackle by Gerald Alexander and Kenoy Kennedy),5.190,6.060
2,10:39,1,5,DET 5,0,17,LaDainian Tomlinson up the middle for 3 yards (tackle by Shaun Rogers and Ikaika Alama-Francis),6.060,5.720
2,10:01,2,2,DET 2,0,17,LaDainian Tomlinson left end for -2 yards (tackle by Ernie Sims and Kenoy Kennedy),5.720,4.490
2,9:19,3,4,DET 4,0,17,Philip Rivers pass complete short left to LaDainian Tomlinson for no gain,4.490,3.030
2,8:39,4,4,DET 4,0,20,Nate Kaeding 22 yard field goal good,3.030,3.000
2,,,,SDG 30,0,20,"Nate Kaeding kicks off 57 yards, returned by Aveion Cason for 19 yards (tackle by Jyles Tucker)",0.000,1.070
2,8:31,1,10,DET 32,0,26,"Jon Kitna pass incomplete short middle intended for Kevin Jones is intercepted by Shaun Phillips at DET-18 and returned for 18 yards, touchdown",1.070,-7.000
2,,,,DET 2,0,27,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,0,27,"Nate Kaeding kicks off 59 yards, returned by Aveion Cason for 23 yards (tackle by Antonio Cromartie)",0.000,1.200
2,8:19,1,10,DET 34,0,27,Kevin Jones right end for 4 yards (tackle by Jyles Tucker),1.200,1.200
2,7:44,2,6,DET 38,0,27,Kevin Jones right tackle for 8 yards (tackle by Quentin Jammer),1.200,1.990
2,7:10,1,10,DET 46,0,27,Jon Kitna pass complete short left to Shaun McDonald for 7 yards (tackle by Matt Wilhelm),1.990,2.400
2,6:39,2,3,SDG 47,0,27,Kevin Jones up the middle for 1 yard (tackle by Stephen Cooper and Clinton Hart),2.400,1.820
2,5:59,3,2,SDG 46,0,27,Jon Kitna pass complete short right to Brandon Middleton for 8 yards (tackle by Drayton Florence),1.820,3.050
2,5:44,1,10,SDG 38,0,27,T.J. Duckett right end for 3 yards (tackle by Brandon McKinney and Ryon Bingham),3.050,2.910
2,5:08,2,7,SDG 35,0,27,T.J. Duckett right tackle for 3 yards (tackle by Clinton Hart and Jacques Cesaire),2.910,2.610
2,4:26,3,4,SDG 32,0,27,Jon Kitna pass complete short left to Brandon Middleton for 6 yards (tackle by Drayton Florence),2.610,3.840
2,4:04,1,10,SDG 26,0,27,Jon Kitna pass complete short right to Calvin Johnson for 7 yards (tackle by Quentin Jammer),3.840,4.270
2,3:30,2,3,SDG 19,0,27,Jon Kitna pass complete short middle to Mike Furrey for 10 yards (tackle by Quentin Jammer),4.270,5.140
2,2:55,1,9,SDG 9,6,27,"Jon Kitna pass complete short middle to Brandon Middleton for 9 yards, touchdown",5.140,7.000
2,,,,SDG 2,7,27,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,27,"Jason Hanson kicks off 66 yards, returned by Darren Sproles for 17 yards (tackle by Keith Smith)",0.000,0.340
2,2:45,1,10,SDG 21,7,27,LaDainian Tomlinson up the middle for 5 yards (tackle by Kenoy Kennedy),0.340,0.480
2,2:11,2,5,SDG 26,7,27,Philip Rivers pass complete short right to LaDainian Tomlinson for 7 yards (tackle by Fernando Bryant),0.480,1.140
2,2:00,1,10,SDG 33,7,27,LaDainian Tomlinson up the middle for 9 yards (tackle by Travis Fisher),1.140,1.810
2,1:32,2,1,SDG 42,7,27,Philip Rivers pass incomplete short right intended for Craig Davis,1.810,1.090
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:27,3,1,SDG 42,7,27,LaDainian Tomlinson up the middle for 49 yards (tackle by Gerald Alexander),1.090,5.140
2,1:18,1,9,DET 9,7,27,Darren Sproles left end for -1 yards (tackle by Jared DeVries),5.140,4.190
2,1:07,,,,7,27,Timeout #2 by San Diego Chargers,0.000,4.190
2,1:07,2,10,DET 10,7,27,Philip Rivers pass complete short left to Craig Davis for 9 yards (tackle by Keith Smith),4.190,5.170
2,0:32,3,1,DET 1,7,33,"Philip Rivers pass complete short left to Brandon Manumaleuna for 1 yard, touchdown",5.170,7.000
2,,,,DET 2,7,34,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,34,"Nate Kaeding kicks off 62 yards, returned by Aveion Cason for 8 yards (tackle by Jyles Tucker)",0.000,-0.140
2,0:21,1,10,DET 16,7,34,Jon Kitna pass complete short middle to Mike Furrey for 15 yards (tackle by Stephen Cooper),-0.140,1.000
2,0:13,,,,7,34,Timeout #2 by Detroit Lions,0.000,1.000
2,0:13,1,10,DET 31,7,34,Jon Kitna pass complete deep middle to Calvin Johnson for 19 yards (tackle by Stephen Cooper),1.000,2.260
2,0:07,,,,7,34,Timeout #3 by Detroit Lions,0.000,2.260
2,0:07,1,10,,7,34,Jon Kitna pass incomplete short left intended for Shaun McDonald,2.260,1.710
2,0:03,2,10,,7,34,Jon Kitna pass complete deep right to Calvin Johnson for 49 yards (tackle by Clinton Hart),1.710,-0.380
Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,7,34,"Jason Hanson kicks off 72 yards, returned by Darren Sproles for 17 yards (tackle by Anthony Cannon)",0.000,-0.220
3,14:55,1,10,SDG 15,7,34,"Darren Sproles for 34 yards (tackle by Travis Fisher). Penalty on Travis Fisher: Face Mask (5 Yards), 5 yards",-0.220,2.520
3,14:30,1,10,DET 46,7,34,Darren Sproles up the middle for 3 yards (tackle by Paris Lenon),2.520,2.380
3,13:55,2,7,DET 43,7,34,Darren Sproles up the middle for no gain (tackle by Ernie Sims and Gerald Alexander),2.380,1.680
3,13:17,3,7,DET 43,7,34,Philip Rivers pass complete short left to Antonio Gates for 8 yards (tackle by Paris Lenon),1.680,3.250
3,12:41,1,10,DET 35,7,34,Darren Sproles right end for 2 yards (tackle by Ikaika Alama-Francis and Boss Bailey),3.250,2.970
3,12:01,2,8,DET 33,7,34,Philip Rivers pass incomplete deep right intended for Antonio Gates,2.970,2.280
3,11:55,3,8,DET 33,7,34,Philip Rivers pass complete short right to Craig Davis for 11 yards (tackle by Dovonte Edwards),2.280,4.110
3,11:13,1,10,DET 22,7,34,Andrew Pinnock left tackle for 2 yards (tackle by Kenoy Kennedy),4.110,3.830
3,10:34,,,,7,34,Timeout #1 by San Diego Chargers,0.000,3.830
3,10:34,2,8,DET 20,7,34,Philip Rivers pass incomplete deep left intended for Antonio Gates,3.830,3.140
3,10:28,3,8,DET 20,7,34,Philip Rivers pass complete short left to Vincent Jackson for 11 yards (tackle by Keith Smith),3.140,5.140
3,9:45,1,9,DET 9,7,34,Darren Sproles right tackle for 2 yards (tackle by Jared DeVries),5.140,4.760
3,9:08,2,7,DET 7,7,34,Darren Sproles up the middle for 6 yards (tackle by Gerald Alexander),4.760,5.170
3,8:38,,,,7,34,Timeout #1 by Detroit Lions,0.000,5.170
3,8:38,3,1,DET 1,7,40,"Darren Sproles up the middle for 1 yard, touchdown",5.170,7.000
3,,,,DET 2,7,41,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,41,"Nate Kaeding kicks off 65 yards, returned by Aveion Cason for 20 yards (tackle by Tim Dobbins). Aveion Cason fumbles (forced by Tim Dobbins), recovered by Antonio Cromartie at DET-26 and returned for 2 yards (tackle by Greg Blue)",0.000,-3.970
3,8:27,1,10,DET 24,7,41,Darren Sproles left tackle for -1 yards (tackle by Shaun Cody),3.970,3.300
3,7:45,2,11,DET 25,7,41,Darren Sproles up the middle for 9 yards (tackle by Gerald Alexander),3.300,3.950
3,7:06,3,2,DET 16,7,41,"Penalty on Kris Dielman: False Start, 5 yards (no play)",3.950,3.140
3,6:37,3,7,DET 21,7,41,Andrew Pinnock left end for -6 yards (tackle by Dewayne White),3.140,1.670
3,5:57,4,13,DET 27,7,44,Nate Kaeding 45 yard field goal good,1.670,3.000
3,,,,SDG 30,7,44,"Nate Kaeding kicks off 53 yards, returned by Aveion Cason for 14 yards (tackle by Tim Dobbins)",0.000,1.000
3,5:47,1,10,DET 31,7,44,Jon Kitna pass incomplete deep middle intended for Calvin Johnson,1.000,0.460
3,5:41,2,10,DET 31,7,44,Jon Kitna pass incomplete short right intended for Kevin Jones (defended by Drayton Florence),0.460,-0.230
3,5:36,3,10,DET 31,7,44,Jon Kitna pass complete short left to Mike Furrey for 12 yards (tackle by Stephen Cooper),-0.230,1.800
3,5:07,1,10,DET 43,7,44,Jon Kitna pass complete short left to Calvin Johnson for 16 yards (tackle by Stephen Cooper),1.800,2.850
3,4:40,1,10,SDG 41,7,44,Jon Kitna pass complete short left to Mike Furrey for 13 yards (tackle by Drayton Florence),2.850,3.710
3,4:17,1,10,SDG 28,7,44,Jon Kitna pass incomplete short left intended for Shaun McDonald,3.710,3.170
3,4:13,2,10,SDG 28,7,44,Jon Kitna pass complete short left to Shaun McDonald for 7 yards (tackle by Antonio Cromartie),3.170,3.400
3,3:41,3,3,SDG 21,7,44,Jon Kitna pass complete short left to Shaun McDonald for 4 yards (tackle by Antonio Cromartie),3.400,4.440
3,3:12,1,10,SDG 17,7,44,Jon Kitna pass incomplete short left intended for Mike Furrey (defended by Eric Weddle),4.440,3.850
3,3:08,2,10,SDG 17,13,44,"Jon Kitna pass complete deep middle to Shaun McDonald for 17 yards, touchdown",3.850,7.000
3,,,,SDG 2,14,44,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,14,44,"Jason Hanson kicks off 60 yards, returned by Darren Sproles for 29 yards (tackle by Ikaika Alama-Francis)",0.000,1.530
3,2:56,1,10,SDG 39,14,44,Darren Sproles up the middle for 4 yards (tackle by Jared DeVries),1.530,1.530
3,2:10,2,6,SDG 43,14,44,Darren Sproles left tackle for no gain (tackle by Paris Lenon),1.530,0.830
3,1:28,3,6,SDG 43,14,44,Billy Volek pass incomplete short right intended for Legedu Naanee,0.830,-0.520
3,1:22,4,6,SDG 43,14,44,"Mike Scifres punts 47 yards, fair catch by Mike Furrey",-0.520,0.380
3,1:14,1,10,DET 10,14,44,Jon Kitna pass complete deep left to Mike Furrey for 17 yards (tackle by Clinton Hart),-0.380,0.740
3,0:47,1,10,DET 27,14,44,Jon Kitna pass complete short left to Brandon Middleton for 9 yards (tackle by Drayton Florence),0.740,1.410
3,0:38,2,1,DET 36,14,44,Jon Kitna pass complete short right to Calvin Johnson for 11 yards (tackle by Antonio Cromartie),1.410,2.060
3,0:08,1,10,DET 47,14,44,Jon Kitna pass complete short left to Kevin Jones for 2 yards (tackle by Drayton Florence),2.060,1.790
Quarter,Time,Down,ToGo,Location,DET,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DET 49,14,44,Jon Kitna pass incomplete short left intended for Shaun McDonald is intercepted by Antonio Cromartie at SDG-36 and returned for -2 yards (tackle by Shaun McDonald),1.790,-1.200
4,14:54,1,10,SDG 34,14,44,Darren Sproles left end for 16 yards (tackle by Gerald Alexander),1.200,2.260
4,14:06,1,10,,14,44,Darren Sproles right tackle for 10 yards (tackle by Kenoy Kennedy),2.260,2.920
4,13:20,1,10,DET 40,14,44,Darren Sproles up the middle for 7 yards (tackle by Ikaika Alama-Francis and Kenoy Kennedy),2.920,3.320
4,12:34,2,3,DET 33,14,44,Darren Sproles up the middle for 2 yards (tackle by Corey Smith),3.320,2.870
4,11:53,3,1,DET 31,14,44,Darren Sproles right tackle for -1 yards (tackle by Boss Bailey),2.870,1.300
4,11:12,4,2,DET 32,14,44,Darren Sproles up the middle for 1 yard (tackle by Gerald Alexander),1.300,-1.070
4,11:05,1,10,DET 32,14,44,Jon Kitna pass complete deep left to Aveion Cason for 18 yards (tackle by Marlon McCree),1.070,2.260
4,10:49,1,10,,14,44,Jon Kitna pass complete short middle to Aveion Cason for 7 yards (tackle by Eric Weddle),2.260,2.660
4,10:25,2,3,SDG 43,14,44,Jon Kitna pass incomplete short left intended for Brandon Middleton,2.660,1.950
4,10:21,3,3,SDG 43,14,44,Jon Kitna pass incomplete short left intended for Shaun McDonald,1.950,0.400
4,10:16,4,3,SDG 43,14,44,Jon Kitna pass incomplete short right intended for Mike Furrey,0.400,-1.800
4,10:12,1,10,SDG 43,14,44,Darren Sproles up the middle for 1 yard (tackle by Ernie Sims),1.800,1.390
4,9:32,2,9,SDG 44,14,44,Andrew Pinnock right end for no gain (tackle by Shaun Rogers),1.390,0.690
4,8:47,3,9,SDG 44,14,44,"Billy Volek pass complete short right to Darren Sproles for 56 yards. Penalty on Shane Olivea: Ineligible Downfield Pass, 5 yards (no play)",0.690,0.040
4,8:36,3,14,SDG 39,14,44,Andrew Pinnock left end for 5 yards (tackle by Paris Lenon),0.040,-0.460
4,7:54,4,9,SDG 44,14,44,"Mike Scifres punts 56 yards, touchback",-0.460,-0.280
4,7:47,1,10,DET 20,14,44,"Jon Kitna pass incomplete short right intended for Calvin Johnson. Penalty on Shaun Phillips: Defensive Offside, 5 yards (no play)",0.280,1.010
4,7:42,1,5,DET 25,14,44,Jon Kitna pass incomplete deep left intended for Mike Furrey,1.010,0.410
4,7:37,2,5,DET 25,14,44,Jon Kitna pass complete short middle to Mike Furrey for 6 yards (tackle by Marlon McCree),0.410,1.000
4,7:14,1,10,DET 31,14,44,"Penalty on Stephen Peterman: False Start, 5 yards (no play)",1.000,0.670
4,7:03,1,15,DET 26,14,44,Jon Kitna pass incomplete short right intended for Calvin Johnson,0.670,-0.220
4,6:55,2,15,DET 26,14,44,Jon Kitna pass incomplete short left intended for Shaun McDonald,-0.220,-0.890
4,6:52,3,15,DET 26,14,44,Jon Kitna pass incomplete deep left intended for Shaun McDonald is intercepted by Stephen Cooper at DET-45 and returned for 18 yards (tackle by T.J. Duckett),-0.890,-3.780
4,6:40,1,10,DET 27,14,44,Darren Sproles up the middle for 1 yard (tackle by Gerald Alexander),3.780,3.370
4,6:04,2,9,DET 26,14,44,Darren Sproles right end for 1 yard (tackle by Kenoy Kennedy),3.370,2.810
4,5:19,3,8,DET 25,14,44,Darren Sproles right end for 17 yards (tackle by Teddy Lehman),2.810,5.370
4,4:30,1,8,DET 8,14,44,Darren Sproles for -4 yards (tackle by Cory Redding),5.370,3.860
4,3:47,2,12,DET 12,14,44,Darren Sproles up the middle for 1 yard (tackle by Kenoy Kennedy and Anthony Cannon),3.860,3.120
4,3:04,3,11,DET 11,14,50,"Darren Sproles up the middle for 11 yards, touchdown",3.120,7.000
4,,,,DET 2,14,51,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,14,51,"Nate Kaeding kicks off 46 yards, returned by Casey Fitzsimmons for 6 yards (tackle by Brandon Siler)",0.000,0.940
4,2:55,1,10,DET 30,14,51,T.J. Duckett left tackle for 3 yards (tackle by Brandon McKinney),0.940,0.800
4,2:17,2,7,DET 33,14,51,J.T. O'Sullivan pass incomplete short right intended for Calvin Johnson (defended by Clinton Hart),0.800,0.100
4,2:13,3,7,DET 33,14,51,J.T. O'Sullivan pass incomplete short left intended for Calvin Johnson,0.100,-1.180
4,2:10,4,7,DET 33,14,51,"Nick Harris punts 44 yards, returned by Craig Davis for 9 yards (tackle by Alex Lewis)",-1.180,-1.070
4,2:00,1,10,SDG 32,14,51,Billy Volek kneels for no gain,1.070,0.530
4,1:18,2,10,SDG 32,14,51,Billy Volek kneels for -1 yards,0.530,-0.290
4,0:37,3,11,SDG 31,14,51,Billy Volek kneels for -1 yards,-0.290,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
