Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2,12:46,1,10,MIA 33,3,0,Willis McGahee left guard for 2 yards (tackle by Matt Roth),3.380,3.110
2,12:04,2,8,MIA 31,3,0,Willis McGahee right end for 4 yards (tackle by Lance Schulters),3.110,2.940
2,11:21,3,4,MIA 27,3,0,Musa Smith right guard for 4 yards (tackle by Keith Traylor),2.940,4.040
2,10:52,1,10,MIA 23,3,0,Kyle Boller pass incomplete short right intended for Mark Clayton,4.040,3.500
2,10:45,2,10,MIA 23,3,0,Kyle Boller pass incomplete short right intended for Daniel Wilcox,3.500,2.810
2,10:41,3,10,MIA 23,3,0,Willis McGahee up the middle for 2 yards (tackle by Will Allen),2.810,2.060
2,10:08,4,8,MIA 21,6,0,Matt Stover 39 yard field goal good,2.060,3.000
2,,,,BAL 30,6,0,"Matt Stover kicks off 70 yards, returned by Ted Ginn Jr. for 25 yards (tackle by Derrick Martin)",0.000,0.610
2,9:57,1,10,MIA 25,6,0,Cleo Lemon pass complete short left to Marty Booker for 9 yards (tackle by Willie Gaston),0.610,1.280
2,9:21,2,1,MIA 34,6,0,Samkon Gado left tackle for 6 yards (tackle by Dawan Landry),1.280,1.600
2,8:52,1,10,MIA 40,6,0,Lorenzo Booker left end for 7 yards (tackle by Kelly Gregg),1.600,2.000
2,8:10,2,3,MIA 47,6,0,Lorenzo Booker left end for 3 yards (tackle by Bart Scott),2.000,2.260
2,7:43,1,10,BAL 50,6,0,"Cleo Lemon pass complete short right to David Martin for 18 yards (tackle by Willie Gaston). Penalty on L.J. Shelton: Ineligible Downfield Pass, 5 yards (no play)",2.260,1.930
2,7:11,1,15,MIA 45,6,0,Cleo Lemon pass complete to Lorenzo Booker for 8 yards (tackle by Ray Lewis),1.930,2.120
2,6:25,2,7,BAL 47,6,0,Cleo Lemon pass complete short middle to Derek Hagan for 8 yards (tackle by Corey Ivy),2.120,2.980
2,5:43,1,10,BAL 39,6,0,Samkon Gado up the middle for 3 yards (tackle by Dwan Edwards),2.980,2.850
2,5:03,2,7,BAL 36,6,0,Cleo Lemon pass incomplete short right intended for Justin Peelle,2.850,2.150
2,4:57,3,7,BAL 36,6,0,Cleo Lemon pass complete deep middle to Greg Camarillo for 24 yards (tackle by Ed Reed),2.150,4.780
2,4:14,1,10,BAL 12,6,0,Samkon Gado right tackle for 7 yards (tackle by Dawan Landry),4.780,5.410
2,3:31,2,3,BAL 5,6,0,Cleo Lemon pass incomplete short left intended for Jason Taylor (defended by Jamaine Winborne),5.410,4.610
2,3:26,,,,6,0,Timeout #1 by Miami Dolphins,0.000,4.610
2,3:26,3,3,BAL 5,6,0,Cleo Lemon pass incomplete short middle intended for David Martin,4.610,3.020
2,3:21,4,3,BAL 5,6,3,Jay Feely 23 yard field goal good,3.020,3.000
2,,,,MIA 30,6,3,"Jay Feely kicks off 57 yards, returned by Yamon Figurs for 14 yards (tackle by Edmond Miles)",0.000,0.740
2,3:12,1,10,BAL 27,6,3,Willis McGahee for 4 yards,0.740,0.740
2,2:52,2,6,BAL 31,6,3,Willis McGahee right tackle for 3 yards (tackle by Lance Schulters),0.740,0.430
2,2:15,3,3,BAL 34,6,3,Kyle Boller pass complete short middle to Derrick Mason for 9 yards (tackle by Michael Lehan),0.430,1.800
2,2:00,1,10,BAL 43,6,3,Kyle Boller pass complete short right to Daniel Wilcox for 4 yards (tackle by Lance Schulters),1.800,1.790
2,1:41,2,6,BAL 47,6,3,"Kyle Boller pass complete to Devard Darling for no gain. Penalty on Derrick Pope: Illegal Contact, 5 yards (no play)",1.790,2.390
2,1:34,1,10,MIA 48,6,3,Kyle Boller pass complete deep middle to Devard Darling for 17 yards (tackle by Jason Allen),2.390,3.510
2,1:19,1,10,MIA 31,6,3,Kyle Boller spiked the ball,3.510,2.970
2,1:16,2,10,MIA 31,6,3,Musa Smith right tackle for 14 yards (tackle by Jason Allen),2.970,4.440
2,0:56,1,10,MIA 17,12,3,"Kyle Boller pass complete deep middle to Derrick Mason for 17 yards, touchdown",4.440,7.000
2,,,,MIA 2,13,3,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,13,3,"Matt Stover kicks off 66 yards, returned by Ted Ginn Jr. for 16 yards (tackle by Antwan Barnes)",0.000,0.280
2,0:42,1,10,MIA 20,13,3,Cleo Lemon pass incomplete short left intended for Lorenzo Booker (defended by Terrell Suggs),0.280,-0.270
2,0:37,2,10,MIA 20,13,3,Cleo Lemon sacked by Antwan Barnes for -11 yards,-0.270,-2.710
2,0:31,,,,13,3,Timeout #2 by Baltimore Ravens,0.000,-2.710
2,0:31,3,21,MIA 9,13,3,Lorenzo Booker up the middle for 2 yards (tackle by Kelly Gregg),-2.710,-2.490
2,0:26,,,,13,3,Timeout #3 by Baltimore Ravens,0.000,-2.490
2,0:26,4,19,MIA 11,13,3,"Brandon Fields punts 42 yards, returned by Yamon Figurs for 4 yards (tackle by Jereme Perry)",-2.490,-2.320
2,0:15,1,10,MIA 49,13,3,Kyle Boller pass complete deep middle to Devard Darling for 17 yards (tackle by Andre' Goodman),2.320,3.450
2,0:04,1,10,MIA 32,13,3,Kyle Boller spiked the ball,3.450,2.900
2,0:01,2,10,MIA 32,13,3,"Matt Stover 50 yard field goal no good, blocked by Jason Taylor, recovered by Gary Stills",2.900,1.530
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,,,"Matt Stover kicks off 65 yards, returned by Ted Ginn for 43 yards",,
3,14:52,1,10,MIA 48,13,3,Cleo Lemon pass complete short right to Marty Booker for 11 yards (tackle by Corey Ivy),2.130,2.850
3,14:07,1,10,BAL 41,13,3,Cleo Lemon pass incomplete deep middle intended for Ted Ginn Jr. (defended by Dawan Landry),2.850,2.310
3,13:59,2,10,BAL 41,13,3,Cleo Lemon sacked by Kelly Gregg for -9 yards,2.310,0.430
3,13:21,3,19,,13,3,Cleo Lemon pass incomplete short right intended for Marty Booker,0.430,-0.060
3,13:15,4,19,,13,3,"Brandon Fields punts 40 yards, fair catch by Yamon Figurs",-0.060,0.380
3,13:06,1,10,BAL 10,13,3,Willis McGahee right tackle for -1 yards (tackle by Rodrique Wright and Keith Traylor),-0.380,-0.850
3,12:28,2,11,BAL 9,13,3,Willis McGahee up the middle for 4 yards (tackle by Rodrique Wright),-0.850,-1.070
3,11:49,3,7,BAL 13,13,3,Kyle Boller sacked by Joey Porter for -6 yards,-1.070,-2.490
3,11:23,4,13,BAL 7,13,3,"Sam Koch punts 49 yards, returned by Ted Ginn Jr. for 6 yards (tackle by Dawan Landry)",-2.490,-2.260
3,11:15,1,10,,13,3,Cleo Lemon pass incomplete deep left intended for Marty Booker,2.260,1.710
3,11:09,2,10,,13,3,Cleo Lemon pass complete short left to Lorenzo Booker for 10 yards (tackle by Terrell Suggs),1.710,2.920
3,10:42,1,10,BAL 40,13,3,Cleo Lemon pass incomplete deep right intended for Derek Hagan,2.920,2.370
3,10:35,2,10,BAL 40,13,3,Cleo Lemon pass incomplete short right intended for Marty Booker (defended by Corey Ivy),2.370,1.680
3,10:29,3,10,BAL 40,13,3,Cleo Lemon pass complete short middle to Derek Hagan for 21 yards (tackle by Willie Gaston),1.680,4.310
3,9:47,1,10,BAL 19,13,3,Samkon Gado right tackle for 2 yards (tackle by Dwan Edwards),4.310,4.030
3,8:58,2,8,BAL 17,13,3,Cleo Lemon pass complete short left to Samkon Gado for 4 yards (tackle by Willie Gaston),4.030,3.960
3,8:28,3,4,BAL 13,13,3,Lorenzo Booker up the middle for 3 yards (tackle by Kelly Gregg),3.960,2.910
3,7:55,4,1,BAL 10,13,3,Lorenzo Booker right end for 3 yards (tackle by Dawan Landry),2.910,5.600
3,6:55,1,7,BAL 7,13,9,"Samkon Gado up the middle for 7 yards, touchdown. Penalty on Bart Scott: Defensive Offside (Declined)",5.600,7.000
3,,,,BAL 2,13,10,Jay Feely kicks extra point good,0.000,0.000
3,,,,MIA 30,13,10,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,6:51,1,10,BAL 20,13,10,Kyle Boller pass complete short right to Derrick Mason for 15 yards (tackle by Lance Schulters),0.280,1.270
3,6:10,1,10,BAL 35,13,10,Willis McGahee left guard for 3 yards,1.270,1.130
3,5:35,2,7,BAL 38,13,10,Willis McGahee up the middle for 1 yard (tackle by Joey Porter and Derrick Pope),1.130,0.560
3,4:54,3,6,BAL 39,13,10,Kyle Boller pass incomplete deep middle intended for Devard Darling is intercepted by Michael Lehan at MIA-14,0.560,0.280
3,4:44,1,10,MIA 14,13,10,Cleo Lemon pass incomplete short right intended for Ted Ginn Jr.,-0.280,-0.750
3,4:37,2,10,MIA 14,13,10,Samkon Gado left guard for 2 yards (tackle by Terrell Suggs),-0.750,-1.160
3,3:53,3,8,MIA 16,13,10,Cleo Lemon pass complete short right to Ted Ginn Jr. for 14 yards (tackle by Jamaine Winborne),-1.160,0.940
3,3:15,1,10,MIA 30,13,10,Samkon Gado up the middle for 5 yards (tackle by Nick Greisen),0.940,1.070
3,2:33,2,5,MIA 35,13,10,Lorenzo Booker left end for -1 yards (tackle by Bart Scott),1.070,0.230
3,1:47,3,6,MIA 34,13,10,Cleo Lemon pass complete short middle to Greg Camarillo for 21 yards (tackle by Ed Reed),0.230,2.590
3,1:10,1,10,BAL 45,13,10,"Samkon Gado left end for 13 yards (tackle by Dwan Edwards). Penalty on Cory Lekkerkerker: Offensive Holding, 10 yards (no play)",2.590,1.930
3,0:27,1,20,MIA 45,13,10,Cleo Lemon pass complete short right to Lorenzo Booker for 11 yards (tackle by Bart Scott),1.930,2.180
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,BAL 44,13,10,Cleo Lemon pass complete short right to Derek Hagan for 9 yards,2.180,3.250
4,14:51,1,10,BAL 35,13,10,Samkon Gado up the middle for no gain (tackle by Kelly Gregg),3.250,2.700
4,14:10,2,10,BAL 35,13,10,Cleo Lemon pass complete short left to Lorenzo Booker for 3 yards (tackle by Corey Ivy),2.700,2.410
4,13:34,3,7,BAL 32,13,10,Cleo Lemon pass complete deep middle to Lorenzo Booker for 22 yards (tackle by Bart Scott),2.410,4.910
4,12:47,1,10,BAL 10,13,10,Cleo Lemon pass incomplete short right intended for Marty Booker,4.910,4.190
4,12:42,2,10,BAL 10,13,10,Cleo Lemon pass complete short right to Marty Booker for 6 yards (tackle by Corey Ivy),4.190,4.490
4,12:12,3,4,BAL 4,13,10,Cleo Lemon pass incomplete short right intended for Marty Booker (defended by Corey Ivy),4.490,3.030
4,12:09,4,4,BAL 4,13,13,Jay Feely 22 yard field goal good,3.030,3.000
4,,,,MIA 30,13,13,"Jay Feely kicks off 45 yards, fair catch by Quinn Sypniewski",0.000,0.610
4,12:06,1,10,BAL 25,13,13,Kyle Boller pass incomplete short middle intended for Derrick Mason,0.610,0.060
4,12:00,2,10,BAL 25,13,13,Willis McGahee right end for -1 yards (tackle by Quentin Moses and Jason Allen),0.060,-0.760
4,11:19,3,11,BAL 24,13,13,Kyle Boller pass incomplete short left intended for Derrick Mason (defended by Vonnie Holliday),-0.760,-1.770
4,11:11,4,11,BAL 24,13,13,"Sam Koch punts 51 yards, returned by Ted Ginn Jr. for 12 yards (tackle by Mike Anderson)",-1.770,-1.400
4,11:02,1,10,MIA 37,13,13,Cleo Lemon pass complete deep middle to Marty Booker for 19 yards (tackle by Nick Greisen),1.400,2.650
4,10:22,1,10,BAL 44,13,13,Lorenzo Booker left end for 3 yards (tackle by Kelly Gregg),2.650,2.520
4,9:35,2,7,BAL 41,13,13,Cleo Lemon pass complete short right to Samkon Gado for 2 yards (tackle by Kelly Gregg),2.520,2.080
4,8:51,3,5,BAL 39,13,13,Cleo Lemon pass complete short left to Marty Booker for 7 yards,2.080,3.450
4,8:20,1,10,BAL 32,13,13,Samkon Gado left tackle for no gain (tackle by Bart Scott),3.450,2.900
4,7:42,2,10,BAL 32,13,13,Cleo Lemon pass incomplete short left intended for Derek Hagan (defended by Willie Gaston),2.900,2.210
4,7:39,3,10,BAL 32,13,13,Cleo Lemon sacked by Terrell Suggs for -7 yards,2.210,0.660
4,7:10,4,17,BAL 39,13,13,Brandon Fields punts 35 yards,0.660,0.380
4,7:02,1,10,BAL 4,13,13,Willis McGahee up the middle for 1 yard (tackle by Rodrique Wright),-0.380,-0.710
4,6:24,2,9,BAL 5,13,13,Troy Smith pass incomplete deep middle intended for Mark Clayton (defended by Michael Lehan),-0.710,-1.300
4,6:18,3,9,BAL 5,13,13,Troy Smith pass incomplete deep left intended for Devard Darling,-1.300,-2.490
4,6:10,4,9,BAL 5,13,13,"Sam Koch punts 62 yards, returned by Ted Ginn Jr. for 13 yards (tackle by Mike Anderson)",-2.490,-1.990
4,5:58,1,10,MIA 46,13,13,Cleo Lemon pass complete deep left to Marty Booker for 18 yards (tackle by Willie Gaston),1.990,3.180
4,5:12,1,10,BAL 36,13,13,Samkon Gado left tackle for -1 yards (tackle by Kelly Gregg),3.180,2.500
4,4:38,2,11,BAL 37,13,13,Cleo Lemon sacked by Edgar Jones for 0 yards,2.500,1.820
4,4:00,3,11,BAL 37,13,13,Cleo Lemon pass complete short right to Marty Booker for 11 yards (tackle by Corey Ivy),1.820,3.840
4,3:48,1,10,BAL 26,13,13,Samkon Gado up the middle for 1 yard (tackle by Nick Greisen),3.840,3.430
4,3:03,2,9,BAL 25,13,13,Samkon Gado left tackle for 6 yards (tackle by Kelly Gregg),3.430,3.570
4,2:57,,,,13,13,Timeout #1 by Baltimore Ravens,0.000,3.570
4,2:57,3,3,BAL 19,13,13,Cleo Lemon pass complete short right to Lorenzo Booker for 6 yards (tackle by Ronnie Prude),3.570,4.710
4,2:51,1,10,BAL 13,13,13,Samkon Gado up the middle for 3 yards (tackle by Haloti Ngata),4.710,4.580
4,2:47,,,,13,13,Timeout #2 by Baltimore Ravens,0.000,4.580
4,2:47,2,7,BAL 10,13,13,Samkon Gado right guard for 2 yards (tackle by Haloti Ngata),4.580,4.100
4,2:34,,,,13,13,Timeout #3 by Baltimore Ravens,0.000,4.100
4,2:34,3,5,BAL 8,13,13,Samkon Gado up the middle for -3 yards (tackle by Bart Scott and Edgar Jones),4.100,2.700
4,2:00,4,8,BAL 11,13,16,Jay Feely 29 yard field goal good,2.700,3.000
4,,,,MIA 30,13,16,Jay Feely kicks off 52 yards,0.000,1.600
4,1:56,1,10,BAL 40,13,16,Troy Smith pass complete short right to Mark Clayton for 13 yards (tackle by Andre' Goodman),1.600,2.460
4,1:56,1,10,MIA 47,13,16,Troy Smith pass complete short right to Mark Clayton for 15 yards (tackle by Jason Allen),2.460,3.450
4,1:29,1,10,MIA 32,13,16,Willis McGahee right tackle for 3 yards (tackle by Will Allen),3.450,3.310
4,1:03,2,7,MIA 29,13,16,Troy Smith pass complete short right to Quinn Sypniewski for 8 yards (tackle by Will Allen),3.310,4.170
4,0:58,1,10,MIA 21,13,16,Troy Smith pass incomplete deep right intended for Devard Darling,4.170,3.630
4,0:49,2,10,MIA 21,13,16,Troy Smith pass incomplete short middle intended for Mark Clayton (defended by Will Allen),3.630,2.940
4,0:42,3,10,MIA 21,13,16,Willis McGahee right guard for 11 yards (tackle by Jason Allen),2.940,4.910
4,0:25,1,10,MIA 10,13,16,Troy Smith spiked the ball,4.910,4.190
4,0:23,2,10,MIA 10,13,16,Troy Smith pass incomplete short right intended for Mark Clayton,4.190,3.130
4,0:17,3,10,MIA 10,13,16,Troy Smith pass complete short left to Devard Darling for 9 yards,3.130,3.550
4,0:12,4,1,MIA 1,16,16,Matt Stover 18 yard field goal good,3.550,3.000
4,,,,BAL 30,16,16,"Matt Stover kicks off 58 yards, returned by Ted Ginn Jr. for 10 yards (tackle by Musa Smith)",0.000,0.410
4,0:03,1,10,MIA 22,16,16,Cleo Lemon kneels for -1 yards,0.410,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,,,,MIA 30,16,16,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,BAL 20,16,16,Willis McGahee left guard for 5 yards (tackle by Derrick Pope and Donnie Spragan),0.280,0.410
OT,14:27,2,5,BAL 25,16,16,Willis McGahee right end for 19 yards (tackle by Donnie Spragan),0.410,1.860
OT,13:58,1,10,BAL 44,16,16,Musa Smith left end for 16 yards (tackle by Jason Allen),1.860,2.920
OT,13:18,1,10,MIA 40,16,16,Willis McGahee left tackle for 2 yards (tackle by Derrick Pope),2.920,2.640
OT,12:38,2,8,MIA 38,16,16,Troy Smith pass complete to Derrick Mason for 4 yards,2.640,2.480
OT,12:15,3,4,MIA 34,16,16,Mike Anderson right guard for 9 yards (tackle by Will Allen),2.480,3.910
OT,11:40,1,10,MIA 25,16,16,Willis McGahee up the middle for 1 yard (tackle by Keith Traylor),3.910,3.500
OT,11:08,2,9,MIA 24,16,16,Willis McGahee left tackle for -3 yards (tackle by Jason Taylor),3.500,2.410
OT,10:32,3,12,MIA 27,16,16,Musa Smith left guard for 1 yard (tackle by Vonnie Holliday),2.410,1.740
OT,10:00,,,,16,16,Timeout #1 by Miami Dolphins,0.000,1.740
OT,10:00,4,11,MIA 26,16,16,Matt Stover 44 yard field goal no good,1.740,-1.200
OT,9:55,1,10,MIA 34,16,16,Lorenzo Booker up the middle for -3 yards (tackle by Kelly Gregg and Bart Scott),1.200,0.250
OT,9:15,2,13,MIA 31,16,16,Cleo Lemon right end for 5 yards (tackle by Dawan Landry),0.250,0.230
OT,8:26,3,8,MIA 36,16,22,"Cleo Lemon pass complete deep middle to Greg Camarillo for 64 yards, touchdown",0.230,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
