#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CIN 30,4,2:52,25,Punt
2,1,11:03,CIN 29,4,2:39,12,Punt
3,1,7:24,CIN 11,10,5:24,41,Punt
4,1,0:38,PHI 1,4,1:26,-1,Field Goal
5,2,11:12,CIN 34,3,1:10,2,Punt
6,2,7:30,CIN 20,7,4:19,32,Fumble
7,2,1:16,PHI 49,4,0:43,49,Touchdown
8,2,0:09,CIN 34,1,0:09,-1,End of Half
9,3,13:16,PHI 42,6,2:51,19,Field Goal
10,3,9:29,CIN 20,3,1:57,6,Punt
11,3,3:43,CIN 44,7,3:33,28,Downs
12,4,13:42,CIN 20,4,2:22,21,Punt
13,4,5:18,CIN 31,3,2:34,4,Punt
14,4,1:48,CIN 34,3,0:23,0,Punt
15,4,0:56,CIN 40,3,0:48,5,Punt
16,5,12:27,CIN 23,8,5:00,30,Punt
17,5,4:12,CIN 45,6,2:22,8,Punt
18,5,1:19,CIN 41,5,1:12,30,Missed FG
