Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,Jeff Chandler kicks off 52 yards,0.000,1.600
1,15:00,1,10,STL 40,0,0,Marc Bulger pass incomplete intended for Torry Holt,1.600,1.050
1,14:54,2,10,STL 40,0,0,Marc Bulger pass incomplete intended for Isaac Bruce,1.050,0.370
1,14:51,3,10,STL 40,0,0,Marc Bulger pass incomplete intended for Brandon Manumaleuna (defended by Mike Rumph),0.370,-0.720
1,14:47,4,10,STL 40,0,0,"Sean Landeta punts 38 yards, fair catch by Jimmy Williams",-0.720,-0.410
1,14:39,1,10,SFO 22,0,0,Garrison Hearst right tackle for 6 yards (tackle by Adam Archuleta),0.410,0.680
1,14:02,2,4,SFO 28,0,0,Garrison Hearst right end for 17 yards (tackle by Aeneas Williams),0.680,1.930
1,13:23,1,10,SFO 45,0,0,Jeff Garcia pass complete to Tai Streets for 13 yards (tackle by Travis Fisher),1.930,2.790
1,12:46,1,10,STL 42,0,0,Jeff Garcia pass incomplete intended for Jed Weaver,2.790,2.240
1,12:42,2,10,STL 42,0,0,Garrison Hearst right tackle for 5 yards (tackle by Brian Young and Robert W. Thomas),2.240,2.210
1,12:03,3,5,STL 37,0,0,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Jerametrius Butler),2.210,0.790
1,11:58,4,5,STL 37,0,0,"Bill LaFleur punts 25 yards, muffed catch by Arlen Harris, recovered by Dwaine Carpenter and returned for no gain",0.790,4.840
1,11:49,1,10,STL 11,0,0,"Penalty on Kwame Harris: False Start, 5 yards (no play)",4.840,4.340
1,11:49,1,15,STL 16,6,0,"Jeff Garcia pass complete to Tai Streets for 16 yards, touchdown",4.340,7.000
1,,,,STL 2,7,0,Jeff Chandler kicks extra point good,0.000,0.000
1,,,,SFO 30,7,0,"Jeff Chandler kicks off 65 yards, returned by Arlen Harris for 26 yards (tackle by Saleem Rasheed)",0.000,1.000
1,11:36,1,10,STL 31,7,0,Marshall Faulk right end for 4 yards (tackle by Anthony Adams),1.000,1.000
1,10:55,2,6,STL 35,7,0,Marshall Faulk left tackle for 3 yards (tackle by Andre Carter),1.000,0.700
1,10:10,3,3,STL 38,7,0,Marc Bulger pass complete to Dane Looker for 9 yards (tackle by Jimmy Williams),0.700,2.060
1,9:30,1,10,STL 47,7,0,Marc Bulger pass complete to Isaac Bruce for 26 yards (tackle by Ahmed Plummer),2.060,3.780
1,8:57,1,10,SFO 27,7,0,Marshall Faulk up the middle for 2 yards (tackle by Derek Smith),3.780,3.500
1,8:20,2,8,SFO 25,7,0,Marc Bulger pass complete to Isaac Bruce for 5 yards (tackle by Ahmed Plummer),3.500,3.470
1,7:37,3,3,SFO 20,7,0,Marc Bulger pass complete to Dane Looker for 6 yards (tackle by Tony Parrish),3.470,4.650
1,7:01,1,10,SFO 14,7,0,Marshall Faulk right end for 3 yards (tackle by Jeff Ulbrich and Ahmed Plummer),4.650,4.520
1,6:24,2,7,SFO 11,7,6,"Marc Bulger pass complete to Torry Holt for 11 yards, touchdown",4.520,7.000
1,,,,SFO 2,7,7,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,7,7,"Jeff Wilkins kicks off 66 yards, returned by Arland Bruce for 21 yards (tackle by Fred Weary)",0.000,0.610
1,6:11,1,10,SFO 25,7,7,Kevan Barlow right tackle for 2 yards (tackle by Robert W. Thomas and Damione Lewis),0.610,0.330
1,5:34,2,8,SFO 27,7,7,Jeff Garcia sacked by Leonard Little for -1 yards,0.330,-0.490
1,4:59,3,9,SFO 26,7,7,Kevan Barlow up the middle for 7 yards (tackle by Grant Wistrom),-0.490,-1.180
1,4:21,4,2,SFO 33,7,7,"Bill LaFleur punts 40 yards, returned by Arlen Harris for 4 yards (tackle by Terry Jackson)",-1.180,-1.000
1,4:11,1,10,STL 31,7,7,Marshall Faulk right guard for -2 yards (tackle by John Engelberger),1.000,0.190
1,3:34,2,12,STL 29,7,7,Marc Bulger pass incomplete intended for Brandon Manumaleuna,0.190,-0.490
1,3:31,3,12,STL 29,7,7,Marc Bulger pass incomplete intended for Marshall Faulk,-0.490,-1.440
1,3:26,4,12,STL 29,7,7,"Sean Landeta punts 52 yards, returned by Jimmy Williams for 16 yards (tackle by Rich Coady)",-1.440,-1.270
1,3:13,1,10,SFO 35,7,7,Garrison Hearst right guard for -1 yards (tackle by Tommy Polley),1.270,0.590
1,2:40,2,11,SFO 34,7,7,Tim Rattay pass complete to Garrison Hearst for 15 yards (tackle by Robert W. Thomas),0.590,2.190
1,2:01,1,10,SFO 49,7,7,"Tim Rattay pass incomplete intended for Garrison Hearst. Penalty on Damione Lewis: Roughing the Passer, 15 yards (no play)",2.190,3.180
1,1:56,1,10,STL 36,7,7,Fred Beasley right tackle for 3 yards (tackle by Ryan Pickett),3.180,3.040
1,1:18,2,7,STL 33,7,7,"Tim Rattay pass incomplete intended for Tai Streets. Penalty on Tai Streets: Offensive Pass Interference, 10 yards (no play)",3.040,1.690
1,1:13,2,17,STL 43,7,7,Garrison Hearst right tackle for 7 yards (tackle by Jerametrius Butler),1.690,1.950
1,0:27,,,,7,7,Timeout #1 by San Francisco 49ers,0.000,1.950
1,0:27,3,10,STL 36,7,7,Tim Rattay pass incomplete intended for Cedrick Wilson,1.950,0.880
1,0:22,4,10,STL 36,7,7,Bill LaFleur punts 31 yards,0.880,0.380
1,0:17,1,10,STL 5,7,7,Marshall Faulk left guard for 4 yards (tackle by Derek Smith),-0.380,-0.490
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,STL 9,7,7,Marc Bulger pass incomplete intended for Brandon Manumaleuna,-0.490,-0.950
2,14:57,,,,7,7,Timeout #1 by St. Louis Rams,0.000,-0.950
2,14:57,3,6,STL 9,7,7,Marshall Faulk left end for 2 yards (tackle by Jimmy Williams),-0.950,-2.490
2,14:16,4,4,STL 11,7,7,"Sean Landeta punts 38 yards, returned by Jimmy Williams for 1 yard (tackle by Bryce Fisher)",-2.490,-2.390
2,14:06,1,10,STL 48,7,7,Jeff Garcia pass complete to Terrell Owens for 15 yards (tackle by Pisa Tinoisamoa),2.390,3.380
2,13:28,1,10,STL 33,7,7,Kevan Barlow left guard for 4 yards (tackle by Leonard Little and Pisa Tinoisamoa),3.380,3.380
2,12:48,2,6,STL 29,7,7,Kevan Barlow left tackle for no gain (tackle by Pisa Tinoisamoa),3.380,2.680
2,12:07,3,6,STL 29,7,7,Jeff Garcia pass complete to Cedrick Wilson for 6 yards (tackle by Adam Archuleta),2.680,4.040
2,11:33,1,10,STL 23,7,7,"Penalty on Jed Weaver: False Start, 5 yards (no play)",4.040,3.710
2,11:11,1,15,STL 28,7,7,Jeff Garcia left guard for 8 yards (tackle by Tommy Polley),3.710,3.900
2,10:29,2,7,STL 20,7,7,"Penalty on Kwame Harris: False Start, 5 yards (no play)",3.900,3.230
2,10:14,2,12,STL 25,7,7,Fred Beasley up the middle for -3 yards (tackle by Pisa Tinoisamoa),3.230,2.150
2,9:35,3,15,STL 28,7,7,Jeff Garcia pass complete to Jed Weaver for 10 yards (tackle by Adam Archuleta),2.150,2.300
2,8:50,4,5,STL 18,10,7,Jeff Chandler 35 yard field goal good,2.300,3.000
2,,,,SFO 30,10,7,"Jeff Chandler kicks off 69 yards, returned by Arlen Harris for 30 yards (tackle by Tony Parrish)",0.000,1.000
