Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
2,15:00,1,10,MIN 45,17,3,Brett Favre pass complete to William Henderson for 17 yards (tackle by Antoine Winfield),2.590,3.710
2,14:20,1,10,MIN 28,17,3,Ahman Green right tackle for 3 yards (tackle by E.J. Henderson),3.710,3.570
2,13:38,2,7,MIN 25,17,3,Brett Favre pass complete to Donald Driver for 8 yards (tackle by Antoine Winfield),3.570,4.440
2,13:04,1,10,MIN 17,17,3,Ahman Green right end for 5 yards (tackle by Willie Offord),4.440,4.690
2,12:23,2,5,MIN 12,17,3,"Brett Favre pass complete to Javon Walker for 6 yards (tackle by Brian Williams). Penalty on Brian Russell: Unnecessary Roughness, 3 yards",4.690,6.510
2,11:49,1,3,MIN 3,17,3,"Najeh Davenport left end for -3 yards (tackle by Keith Newman). Najeh Davenport fumbles (forced by Keith Newman), recovered by Bubba Franks at MIN-6",6.510,4.950
2,11:06,2,6,MIN 6,17,3,Ahman Green middle for 2 yards (tackle by E.J. Henderson and Spencer Johnson),4.950,4.490
2,10:28,3,4,MIN 4,17,9,"Brett Favre pass complete to Bubba Franks for 4 yards, touchdown",4.490,7.000
2,10:28,,,MIN 4,17,10,Ryan Longwell kicks extra point good,0.000,0.000
2,10:28,,,GNB 30,17,10,"Ryan Longwell kicks off 52 yards, returned by Mewelde Moore for 17 yards (tackle by Michael Hawthorne)",0.000,1.270
2,10:16,1,10,MIN 35,17,10,"Penalty on Randy Moss: False Start, 5 yards (no play)",1.270,0.940
2,10:16,1,15,MIN 30,17,10,Daunte Culpepper pass complete to Nate Burleson for 29 yards (tackle by Darren Sharper),0.940,2.850
2,9:48,1,10,GNB 41,17,10,"Penalty on Kenny Peterson: Neutral Zone Infraction, 5 yards (no play)",2.850,3.580
2,9:30,1,5,GNB 36,17,10,Daunte Culpepper pass incomplete intended for Sean Berton (defended by Hannibal Navies),3.580,2.980
2,9:23,2,5,GNB 36,17,10,Daunte Culpepper pass incomplete intended for Randy Moss,2.980,2.280
2,9:19,3,5,GNB 36,17,10,Daunte Culpepper right end for 27 yards (tackle by R-Kal Truluck),2.280,5.140
2,8:44,1,9,GNB 9,17,10,Onterrio Smith right guard for 1 yard (tackle by Kenny Peterson and Aaron Kampman),5.140,4.570
2,8:02,2,8,GNB 8,17,10,Daunte Culpepper pass incomplete intended for Randy Moss,4.570,3.580
2,7:58,3,8,GNB 8,17,10,Daunte Culpepper pass complete to Moe Williams for 4 yards (tackle by Kabeer Gbaja-Biamila). Penalty on Matt Birk: Ineligible Downfield Pass (Declined),3.580,3.030
2,7:58,4,4,GNB 4,17,10,"Penalty on David Dixon: False Start, 5 yards (no play)",3.030,2.830
2,7:31,4,9,GNB 9,17,10,"Morten Andersen 27 yard field goal no good, blocked by Hannibal Navies, recovered by Jermaine Wiggins",2.830,0.350
2,7:25,1,10,GNB 12,17,10,Brett Favre pass incomplete intended for Javon Walker is intercepted by Brian Russell at GNB-42 and returned for 14 yards,-0.350,-3.710
2,7:14,1,10,GNB 28,17,10,Michael Bennett left end for 9 yards (tackle by Joey Thomas),3.710,4.420
2,6:38,2,1,GNB 19,23,10,"Daunte Culpepper pass complete to Nate Burleson for 19 yards, touchdown",4.420,7.000
2,6:38,,,GNB 19,24,10,Morten Andersen kicks extra point good,0.000,0.000
2,6:38,,,MIN 30,24,10,"Jose Cortez kicks off 67 yards, returned by Andrae Thurman for 17 yards (tackle by Rod Davis). Penalty on Nick Luchey: Illegal Block Above the Waist, 10 yards",0.000,-0.380
2,6:23,1,10,GNB 10,24,10,Ahman Green right end for 7 yards (tackle by Brian Russell and Brian Williams),-0.380,-0.090
2,5:52,2,3,GNB 17,24,10,Ahman Green right tackle for no gain (tackle by Darrion Scott),-0.090,-0.600
2,5:14,3,3,GNB 17,24,10,"Brett Favre pass incomplete intended for Bubba Franks (defended by Chris Claiborne). Penalty on Lance Johnstone: Unnecessary Roughness, 15 yards",-0.600,1.070
2,5:09,1,10,GNB 32,24,10,"Tony Fisher left end for 4 yards (tackle by Willie Offord and Brian Williams). Penalty on Nick Luchey: Offensive Holding, 10 yards",1.070,0.670
2,4:40,1,16,GNB 26,24,10,Brett Favre pass complete to William Henderson for 3 yards (tackle by Brian Russell),0.670,0.120
2,4:17,2,13,GNB 29,24,10,Brett Favre pass complete to Bubba Franks for 28 yards (tackle by Willie Offord),0.120,2.720
2,3:35,1,10,MIN 43,24,10,Brett Favre right end for 4 yards (tackle by E.J. Henderson),2.720,2.720
2,2:59,2,6,MIN 39,24,10,Ahman Green right tackle for 5 yards (tackle by Brian Williams and Willie Offord),2.720,2.680
2,2:17,3,1,MIN 34,24,10,Ahman Green right guard for 5 yards (tackle by Spencer Johnson and Brian Williams),2.680,3.640
2,2:00,1,10,MIN 29,24,10,Brett Favre pass incomplete intended for Tony Fisher,3.640,3.100
2,1:56,2,10,MIN 29,24,10,Ahman Green right guard for 4 yards (tackle by Steve Martin),3.100,2.940
2,1:19,3,6,MIN 25,24,10,"Brett Favre pass incomplete intended for Donald Driver (defended by Antoine Winfield). Penalty on Antoine Winfield: Defensive Pass Interference, 13 yards (no play)",2.940,4.780
2,1:14,1,10,MIN 12,24,10,Ahman Green middle for 2 yards (tackle by Spencer Johnson and Darrion Scott),4.780,4.450
2,0:38,2,8,MIN 10,24,10,Ahman Green left end for 2 yards (tackle by Antoine Winfield and Darrion Scott),4.450,3.930
2,0:29,2,8,MIN 10,,,Timeout #1 by Green Bay Packers,4.450,3.930
2,0:29,3,6,MIN 8,24,10,"Brett Favre right end for 3 yards. Penalty on Brett Favre: Illegal Forward Pass, 5 yards",3.930,2.760
2,0:20,4,8,MIN 10,24,10,Ryan Longwell 28 yard field goal no good,2.760,-0.280
2,0:16,1,10,MIN 20,24,10,Daunte Culpepper kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,24,10,"Jose Cortez kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,24,10,Ahman Green left end for 4 yards (tackle by Chris Claiborne and Kenny Mixon),0.280,0.270
3,14:27,2,6,GNB 24,24,10,Brett Favre pass complete to Antonio Chatman for 15 yards (tackle by Kenny Mixon),0.270,1.530
3,13:52,1,10,GNB 39,24,10,"Ahman Green right tackle for 2 yards (tackle by E.J. Henderson and Kevin Williams). Penalty on Marco Rivera: Offensive Holding, 10 yards",1.530,1.000
3,13:23,1,18,GNB 31,24,10,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Antoine Winfield),1.000,1.120
3,12:44,2,9,GNB 40,24,10,Brett Favre pass complete to Tony Fisher for -4 yards (tackle by Chris Claiborne),1.120,-0.100
3,11:55,3,13,GNB 36,24,10,Brett Favre pass incomplete intended for Andrae Thurman is intercepted by Ralph Brown at 50 and returned for 27 yards,-0.100,-4.040
3,11:45,1,10,GNB 23,24,10,Daunte Culpepper for -7 yards (tackle by Darren Sharper and Grady Jackson),4.040,2.550
3,11:11,2,17,GNB 30,24,10,Daunte Culpepper pass incomplete intended for Randy Moss,2.550,1.880
3,11:05,3,17,GNB 30,24,10,Daunte Culpepper pass incomplete intended for Marcus Robinson,1.880,1.410
3,11:01,4,17,GNB 30,24,10,"Darren Bennett punts 23 yards, out of bounds",1.410,0.380
3,10:53,1,10,GNB 7,24,10,Ahman Green right tackle for no gain (tackle by Chris Claiborne),-0.380,-0.780
3,10:16,2,10,GNB 7,24,10,Brett Favre pass complete to Donald Driver for 15 yards (tackle by Antoine Winfield),-0.780,0.410
3,9:40,1,10,GNB 22,24,10,Ahman Green right end for 2 yards (tackle by Kenechi Udeze and Keith Newman),0.410,0.140
3,9:05,2,8,GNB 24,24,10,Brett Favre pass complete to Nick Luchey for 4 yards (tackle by Keith Newman),0.140,-0.030
3,8:41,3,4,GNB 28,24,10,Brett Favre pass incomplete intended for Donald Driver,-0.030,-1.500
3,8:36,4,4,GNB 28,24,10,"Bryan Barker punts 43 yards, muffed catch by Nate Burleson, recovered by Terrance Shaw and returned for no gain",-1.500,-0.540
3,8:26,1,10,MIN 24,24,10,Michael Bennett left tackle for 11 yards (tackle by Kenny Peterson),0.540,1.270
3,7:49,1,10,MIN 35,24,10,Daunte Culpepper sacked by Kenny Peterson for -2 yards,1.270,0.450
3,7:49,2,12,MIN 33,24,10,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",0.450,-0.220
3,6:49,2,17,MIN 28,24,10,Daunte Culpepper right end for 3 yards (tackle by Mark Roman),-0.220,-0.490
3,6:04,3,14,MIN 31,24,10,Daunte Culpepper pass incomplete intended for Onterrio Smith,-0.490,-1.310
3,5:58,4,14,MIN 31,24,10,"Darren Bennett punts 38 yards, fair catch by Antonio Chatman",-1.310,-1.000
3,5:50,1,10,GNB 31,24,10,Brett Favre pass incomplete intended for Antonio Chatman is intercepted by Brian Williams at MIN-40,1.000,-1.600
3,5:43,1,10,MIN 40,24,10,Daunte Culpepper pass incomplete intended for Michael Bennett,1.600,1.050
3,5:37,2,10,MIN 40,24,10,Daunte Culpepper pass complete to Randy Moss for 9 yards (tackle by Kabeer Gbaja-Biamila and Nick Barnett),1.050,1.550
3,4:52,3,1,MIN 49,24,10,Onterrio Smith left end for 1 yard (tackle by Hannibal Navies and Nick Barnett),1.550,2.260
3,4:12,1,10,GNB 50,24,10,Michael Bennett right end for -3 yards (tackle by Na'il Diggs and Nick Barnett),2.260,1.310
3,3:32,2,13,MIN 47,24,10,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,1.310,0.630
3,3:27,3,13,MIN 47,24,10,Daunte Culpepper sacked by R-Kal Truluck for -6 yards,0.630,-0.650
3,3:03,4,19,MIN 41,24,10,"Darren Bennett punts 33 yards, returned by Antonio Chatman for -4 yards (tackle by Dontarrious Thomas)",-0.650,-0.410
3,2:53,1,10,GNB 22,24,10,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Antoine Winfield),0.410,1.140
3,2:22,1,10,GNB 33,24,10,Brett Favre pass complete to Ahman Green for 14 yards (tackle by Antoine Winfield and E.J. Henderson),1.140,2.060
3,1:44,1,10,GNB 47,24,10,"Najeh Davenport right end for 6 yards (tackle by Willie Offord). Najeh Davenport fumbles (forced by Willie Offord), recovered by Mark Tauscher at MIN-43",2.060,2.720
3,1:06,1,10,MIN 43,24,10,Brett Favre pass complete to Donald Driver for 16 yards (tackle by Antoine Winfield),2.720,3.780
3,0:34,1,10,MIN 27,24,10,Brett Favre pass complete to Donald Driver for 7 yards (tackle by E.J. Henderson),3.780,4.180
3,0:04,2,3,MIN 20,24,10,Ahman Green right end for 5 yards (tackle by Kenny Mixon),4.180,4.580
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 15,24,10,Brett Favre pass complete to Nick Luchey for 6 yards (tackle by Brian Williams),4.580,5.030
4,14:22,2,4,MIN 9,24,10,Ahman Green left end for 8 yards (tackle by E.J. Henderson and Willie Offord),5.030,6.970
4,13:39,1,1,MIN 1,24,16,"Najeh Davenport right guard for 1 yard, touchdown",6.970,7.000
4,13:39,,,MIN 1,24,17,Ryan Longwell kicks extra point good,0.000,0.000
4,13:39,,,GNB 30,24,17,"Ryan Longwell kicks off 55 yards, returned by Mewelde Moore for 19 yards (tackle by Tony Fisher)",0.000,1.200
4,13:31,1,10,MIN 34,24,17,Daunte Culpepper pass complete to Marcus Robinson for 4 yards (tackle by Ahmad Carroll),1.200,1.200
4,12:52,2,6,MIN 38,24,17,"Daunte Culpepper pass incomplete intended for Jeff Dugan. Penalty on Ahmad Carroll: Defensive Holding, 5 yards (no play)",1.200,1.800
4,12:46,1,10,MIN 43,24,17,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Ahmad Carroll),1.800,1.250
4,12:40,2,10,MIN 43,24,17,Daunte Culpepper pass complete to Nate Burleson for 4 yards (tackle by Darren Sharper),1.250,1.090
4,11:57,3,6,MIN 47,24,17,Daunte Culpepper pass complete to Nate Burleson for 8 yards (tackle by Nick Barnett),1.090,2.590
4,11:16,1,10,GNB 45,24,17,Daunte Culpepper pass complete to Onterrio Smith for 6 yards (tackle by Nick Barnett and Hannibal Navies),2.590,2.850
4,10:31,2,4,GNB 39,24,17,"Daunte Culpepper pass incomplete intended for Nate Burleson. Penalty on Ahmad Carroll: Illegal Contact, 5 yards (no play)",2.850,3.310
4,10:26,1,10,GNB 34,30,17,"Daunte Culpepper pass complete to Randy Moss for 34 yards, touchdown",3.310,7.000
4,10:26,,,GNB 34,31,17,Morten Andersen kicks extra point good,0.000,0.000
4,10:26,,,MIN 30,31,17,"Jose Cortez kicks off 54 yards, returned by Najeh Davenport for 19 yards (tackle by Rushen Jones)",0.000,1.270
4,10:11,1,10,GNB 35,31,17,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Antoine Winfield),1.270,2.060
4,9:35,1,10,GNB 47,31,17,Brett Favre pass complete to Antonio Chatman for 10 yards (tackle by Ralph Brown),2.060,2.720
4,9:03,1,10,MIN 43,31,17,Brett Favre pass incomplete intended for Tony Fisher,2.720,2.180
4,8:57,2,10,MIN 43,31,17,Brett Favre pass incomplete intended for Andrae Thurman,2.180,1.490
4,8:53,3,10,MIN 43,31,17,Brett Favre sacked by Darrion Scott for -5 yards,1.490,0.070
4,8:29,4,15,MIN 48,31,17,"Bryan Barker punts 31 yards, muffed catch by Nate Burleson, recovered by Nate Burleson and returned for no gain",0.070,-0.040
4,8:21,1,10,MIN 18,31,17,Michael Bennett right end for no gain (tackle by Na'il Diggs and Kenny Peterson),0.040,-0.490
4,7:39,2,10,MIN 18,31,17,Daunte Culpepper pass complete to Kelly Campbell for 12 yards (tackle by Ahmad Carroll),-0.490,0.940
4,6:54,2,10,MIN 18,,,Timeout #1 by Minnesota Vikings,-0.490,0.940
4,6:54,1,10,MIN 30,31,17,Michael Bennett right end for 1 yard (tackle by Na'il Diggs),0.940,0.530
4,6:10,2,9,MIN 31,31,17,Onterrio Smith left end for 3 yards (tackle by Hannibal Navies),0.530,0.230
4,5:25,3,6,MIN 34,31,17,Daunte Culpepper pass complete to Onterrio Smith for 16 yards (tackle by Bhawoh Jue and Cullen Jenkins),0.230,2.260
4,4:36,1,10,GNB 50,31,17,Onterrio Smith left end for 4 yards (tackle by Aaron Kampman and Cullen Jenkins),2.260,2.250
4,4:29,1,10,GNB 50,,,Timeout #1 by Green Bay Packers,2.260,2.250
4,4:29,2,6,GNB 46,31,17,Onterrio Smith left end for 17 yards (tackle by Darren Sharper),2.250,3.640
4,3:44,1,10,GNB 29,31,17,Onterrio Smith left tackle for -2 yards (tackle by Cletidus Hunt),3.640,2.830
4,3:40,1,10,GNB 29,,,Timeout #2 by Green Bay Packers,3.640,2.830
4,3:40,2,12,GNB 31,31,17,Daunte Culpepper right end for 1 yard (tackle by Kenny Peterson),2.830,2.280
4,3:33,2,12,GNB 31,,,Timeout #3 by Green Bay Packers,2.830,2.280
4,3:33,3,11,GNB 30,31,17,Onterrio Smith middle for 10 yards (tackle by Nick Barnett),2.280,2.270
4,2:59,4,1,GNB 20,31,17,Daunte Culpepper middle for 1 yard (tackle by Grady Jackson),2.270,4.310
4,2:18,1,10,GNB 19,31,17,Onterrio Smith middle for -1 yards (tackle by Aaron Kampman),4.310,3.630
4,2:00,2,11,GNB 20,31,17,Onterrio Smith right end for -1 yards (tackle by Mark Roman and Cletidus Hunt),3.630,2.810
4,1:15,3,12,GNB 21,31,17,Onterrio Smith right tackle for 1 yard (tackle by Grady Jackson),2.810,2.120
4,0:29,3,12,GNB 21,,,Timeout #2 by Minnesota Vikings,2.810,2.120
4,0:29,4,11,GNB 20,31,17,Onterrio Smith left end for 5 yards (tackle by Aaron Kampman),2.120,0.220
4,0:23,1,10,GNB 15,31,17,Brett Favre pass complete to Tony Fisher for 5 yards (tackle by Antoine Winfield),-0.220,0.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
