#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,OAK 27,14,7:17,50,Field Goal
2,1,4:00,OAK 29,7,2:54,71,Touchdown
3,2,15:00,OAK 25,8,3:06,53,Interception
4,2,9:50,OAK 20,3,1:05,-5,Punt
5,2,7:22,OAK 10,15,5:38,90,Touchdown
6,2,0:47,OAK 40,3,0:31,3,Downs
7,3,12:50,OAK 32,9,3:24,41,Field Goal
8,3,7:45,OAK 29,11,5:42,67,Interception
9,4,15:00,,0,0:14,0,Touchdown
10,4,14:26,PIT 45,3,1:16,0,Punt
11,4,11:37,PIT 47,7,3:24,18,Missed FG
12,4,7:38,OAK 41,4,2:07,-2,Punt
13,4,3:57,PIT 39,7,2:56,29,Field Goal
