Quarter,Time,Tm,Detail,IND,OAK
2.0,14:57,Raiders,Andre Holmes 1 yard pass from Derek Carr (Sebastian Janikowski kick),0,7
,9:49,Colts,Donte Moncrief 24 yard pass from Andrew Luck (Adam Vinatieri kick),7,7
,5:50,Raiders,Clive Walford 5 yard pass from Derek Carr (Sebastian Janikowski kick failed),7,13
,0:18,Raiders,Jalen Richard 4 yard pass from Derek Carr (Sebastian Janikowski kick failed),7,19
3.0,10:48,Raiders,DeAndre Washington 22 yard rush (Sebastian Janikowski kick),7,26
,8:40,Raiders,DeAndre Washington 22 yard rush (Sebastian Janikowski kick),7,33
,5:18,Colts,Robert Turbin 3 yard pass from Andrew Luck (Adam Vinatieri kick),14,33
4.0,7:40,Colts,Andrew Luck 11 yard rush (T.Y. Hilton pass from Andrew Luck),22,33
,2:33,Colts,Adam Vinatieri 42 yard field goal,25,33
