Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
1,9:20,3,8,DET 11,0,0,Joey Harrington sacked by La'Roi Glover for -7 yards,-1.190,-2.490
1,8:48,4,15,DET 4,0,0,"Nick Harris punts 35 yards, returned by Zuriel Smith for 3 yards (tackle by Brian Walker)",-2.490,-3.180
1,8:38,1,10,DET 36,0,6,"Troy Hambrick left end for 3 yards (tackle by Corey Harris). Troy Hambrick fumbles (forced by Corey Harris), recovered by Dre' Bly at DET-33 and returned for 67 yards, touchdown",3.180,-7.000
1,,,,DAL 2,0,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,0,7,"Jason Hanson kicks off 64 yards, returned by Aveion Cason for 18 yards (tackle by Bracy Walker). Aveion Cason fumbles (forced by Bracy Walker), recovered by Bradie James at DAL-22",0.000,0.410
1,8:16,1,10,DAL 22,0,7,Quincy Carter pass incomplete intended for Joey Galloway (defended by Brian Walker),0.410,-0.130
1,8:11,,,,0,7,Timeout #1 by Dallas Cowboys,0.000,-0.130
1,8:11,2,10,DAL 22,0,7,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",-0.130,0.540
1,8:11,2,5,DAL 27,0,7,Quincy Carter pass complete to Antonio Bryant for 14 yards,0.540,1.660
1,7:41,1,10,DAL 41,0,7,"Quincy Carter pass complete to Terry Glenn for 18 yards (tackle by Bracy Walker). Penalty on Bracy Walker: Defensive Pass Interference, 21 yards (no play)",1.660,3.050
1,7:20,1,10,DET 38,0,7,Troy Hambrick left tackle for 1 yard (tackle by Dre' Bly and Kelvin Pritchett),3.050,2.640
1,6:43,2,9,DET 37,0,7,Quincy Carter pass complete to Richie Anderson for -5 yards (tackle by Brian Walker),2.640,1.290
1,5:52,3,14,DET 42,0,7,Quincy Carter pass complete to Antonio Bryant for 7 yards (tackle by Roderick Babers),1.290,0.970
1,5:52,4,7,DET 35,0,7,"Billy Cundiff 53 yard field goal good. Penalty on Shaun Rogers: Leverage, 15 yards (no play)",0.970,4.240
1,5:04,1,10,DET 20,6,7,"Quincy Carter pass complete to Terry Glenn for 20 yards, touchdown",4.240,7.000
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
1,,,,DET 2,7,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,DAL 30,7,7,"Toby Gowin kicks off 57 yards, returned by Reggie Swinton for -4 yards (tackle by Darren Woodson). Penalty on Pete Hunter: Taunting, 15 yards",0.000,0.540
1,4:52,1,10,DET 24,7,7,Joey Harrington pass complete to Cory Schlesinger for 8 yards (tackle by Dexter Coakley),0.540,1.080
1,4:13,2,2,DET 32,7,7,Olandis Gary up the middle for 1 yard (tackle by Randal Williams),1.080,0.500
1,3:28,3,1,DET 33,7,7,Joey Harrington pass complete to Az-Zahir Hakim for 4 yards (tackle by Darren Woodson),0.500,1.400
1,2:46,1,10,DET 37,7,7,Shawn Bryson left end for 1 yard (tackle by Darren Woodson),1.400,0.990
1,2:02,2,9,DET 38,7,7,Az-Zahir Hakim right end for 8 yards (tackle by Randal Williams),0.990,1.360
1,1:11,3,1,DET 46,7,7,Olandis Gary up the middle for 1 yard (tackle by Dat Nguyen),1.360,2.060
1,0:28,1,10,DET 47,7,7,Joey Harrington pass incomplete intended for Olandis Gary (defended by Dat Nguyen),2.060,1.520
1,0:22,2,10,DET 47,7,7,Olandis Gary up the middle for -1 yards (tackle by Ebenezer Ekuban),1.520,0.700
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,DET 46,7,7,Joey Harrington pass incomplete intended for Scotty Anderson,0.700,-0.320
2,14:56,4,11,DET 46,7,7,"Nick Harris punts 37 yards, fair catch by Zuriel Smith",-0.320,0.060
2,14:49,1,10,DAL 17,7,7,"Troy Hambrick right end for 10 yards (tackle by Otis Smith). Penalty on Barrett Green: Unnecessary Roughness, 15 yards",-0.060,1.730
2,14:19,1,10,DAL 42,7,7,"Troy Hambrick left end for 14 yards (tackle by Brian Walker). Penalty on Brian Walker: Face Mask (15 Yards), 15 yards",1.730,3.640
2,13:51,1,10,DET 29,7,7,Quincy Carter pass complete to Troy Hambrick for 7 yards (tackle by Barrett Green),3.640,4.050
2,13:12,2,3,DET 22,7,7,Troy Hambrick left tackle for -1 yards (tackle by Earl Holmes),4.050,3.200
2,12:56,3,4,DET 23,7,7,Quincy Carter up the middle for 3 yards (tackle by Shaun Rogers),3.200,2.270
2,12:24,4,1,DET 20,7,7,Troy Hambrick left tackle for 1 yard (tackle by Brian Walker and Shaun Rogers),2.270,4.310
2,11:38,1,10,DET 19,13,7,"Quincy Carter pass complete to Terry Glenn for 19 yards, touchdown. Penalty on Dre' Bly: Defensive Pass Interference (Declined)",4.310,7.000
2,,,,DET 2,14,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,14,7,"Toby Gowin kicks off 67 yards, returned by Reggie Swinton for 19 yards (tackle by Pete Hunter)",0.000,0.410
2,11:25,1,10,DET 22,14,7,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Dat Nguyen),0.410,0.540
2,10:43,2,5,DET 27,14,7,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Dat Nguyen),0.540,-0.160
2,10:37,3,5,DET 27,14,7,"Joey Harrington pass incomplete intended for Az-Zahir Hakim is intercepted by Dexter Coakley at DET-32 and returned for 24 yards (tackle by Ray Brown). Penalty on Ebenezer Ekuban: Unnecessary Roughness (Offsetting), Penalty on Stockar McDougle: Unnecessary Roughness (Offsetting)",-0.160,-5.370
2,10:27,1,8,DET 8,20,7,"Quincy Carter pass complete to Terry Glenn for 8 yards, touchdown",5.370,7.000
2,,,,DET 2,21,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,21,7,"Toby Gowin kicks off 65 yards, returned by Reggie Swinton for 18 yards (tackle by Markus Steele)",0.000,0.480
2,10:15,1,10,DET 23,21,7,Olandis Gary left end for 1 yard (tackle by Dat Nguyen),0.480,0.070
2,9:33,2,9,DET 24,21,7,Joey Harrington pass complete to Scotty Anderson for 6 yards (tackle by Dexter Coakley),0.070,0.170
2,9:02,3,3,DET 30,21,7,Joey Harrington pass incomplete intended for Shawn Jefferson,0.170,-1.370
2,8:56,4,3,DET 30,21,7,"Nick Harris punts 47 yards, returned by Zuriel Smith for 4 yards (tackle by Stephen Trejo)",-1.370,-0.740
2,8:45,1,10,DAL 27,21,7,Troy Hambrick up the middle for 2 yards (tackle by Boss Bailey and Dan Wilkinson),0.740,0.470
2,8:04,2,8,DAL 29,21,7,Quincy Carter pass complete to Daniel Campbell for 18 yards (tackle by Corey Harris),0.470,2.060
2,7:21,1,10,DAL 47,21,7,Antonio Bryant right end for -2 yards (tackle by Shaun Rogers and James Hall),2.060,1.250
2,6:36,2,12,DAL 45,21,7,Quincy Carter pass complete to Daniel Campbell for 10 yards (tackle by Boss Bailey),1.250,1.880
2,5:54,3,2,DET 45,21,7,Troy Hambrick left tackle for 1 yard (tackle by James Hall),1.880,0.330
2,5:11,4,1,DET 44,21,7,"Toby Gowin punts 31 yards, fair catch by Reggie Swinton",0.330,0.320
2,5:03,1,10,DET 13,21,7,Olandis Gary left end for 6 yards (tackle by Dexter Coakley and Darren Woodson),-0.320,0.030
2,4:32,2,4,DET 19,27,7,"Joey Harrington pass incomplete intended for Bill Schroeder is intercepted by Mario Edwards at DET-27 and returned for 27 yards, touchdown",0.030,-7.000
2,,,,DET 2,28,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,28,7,"Toby Gowin kicks off 69 yards, returned by Reggie Swinton for 22 yards (tackle by Randal Williams)",0.000,0.480
2,4:13,1,10,DET 23,28,7,Olandis Gary up the middle for 6 yards (tackle by Ebenezer Ekuban and Daleroy Stewart),0.480,0.740
2,3:36,2,4,DET 29,28,7,Olandis Gary left tackle for 4 yards (tackle by Dexter Coakley),0.740,1.140
2,2:46,1,10,DET 33,28,7,Mike McMahon pass incomplete intended for Az-Zahir Hakim,1.140,0.590
2,2:42,2,10,DET 33,28,7,Shawn Bryson left tackle for 3 yards (tackle by Dexter Coakley),0.590,0.300
2,2:00,3,7,DET 36,28,7,Mike McMahon pass incomplete intended for Az-Zahir Hakim,0.300,-0.980
2,1:53,4,7,DET 36,28,7,"Nick Harris punts 48 yards, muffed catch by Zuriel Smith, recovered by Casey Fitzsimmons and returned for no gain. Penalty on Corey Harris: Ineligible Downfield Kick, 5 yards (no play)",-0.980,-1.310
2,1:47,4,12,DET 31,28,7,"Nick Harris punts 36 yards, muffed catch by Zuriel Smith, recovered by Zuriel Smith and returned for 9 yards (tackle by Casey Fitzsimmons)",-1.310,-1.730
2,1:35,1,10,DAL 42,28,7,Quincy Carter pass complete to Richie Anderson for 3 yards,1.730,1.590
2,1:31,2,7,DAL 45,28,7,Richie Anderson left tackle for 5 yards (tackle by Barrett Green),1.590,1.550
2,1:00,3,2,DET 50,28,7,Troy Hambrick up the middle for 7 yards (tackle by Brian Walker),1.550,2.720
2,0:58,,,,28,7,Timeout #2 by Dallas Cowboys,0.000,2.720
2,0:57,1,10,DET 43,28,7,Aveion Cason up the middle for 1 yard (tackle by Dan Wilkinson and Earl Holmes),2.720,2.310
2,0:50,,,,28,7,Timeout #3 by Dallas Cowboys,0.000,2.310
2,0:49,2,9,DET 42,28,7,Quincy Carter pass incomplete intended for Antonio Bryant,2.310,1.620
2,0:42,3,9,DET 42,28,7,Quincy Carter right end for 10 yards (tackle by Corey Harris),1.620,3.450
2,0:21,1,10,DET 32,28,7,Quincy Carter spiked the ball,3.450,2.900
2,0:19,2,10,DET 32,28,7,"Penalty on DAL: Delay of Game, 5 yards (no play)",2.900,2.230
2,0:19,2,15,DET 37,28,7,Quincy Carter pass incomplete intended for Antonio Bryant,2.230,1.550
2,0:16,3,15,DET 37,28,7,"Penalty on Gennaro DiNapoli: False Start, 5 yards (no play)",1.550,0.890
2,0:16,3,20,DET 42,28,7,Quincy Carter pass incomplete intended for Joey Galloway,0.890,0.460
2,0:12,4,20,DET 42,28,7,Quincy Carter pass complete to Aveion Cason for 12 yards (tackle by Roderick Babers). Penalty on DAL: Illegal Shift (Declined),0.460,-0.940
2,0:06,1,10,DET 30,28,7,Mike McMahon kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,28,7,"Jason Hanson kicks off 69 yards, returned by Zuriel Smith for 18 yards (tackle by Jimmy Wyrick)",0.000,0.150
3,14:54,1,10,DAL 19,28,7,Richie Anderson left end for -2 yards (tackle by Earl Holmes),0.150,-0.720
3,14:25,2,12,DAL 17,28,7,Quincy Carter pass complete to Antonio Bryant for 13 yards,-0.720,0.940
3,14:00,1,10,DAL 30,28,7,Troy Hambrick right end for 9 yards (tackle by James Hall),0.940,1.610
3,13:30,2,1,DAL 39,28,7,Richie Anderson up the middle for 2 yards (tackle by Shaun Rogers),1.610,1.660
3,12:48,1,10,DAL 41,28,7,Troy Hambrick up the middle for 9 yards (tackle by Barrett Green),1.660,2.340
3,12:24,2,1,DET 50,28,7,Quincy Carter pass complete to Richie Anderson for 5 yards (tackle by Boss Bailey),2.340,2.590
3,11:56,1,10,DET 45,28,7,Quincy Carter pass incomplete intended for Richie Anderson,2.590,2.040
3,11:50,2,10,DET 45,28,7,Richie Anderson up the middle for 9 yards (tackle by Barrett Green),2.040,2.540
3,11:11,3,1,DET 36,28,7,Troy Hambrick up the middle for 3 yards (tackle by Bracy Walker),2.540,3.380
3,10:29,1,10,DET 33,28,7,Troy Hambrick left end for -2 yards (tackle by James Hall and Boss Bailey),3.380,2.570
3,9:48,2,12,DET 35,28,7,Troy Hambrick right tackle for 5 yards (tackle by Barrett Green and James Hall),2.570,2.540
3,9:07,3,7,DET 30,28,7,"Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",2.540,3.200
3,8:43,3,2,DET 25,28,7,Quincy Carter pass complete to Antonio Bryant for 23 yards,3.200,6.740
3,8:18,,,,28,7,Timeout #1 by Detroit Lions,0.000,6.740
3,8:18,1,2,DET 2,28,7,Troy Hambrick up the middle for -1 yards (tackle by Dan Wilkinson),6.740,5.530
3,7:37,2,3,DET 3,34,7,"Troy Hambrick right end for 3 yards, touchdown",5.530,7.000
3,,,,DET 2,35,7,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,DAL 30,35,7,"Toby Gowin kicks off 67 yards, returned by Reggie Swinton for 25 yards (tackle by James Whalen)",0.000,0.810
3,7:22,1,10,DET 28,35,7,Olandis Gary up the middle for 7 yards (tackle by Darren Woodson),0.810,1.210
3,6:48,2,3,DET 35,35,7,Mike McMahon pass incomplete intended for Az-Zahir Hakim,1.210,0.500
3,6:45,3,3,DET 35,35,7,"Penalty on Jeff Backus: False Start, 5 yards (no play)",0.500,-0.160
3,6:45,3,8,DET 30,35,7,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Randal Williams),-0.160,-1.370
3,6:40,4,8,DET 30,35,7,"Nick Harris punts 37 yards, returned by Zuriel Smith for 3 yards (tackle by Stephen Trejo)",-1.370,-1.330
3,6:32,1,10,DAL 36,35,7,Troy Hambrick left tackle for 2 yards (tackle by Earl Holmes),1.330,1.060
3,5:56,2,8,DAL 38,35,7,Quincy Carter pass complete to Terry Glenn for 5 yards (tackle by Bracy Walker),1.060,1.030
3,5:12,3,3,DAL 43,35,7,Quincy Carter pass complete to Terry Glenn for 5 yards (tackle by Otis Smith),1.030,2.130
3,4:33,1,10,DAL 48,35,7,Troy Hambrick right end for 1 yard (tackle by Earl Holmes),2.130,1.720
3,3:52,2,9,DAL 49,35,7,Quincy Carter pass complete to Terry Glenn for 18 yards (tackle by Corey Harris),1.720,3.380
3,3:12,1,10,DET 33,35,7,Richie Anderson left tackle for 18 yards (tackle by Earl Holmes),3.380,4.580
3,2:32,1,10,DET 15,35,7,Troy Hambrick up the middle for -2 yards (tackle by Shaun Rogers),4.580,3.680
3,1:51,2,12,DET 17,35,7,Richie Anderson left tackle for 14 yards (tackle by Otis Smith and Roderick Babers),3.680,6.510
3,1:10,1,3,DET 3,35,7,Troy Hambrick up the middle for -2 yards (tackle by Boss Bailey),6.510,5.150
3,0:28,2,5,DET 5,35,7,Quincy Carter pass incomplete intended for Jason Witten,5.150,4.260
3,0:23,3,5,DET 5,35,7,Troy Hambrick up the middle for no gain (tackle by Earl Holmes and Shaun Rogers),4.260,3.010
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,DET 5,38,7,Billy Cundiff 23 yard field goal good,3.010,3.000
4,,,,DAL 30,38,7,"Toby Gowin kicks off 59 yards, returned by Reggie Swinton for 16 yards (tackle by Randal Williams)",0.000,0.740
4,14:51,1,10,DET 27,38,7,Mike McMahon pass incomplete intended for Cory Schlesinger,0.740,0.200
4,14:47,2,10,DET 27,38,7,Shawn Bryson up the middle for 5 yards (tackle by Derek Ross),0.200,0.170
4,14:10,3,5,DET 32,38,7,Mike McMahon pass incomplete intended for Shawn Jefferson,0.170,-1.240
4,14:05,4,5,DET 32,38,7,"Nick Harris punts 36 yards, returned by Zuriel Smith for -4 yards (tackle by Jeff Gooch)",-1.240,-0.810
4,13:54,1,10,DAL 28,38,7,Troy Hambrick up the middle for -2 yards (tackle by Robert Porcher),0.810,-0.010
4,13:13,2,12,DAL 26,38,7,Troy Hambrick left end for no gain (tackle by Barrett Green and Brian Walker),-0.010,-0.690
4,12:25,3,12,DAL 26,38,7,Chad Hutchinson pass incomplete intended for Troy Hambrick. Penalty on Andre Gurode: Offensive Holding (Declined),-0.690,-1.630
4,12:19,4,12,DAL 26,38,7,"Toby Gowin punts 40 yards, returned by Reggie Swinton for 8 yards (tackle by Tony Dixon)",-1.630,-1.730
4,12:05,1,10,DET 42,38,7,Mike McMahon pass incomplete intended for Az-Zahir Hakim (defended by Terence Newman),1.730,1.190
4,12:01,2,10,DET 42,38,7,"Mike McMahon right end for 12 yards (tackle by Dat Nguyen). Mike McMahon fumbles (forced by Dat Nguyen), recovered by Kenyon Coleman at DAL-46 (tackle by Mike McMahon)",1.190,-1.990
4,11:51,1,10,DAL 46,38,7,Aveion Cason right end for -3 yards (tackle by Earl Holmes),1.990,1.050
4,11:08,2,13,DAL 43,38,7,Aveion Cason up the middle for no gain (tackle by Shaun Rogers),1.050,0.370
4,10:23,3,13,DAL 43,38,7,Chad Hutchinson pass complete to Aveion Cason for 8 yards (tackle by Boss Bailey),0.370,0.000
4,9:41,4,5,DET 49,38,7,"Toby Gowin punts 49 yards, touchback",0.000,-0.280
4,9:31,1,10,DET 20,38,7,Mike McMahon pass complete to Cory Schlesinger for 5 yards (tackle by Dexter Coakley),0.280,0.410
4,8:54,2,5,DET 25,38,7,Olandis Gary up the middle for 4 yards (tackle by Dat Nguyen),0.410,0.230
4,8:12,3,1,DET 29,38,7,Shawn Bryson up the middle for 3 yards (tackle by La'Roi Glover),0.230,1.070
4,7:31,1,10,DET 32,38,7,"Penalty on Dat Nguyen: Defensive Pass Interference, 20 yards (no play)",1.070,2.390
4,7:17,1,10,DAL 48,38,7,Mike McMahon pass incomplete intended for Casey Fitzsimmons (defended by Terence Newman),2.390,1.850
4,7:11,2,10,DAL 48,38,7,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Terence Newman),1.850,1.160
4,7:07,3,10,DAL 48,38,7,Mike McMahon pass complete to Bill Schroeder for 26 yards (tackle by Terence Newman),1.160,4.110
4,6:27,1,10,DAL 22,38,7,Olandis Gary up the middle for 6 yards (tackle by Dexter Coakley),4.110,4.460
4,5:50,2,4,DAL 16,38,7,Shawn Bryson up the middle for 6 yards (tackle by Eric Ogbogu),4.460,4.910
4,5:07,1,10,DAL 10,38,7,Mike McMahon pass incomplete,4.910,4.190
4,4:58,2,10,DAL 10,38,7,Mike McMahon pass complete to Cory Schlesinger for 2 yards (tackle by Terence Newman),4.190,3.580
4,4:53,3,8,DAL 8,38,7,Mike McMahon pass incomplete intended for Casey Fitzsimmons (defended by Mario Edwards),3.580,2.950
4,4:45,4,8,DAL 8,38,7,Mike McMahon pass incomplete intended for Bill Schroeder,2.950,0.380
4,4:39,1,10,DAL 8,38,7,Aveion Cason right tackle for 9 yards (tackle by Otis Smith),-0.380,0.050
4,3:55,2,1,DAL 17,38,7,Aveion Cason up the middle for no gain (tackle by Brian Walker and Shaun Rogers),0.050,-0.370
4,3:10,3,1,DAL 17,38,7,Jamar Martin up the middle for no gain (tackle by James Davis),-0.370,-2.320
4,2:29,4,1,DAL 17,38,7,"Toby Gowin punts 43 yards. Penalty on Otis Smith: Offensive Holding, 10 yards",-2.320,-1.400
4,2:19,1,10,DET 37,38,7,Mike McMahon pass complete to Shawn Bryson for 4 yards (tackle by Pete Hunter),1.400,1.400
4,2:00,2,6,DET 41,38,7,Mike McMahon pass incomplete intended for Az-Zahir Hakim (defended by Pete Hunter),1.400,0.700
4,1:56,3,6,DET 41,38,7,"Mike McMahon pass complete to Scotty Anderson for 14 yards (tackle by Lynn Scott). Penalty on Kenyon Coleman: Roughing the Passer, 15 yards",0.700,3.580
4,1:50,1,10,DAL 30,38,7,Mike McMahon pass incomplete intended for Az-Zahir Hakim (defended by Dat Nguyen),3.580,3.030
4,1:43,2,10,DAL 30,38,7,Mike McMahon up the middle for 7 yards (tackle by Bradie James),3.030,3.270
4,1:32,3,3,DAL 23,38,7,Mike McMahon pass incomplete intended for Mikhael Ricks is intercepted by Derek Ross,3.270,-0.280
4,1:21,1,10,DAL 20,38,7,Chad Hutchinson kneels for -2 yards,0.280,-0.630
4,0:40,2,12,DAL 18,38,7,Chad Hutchinson kneels for -1 yards,-0.630,-1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
