Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
2,14:52,1,10,IND 23,3,14,Andrew Luck pass complete short middle to Dan Herron for 5 yards (tackle by Ryan Shazier),0.480,0.610
2,14:25,2,5,IND 28,3,20,"Andrew Luck pass incomplete short left intended for Hakeem Nicks is intercepted by William Gay at IND-33 and returned for 33 yards, touchdown",0.610,-7.000
2,14:16,,,IND 2,3,21,Shaun Suisham kicks extra point good,0.000,0.000
2,14:16,,,PIT 35,3,21,"Shaun Suisham kicks off 70 yards, returned by Griff Whalen for 19 yards (tackle by Antwon Blake)",0.000,0.280
2,14:12,1,10,IND 14,3,21,Ahmad Bradshaw left tackle for 1 yard (tackle by Vince Williams),-0.280,-0.640
2,13:42,2,9,IND 15,3,21,Andrew Luck pass complete short left to Ahmad Bradshaw for 6 yards (tackle by Vince Williams and Troy Polamalu),-0.640,-0.560
2,13:05,3,3,IND 21,3,21,"Andrew Luck pass incomplete short right intended for Donte Moncrief (defended by Vince Williams). Penalty on Michael Mitchell: Defensive Holding (Offsetting), Penalty on Gosder Cherilus: Illegal Use of Hands (Offsetting) (no play)",-0.560,-0.560
2,13:01,3,3,IND 21,3,21,Andrew Luck pass complete short middle to Donte Moncrief for 52 yards (tackle by William Gay),-0.560,3.780
2,12:23,1,10,PIT 27,3,21,"Andrew Luck pass incomplete short left intended for Ahmad Bradshaw. Penalty on Cortez Allen: Illegal Use of Hands, 5 yards (no play)",3.780,4.110
2,12:17,1,10,PIT 22,3,21,Ahmad Bradshaw right tackle for 1 yard (tackle by Daniel McCullers and Jason Worilds),4.110,3.700
2,11:43,2,9,PIT 21,9,21,"Andrew Luck pass complete deep right to Dwayne Allen for 21 yards, touchdown",3.700,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,11:43,,,PIT 2,10,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,11:43,,,IND 35,10,21,"Pat McAfee kicks off 67 yards, returned by LeGarrette Blount for 15 yards (tackle by Henoc Muamba)",0.000,0.320
2,11:36,1,10,PIT 13,10,21,Ben Roethlisberger pass complete short right to Antonio Brown for 14 yards (tackle by Greg Toler). Penalty on Greg Toler: Illegal Use of Hands (Declined),-0.320,0.740
2,11:02,1,10,PIT 27,10,21,Ben Roethlisberger pass incomplete short right intended for Dri Archer,0.740,0.200
2,10:57,2,10,PIT 27,10,21,Ben Roethlisberger pass complete deep left to Martavis Bryant for 52 yards (tackle by Darius Butler),0.200,4.170
2,10:26,1,10,IND 21,10,21,Le'Veon Bell up the middle for no gain (tackle by Cory Redding),4.170,3.630
2,9:45,2,10,IND 21,10,21,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 7 yards (tackle by D'Qwell Jackson),3.630,4.020
2,9:17,3,3,IND 14,10,21,LeGarrette Blount up the middle for 1 yard (tackle by Sergio Brown and D'Qwell Jackson),4.020,2.690
2,8:39,4,2,IND 13,10,21,"Shaun Suisham 30 yard field goal good. Penalty on Colt Anderson: Defensive Offside, 5 yards (no play)",2.690,5.370
2,8:38,1,8,IND 8,10,27,"Ben Roethlisberger pass complete short left to Antonio Brown for 8 yards, touchdown",5.370,7.000
2,8:38,,,IND 2,10,28,Shaun Suisham kicks extra point good,0.000,0.000
2,8:38,,,PIT 35,10,28,"Shaun Suisham kicks off 63 yards, returned by Griff Whalen for 20 yards (tackle by Vince Williams)",0.000,-0.410
2,8:28,1,10,IND 22,10,28,Andrew Luck pass incomplete short right intended for Donte Moncrief (defended by Jason Worilds),0.410,-0.130
2,8:26,2,10,IND 22,10,28,Andrew Luck pass complete short right to Donte Moncrief for 4 yards (tackle by Troy Polamalu),-0.130,-0.290
2,7:53,3,6,IND 26,10,28,Andrew Luck pass incomplete deep left intended for Donte Moncrief,-0.290,-1.630
2,7:46,4,6,IND 26,10,28,"Pat McAfee punts 56 yards, returned by Antonio Brown for 5 yards (tackle by Colt Anderson)",-1.630,-0.480
2,7:34,1,10,PIT 23,10,28,Ben Roethlisberger pass complete short right to Will Johnson for 18 yards (tackle by Mike Adams and Darius Butler),0.480,1.660
2,6:49,1,10,PIT 41,10,28,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by Jerrell Freeman and Mike Adams),1.660,2.200
2,6:03,2,2,PIT 49,10,28,Ben Roethlisberger pass complete short right to Will Johnson for 4 yards (tackle by Sergio Brown),2.200,2.460
2,5:21,1,10,IND 47,10,34,"Ben Roethlisberger pass complete deep right to Antonio Brown for 47 yards, touchdown",2.460,7.000
2,5:21,,,IND 2,10,35,Shaun Suisham kicks extra point good,0.000,0.000
2,5:21,,,PIT 35,10,35,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
2,5:08,1,10,IND 20,10,35,Ahmad Bradshaw right tackle for 5 yards (tackle by Troy Polamalu and Vince Williams),0.280,0.410
2,4:39,2,5,IND 25,10,35,"Andrew Luck sacked by James Harrison for -8 yards. Andrew Luck fumbles (forced by James Harrison), recovered by Ahmad Bradshaw at IND-19",0.410,-1.140
2,3:48,3,11,IND 19,10,35,Andrew Luck pass complete deep right to Hakeem Nicks for 27 yards (tackle by Cortez Allen),-1.140,1.990
2,3:15,1,10,IND 46,10,35,Andrew Luck pass complete short right to Ahmad Bradshaw for 12 yards (tackle by Vince Williams),1.990,2.790
2,2:27,1,10,PIT 42,10,35,Andrew Luck pass incomplete deep right intended for Donte Moncrief (defended by Cortez Allen),2.790,2.240
2,2:21,2,10,PIT 42,10,35,"Penalty on Andrew Luck: Delay of Game, 5 yards (no play)",2.240,1.570
2,2:21,2,15,PIT 47,10,35,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,1.570,0.890
2,2:15,3,15,PIT 47,10,35,"Andrew Luck left end for 14 yards (tackle by Jason Worilds). Penalty on Brice McCain: Defensive Holding, 5 yards",0.890,3.710
2,2:03,1,10,PIT 28,16,35,"Andrew Luck pass complete deep right to T.Y. Hilton for 28 yards, touchdown",3.710,7.000
2,2:03,,,PIT 2,17,35,Adam Vinatieri kicks extra point good,0.000,0.000
2,2:03,,,IND 35,17,35,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,1:56,1,10,PIT 20,17,35,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Darius Butler),0.280,0.540
2,1:32,2,4,PIT 26,17,35,Ben Roethlisberger pass complete short left to Heath Miller for 10 yards (tackle by Erik Walden),0.540,1.330
2,1:10,1,10,PIT 36,17,35,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 6 yards (tackle by D'Qwell Jackson),1.330,1.600
2,1:03,2,4,PIT 42,17,35,Ben Roethlisberger pass complete short middle to Antonio Brown for 18 yards (tackle by Greg Toler),1.600,1.600
2,0:56,2,4,PIT 42,17,35,Timeout #1 by Pittsburgh Steelers,1.600,2.920
2,0:56,1,10,IND 40,17,35,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant,2.920,2.370
2,0:51,2,10,IND 40,17,35,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by Mike Adams and Jerrell Freeman),2.370,2.370
2,0:44,2,10,IND 40,17,35,Timeout #2 by Pittsburgh Steelers,2.370,2.480
2,0:44,3,4,IND 34,17,35,Ben Roethlisberger pass incomplete short left intended for Lance Moore (defended by Josh Gordy),2.480,1.080
2,0:41,4,4,IND 34,17,35,"Ben Roethlisberger punts, blocked by Jonathan Newsome, recovered by Ricky Jean-Francois and returned 1 yard",1.080,-1.270
2,0:35,1,10,IND 35,17,35,Andrew Luck pass complete short right to Coby Fleener for 4 yards (tackle by Vince Williams),1.270,1.270
2,0:28,1,10,IND 35,17,35,Timeout #1 by Indianapolis Colts,1.270,1.260
2,0:28,2,6,IND 39,17,35,Andrew Luck pass complete deep middle to T.Y. Hilton for 39 yards (tackle by Michael Mitchell),1.260,1.260
2,0:20,2,6,IND 39,17,35,Timeout #2 by Indianapolis Colts,1.260,4.110
2,0:20,1,10,PIT 22,17,35,Andrew Luck right guard for 13 yards (tackle by Michael Mitchell),4.110,4.110
2,0:12,1,10,PIT 22,17,35,Timeout #3 by Indianapolis Colts,4.110,5.140
2,0:12,1,9,PIT 9,17,35,Andrew Luck pass incomplete short right intended for T.Y. Hilton,5.140,4.380
2,0:07,2,9,PIT 9,17,35,"Andrew Luck pass incomplete short right intended for T.Y. Hilton. Penalty on Cameron Heyward: Roughing the Passer, 4 yards (no play)",4.380,6.060
2,0:01,1,5,PIT 5,20,35,Adam Vinatieri 23 yard field goal good,6.060,3.000
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,20,35,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PIT 20,20,35,Le'Veon Bell right end for 4 yards (tackle by Darius Butler),0.280,0.270
3,14:27,2,6,PIT 24,20,35,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,0.270,-0.430
3,14:20,3,6,PIT 24,20,35,Ben Roethlisberger pass complete short left to Antonio Brown for 9 yards (tackle by Greg Toler),-0.430,1.140
3,13:45,1,10,PIT 33,20,35,Le'Veon Bell right tackle for no gain (tackle by Andy Studebaker and Cory Redding),1.140,0.590
3,13:03,2,10,PIT 33,20,35,Ben Roethlisberger pass complete short left to Markus Wheaton for 12 yards (tackle by Darius Butler),0.590,1.930
3,12:39,1,10,PIT 45,20,35,Ben Roethlisberger pass complete short right to Heath Miller for 5 yards (tackle by Sergio Brown),1.930,1.930
3,11:54,1,10,PIT 45,20,35,Timeout #1 by Pittsburgh Steelers,1.930,2.060
3,11:54,2,5,PIT 50,20,35,Ben Roethlisberger pass complete short left to Antonio Brown for -3 yards (tackle by Greg Toler),2.060,2.060
3,11:19,2,5,PIT 50,20,35,Timeout #1 by Indianapolis Colts,2.060,0.960
3,11:19,3,8,PIT 47,20,35,Ben Roethlisberger pass complete short middle to Heath Miller for 49 yards (tackle by Josh Gordy),0.960,6.280
3,10:45,1,4,IND 4,20,35,Le'Veon Bell left guard for 2 yards (tackle by Mike Adams and Josh Gordy),6.280,5.720
3,10:03,2,2,IND 2,20,41,"Ben Roethlisberger pass complete short left to Martavis Bryant for 2 yards, touchdown",5.720,7.000
3,10:03,,,IND 2,20,42,Shaun Suisham kicks extra point good,0.000,0.000
3,10:03,,,PIT 35,20,42,"Shaun Suisham kicks off 66 yards, returned by Griff Whalen for 22 yards (tackle by William Gay)",0.000,-0.340
3,9:53,1,10,IND 21,20,42,Andrew Luck pass complete short right to Ahmad Bradshaw for 12 yards (tackle by Cortez Allen),0.340,1.140
3,9:30,1,10,IND 33,20,42,"Andrew Luck pass incomplete deep right intended for Hakeem Nicks. Penalty on Troy Polamalu: Illegal Contact, 5 yards (no play)",1.140,1.470
3,9:23,1,10,IND 38,20,42,Andrew Luck pass incomplete short right intended for Coby Fleener,1.470,0.920
3,9:19,2,10,IND 38,20,42,Andrew Luck sacked by James Harrison for -9 yards,0.920,-0.960
3,8:36,3,19,IND 29,20,42,Andrew Luck pass incomplete deep left intended for Donte Moncrief,-0.960,-1.440
3,8:30,4,19,IND 29,20,42,"Pat McAfee punts 59 yards, returned by Antonio Brown for 11 yards (tackle by Dan Herron)",-1.440,-0.480
3,8:18,1,10,PIT 23,20,42,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant,0.480,-0.070
3,8:14,2,10,PIT 23,20,42,LeGarrette Blount left tackle for 4 yards (tackle by Jonathan Newsome),-0.070,-0.230
3,7:33,3,6,PIT 27,20,42,Ben Roethlisberger pass complete short middle to Markus Wheaton for 4 yards (tackle by Mike Adams),-0.230,-1.310
3,6:57,4,2,PIT 31,20,42,"Brad Wing punts 54 yards, returned by Griff Whalen for 16 yards (tackle by Will Johnson)",-1.310,-1.000
3,6:44,1,10,IND 31,20,42,Andrew Luck pass complete short right to Donte Moncrief for 11 yards (tackle by Lawrence Timmons),1.000,1.730
3,6:14,1,10,IND 42,20,42,Andrew Luck pass incomplete short middle intended for Donte Moncrief,1.730,1.190
3,6:09,2,10,IND 42,20,42,Andrew Luck pass complete short left to T.Y. Hilton for 15 yards,1.190,2.720
3,5:52,1,10,PIT 43,20,42,Andrew Luck pass complete deep middle to T.Y. Hilton for 16 yards (tackle by William Gay),2.720,3.780
3,5:13,1,10,PIT 27,20,42,Andrew Luck pass incomplete short middle intended for T.Y. Hilton (defended by Brett Keisel),3.780,3.230
3,5:10,2,10,PIT 27,20,42,Andrew Luck pass complete short right to Donte Moncrief for 6 yards (tackle by Brice McCain),3.230,3.340
3,4:35,3,4,PIT 21,20,42,Andrew Luck pass complete short middle to Donte Moncrief for 4 yards (tackle by Lawrence Timmons),3.340,4.440
3,3:49,1,10,PIT 17,20,42,"Andrew Luck pass incomplete short left intended for Hakeem Nicks. Penalty on Brice McCain: Illegal Use of Hands, 5 yards (no play)",4.440,4.780
3,3:45,1,10,PIT 12,26,42,"Ahmad Bradshaw up the middle for 12 yards, touchdown",4.780,7.000
3,3:45,,,PIT 2,27,42,Adam Vinatieri kicks extra point good,0.000,0.000
3,3:45,,,IND 35,27,42,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,3:38,1,10,PIT 20,27,42,"Ben Roethlisberger pass complete deep left to Darrius Heyward-Bey for 16 yards (tackle by Darius Butler). Darrius Heyward-Bey fumbles (forced by Darius Butler), recovered by Mike Adams at PIT-36 (tackle by Darrius Heyward-Bey)",0.280,-3.180
3,3:26,1,10,PIT 36,27,42,"Andrew Luck sacked by Cameron Heyward for -6 yards. Penalty on Anthony Castonzo: Offensive Holding (Offsetting), Penalty on Troy Polamalu: Illegal Use of Hands (Offsetting) (no play)",3.180,3.180
3,3:17,1,10,PIT 36,27,42,Andrew Luck pass incomplete short right intended for Dwayne Allen,3.180,2.640
3,3:12,2,10,PIT 36,27,42,Andrew Luck pass complete short left to Donte Moncrief for 5 yards (tackle by William Gay),2.640,2.610
3,2:42,3,5,PIT 31,33,42,"Andrew Luck pass complete deep right to Donte Moncrief for 31 yards, touchdown",2.610,7.000
3,2:42,,,PIT 2,34,42,Adam Vinatieri kicks extra point good,0.000,0.000
3,2:42,,,IND 35,34,42,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,2:35,1,10,PIT 20,34,42,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 17 yards (tackle by D'Qwell Jackson),0.280,1.400
3,1:47,1,10,PIT 37,34,42,Le'Veon Bell left guard for -2 yards (tackle by Ricky Jean-Francois),1.400,0.590
3,1:07,2,12,PIT 35,34,42,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller (defended by Jerrell Freeman),0.590,-0.100
3,1:01,3,12,PIT 35,34,42,Ben Roethlisberger pass complete short right to Heath Miller for 15 yards (tackle by D'Qwell Jackson),-0.100,2.260
3,0:16,1,10,PIT 50,34,42,Antonio Brown right end for 5 yards (tackle by Sergio Brown),2.260,2.390
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,IND 45,34,42,Le'Veon Bell right tackle for 3 yards (tackle by Josh Chapman),2.390,2.080
4,14:14,3,2,IND 42,34,42,"Ben Roethlisberger pass incomplete deep left intended for Antonio Brown. Penalty on Darius Butler: Defensive Pass Interference, 18 yards (no play)",2.080,3.970
4,14:08,1,10,IND 24,34,42,Le'Veon Bell right tackle for no gain (tackle by D'Qwell Jackson and Cory Redding),3.970,3.430
4,13:25,2,10,IND 24,34,42,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,3.430,2.740
4,13:18,3,10,IND 24,34,42,Ben Roethlisberger pass complete short left to Markus Wheaton for 13 yards. Penalty on Josh Gordy: Illegal Contact (Declined),2.740,4.840
4,12:56,1,10,IND 11,34,42,"LeGarrette Blount right tackle for 6 yards (tackle by Andy Studebaker). LeGarrette Blount fumbles (forced by Andy Studebaker), recovered by Andy Studebaker at IND-5 (tackle by Heath Miller)",4.840,0.380
4,12:44,1,10,IND 5,34,42,Andrew Luck pass incomplete deep middle intended for Coby Fleener,-0.380,-0.780
4,12:38,2,10,IND 5,34,44,"Andrew Luck pass incomplete, safety. Penalty on Andrew Luck: Intentional Grounding, 5 yards",-0.780,-2.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,12:38,,,IND 20,34,44,"Pat McAfee kicks off 47 yards, returned by Antonio Brown for no gain",0.000,-1.140
4,12:31,1,10,PIT 33,34,44,Le'Veon Bell right tackle for no gain (tackle by D'Qwell Jackson),1.140,0.590
4,11:48,2,10,PIT 33,34,44,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards,0.590,1.090
4,11:13,3,1,PIT 42,34,44,Le'Veon Bell left tackle for 2 yards (tackle by Andy Studebaker and Darius Butler),1.090,1.860
4,10:33,1,10,PIT 44,34,44,LeGarrette Blount right guard for 1 yard (tackle by D'Qwell Jackson),1.860,1.450
4,9:47,2,9,PIT 45,34,44,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",1.450,0.780
4,9:22,2,14,PIT 40,34,44,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by Greg Toler),0.780,1.030
4,8:37,3,7,PIT 47,34,44,Ben Roethlisberger pass complete short left to Antonio Brown for 18 yards (tackle by Greg Toler),1.030,3.250
4,8:02,1,10,IND 35,34,44,LeGarrette Blount left tackle for 5 yards (tackle by Jerrell Freeman and D'Qwell Jackson),3.250,3.380
4,7:16,2,5,IND 30,34,44,Ben Roethlisberger pass complete short middle to Heath Miller for 10 yards (tackle by Loucheiz Purifoy). Penalty on Darius Butler: Defensive Holding (Declined),3.380,4.240
4,6:48,1,10,IND 20,34,44,Le'Veon Bell up the middle for 1 yard (tackle by Cory Redding),4.240,3.820
4,6:04,2,9,IND 19,34,44,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,3.820,3.100
4,5:59,3,9,IND 19,34,44,Ben Roethlisberger pass complete short left to LeGarrette Blount for 8 yards (tackle by Jerrell Freeman),3.100,2.850
4,5:21,4,1,IND 11,34,50,"Ben Roethlisberger pass complete short right to Heath Miller for 11 yards, touchdown",2.850,7.000
4,5:21,,,IND 2,34,51,Shaun Suisham kicks extra point good,0.000,0.000
4,5:21,,,PIT 35,34,51,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,5:14,1,10,IND 20,34,51,Andrew Luck pass incomplete short middle intended for Hakeem Nicks,0.280,-0.270
4,5:09,2,10,IND 20,34,51,"Andrew Luck pass incomplete short middle intended for Ahmad Bradshaw. Penalty on Lawrence Timmons: Illegal Contact, 5 yards (no play)",-0.270,0.610
4,5:01,1,10,IND 25,34,51,"Andrew Luck pass incomplete short left intended for Ahmad Bradshaw. Penalty on James Harrison: Defensive Holding, 5 yards (no play)",0.610,0.940
4,4:56,1,10,IND 30,34,51,Andrew Luck pass complete deep middle to Griff Whalen for 18 yards (tackle by Antwon Blake and Michael Mitchell),0.940,2.130
4,4:30,1,10,IND 48,34,51,Andrew Luck pass complete short middle to Ahmad Bradshaw for 7 yards (tackle by Vince Williams),2.130,2.530
4,4:06,2,3,PIT 45,34,51,"Andrew Luck pass complete short middle to Griff Whalen for 17 yards (tackle by Michael Mitchell). Penalty on Anthony Castonzo: Offensive Holding, 10 yards (no play)",2.530,1.180
4,4:00,2,13,IND 45,34,51,Ahmad Bradshaw right guard for 11 yards (tackle by Troy Polamalu and Ryan Shazier),1.180,1.950
4,3:31,3,2,PIT 44,34,51,Andrew Luck pass complete short left to Griff Whalen for 5 yards (tackle by William Gay),1.950,2.980
4,3:26,1,10,PIT 39,34,51,Andrew Luck pass incomplete short middle intended for Griff Whalen (defended by Cameron Heyward),2.980,2.440
4,3:21,2,10,PIT 39,34,51,Andrew Luck pass complete short middle to T.Y. Hilton for 12 yards (tackle by Antwon Blake and Lawrence Timmons),2.440,3.780
4,2:55,1,10,PIT 27,34,51,Andrew Luck pass incomplete deep right intended for T.Y. Hilton is intercepted by Antwon Blake at PIT--4,3.780,-0.280
4,2:48,1,10,PIT 20,34,51,Le'Veon Bell up the middle for 2 yards (tackle by Jonathan Newsome),0.280,0.000
4,2:05,2,8,PIT 22,34,51,Le'Veon Bell left end for 9 yards (tackle by Mike Adams),0.000,1.000
4,1:59,1,10,PIT 31,34,51,Le'Veon Bell left end for 17 yards (tackle by Jerrell Freeman),1.000,2.130
4,1:52,1,10,PIT 48,34,51,Le'Veon Bell right guard for 1 yard (tackle by Jonathan Newsome),2.130,2.130
4,1:45,1,10,PIT 48,34,51,Timeout #2 by Indianapolis Colts,2.130,1.720
4,1:45,2,9,PIT 49,34,51,Le'Veon Bell left tackle for 7 yards (tackle by Zach Kerr),1.720,1.950
4,1:02,3,2,IND 44,34,51,Ben Roethlisberger right end for -1 yards (tackle by Bjoern Werner and Jonathan Newsome),1.950,1.950
4,0:12,3,2,IND 44,34,51,Timeout #2 by Pittsburgh Steelers,1.950,0.270
4,0:12,4,3,IND 45,34,51,"Brad Wing punts 35 yards, fair catch by Griff Whalen",0.270,0.380
4,0:05,1,10,IND 10,34,51,Andrew Luck kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
