Quarter,Time,Down,ToGo,Location,CHI,CLE,Detail,EPB,EPA
2,7:37,3,3,CLE 35,3,3,Trent Dilfer pass incomplete intended for Antonio Bryant,0.500,-1.040
2,7:31,4,3,CLE 35,3,3,"Kyle Richardson punts 39 yards, fair catch by Bobby Wade",-1.040,-0.670
2,7:22,1,10,CHI 26,3,3,Kyle Orton pass complete to Muhsin Muhammad for 6 yards (tackle by Daylon McCutcheon),0.670,0.940
2,6:44,2,4,CHI 32,3,3,Thomas Jones left guard for 6 yards (tackle by Ben Taylor),0.940,1.470
2,6:10,1,10,CHI 38,3,3,Kyle Orton pass incomplete intended for Justin Gage,1.470,0.920
2,6:03,2,10,CHI 38,3,3,Thomas Jones right guard for 8 yards (tackle by Chris Crocker),0.920,1.290
2,5:25,3,2,CHI 46,3,3,Thomas Jones right guard for 3 yards,1.290,2.190
2,4:41,1,10,CHI 49,3,3,Kyle Orton pass complete to Muhsin Muhammad for 22 yards (tackle by Gary Baxter),2.190,3.640
2,3:59,1,10,CLE 29,3,3,Thomas Jones right tackle for 1 yard (tackle by Chris Crocker and Ben Taylor),3.640,3.240
2,3:17,2,9,CLE 28,3,3,Kyle Orton pass complete to Muhsin Muhammad for 3 yards (tackle by Ben Taylor and Daylon McCutcheon),3.240,2.940
2,2:32,3,6,CLE 25,3,3,Kyle Orton sacked by Brodney Pool for -5 yards,2.940,1.410
2,2:20,4,11,CLE 30,3,3,Robbie Gould 48 yard field goal no good,1.410,-1.470
2,2:15,1,10,CLE 38,3,3,Trent Dilfer pass complete to Terrelle Smith for 8 yards (tackle by Nathan Vasher and Hunter Hillenmeyer),1.470,2.000
2,2:00,2,2,CLE 46,3,3,Reuben Droughns right guard for 7 yards (tackle by Mike Brown),2.000,2.460
2,1:40,1,10,CHI 47,3,3,Trent Dilfer pass complete to Reuben Droughns for 7 yards (tackle by Lance Briggs and Brian Urlacher),2.460,2.860
2,1:16,2,3,CHI 40,3,3,Trent Dilfer pass complete to Aaron Shea for 11 yards (tackle by Brian Urlacher),2.860,3.640
2,1:07,,,,3,3,Timeout #1 by Cleveland Browns,0.000,3.640
2,1:07,1,10,CHI 29,3,3,Trent Dilfer pass incomplete intended for Dennis Northcutt,3.640,3.100
2,1:03,2,10,CHI 29,3,3,Reuben Droughns right guard for 1 yard (tackle by Brian Urlacher),3.100,2.540
2,0:55,,,,3,3,Timeout #2 by Cleveland Browns,0.000,2.540
2,0:55,3,9,CHI 28,3,3,Trent Dilfer pass complete to Reuben Droughns for 2 yards (tackle by Charles Tillman and Lance Briggs),2.540,1.740
2,0:41,,,,3,3,Timeout #2 by Chicago Bears,0.000,1.740
2,0:41,4,7,CHI 26,3,6,Phil Dawson 44 yard field goal good,1.740,3.000
2,,,,CLE 30,3,6,"Phil Dawson kicks off 64 yards, returned by Jerry Azumah for 25 yards (tackle by Michael Lehan)",0.000,1.000
2,0:29,1,10,CHI 31,3,6,Kyle Orton kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,CHI,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,6,"Robbie Gould kicks off 62 yards, returned by Josh Cribbs for 19 yards (tackle by Todd Johnson)",0.000,0.740
3,14:54,1,10,CLE 27,3,6,Trent Dilfer pass complete to Aaron Shea for 6 yards (tackle by Mike Brown and Lance Briggs),0.740,1.010
3,14:32,2,4,CLE 33,3,6,Trent Dilfer pass complete to Antonio Bryant for 6 yards (tackle by Charles Tillman and Hunter Hillenmeyer),1.010,1.530
3,14:11,1,10,CLE 39,3,6,Reuben Droughns right tackle for 7 yards (tackle by Mike Brown and Hunter Hillenmeyer),1.530,1.930
3,13:36,2,3,CLE 46,3,6,Trent Dilfer pass incomplete intended for Reuben Droughns,1.930,1.220
3,13:28,3,3,CLE 46,3,6,Trent Dilfer pass complete to Aaron Shea for 4 yards (tackle by Charles Tillman),1.220,2.260
3,12:54,1,10,CLE 50,3,6,Reuben Droughns left guard for 1 yard (tackle by Ian Scott),2.260,1.850
3,12:18,2,9,CHI 49,3,6,Trent Dilfer pass incomplete intended for Steve Heiden,1.850,1.160
3,12:15,3,9,CHI 49,3,6,Trent Dilfer sacked by Lance Briggs for -9 yards. Penalty on Ryan Tucker: Illegal Formation (Declined),1.160,-0.590
3,11:58,4,18,CLE 42,3,6,"Kyle Richardson punts 44 yards, returned by Bobby Wade for 9 yards (tackle by Sean Jones). Penalty on Carl Ford: Offensive Holding, 7 yards",-0.590,0.380
3,11:47,1,10,CHI 7,3,6,Thomas Jones right guard for 2 yards (tackle by Ben Taylor),-0.380,-0.630
3,11:15,2,8,CHI 9,3,6,Thomas Jones left guard for 23 yards (tackle by Chris Crocker),-0.630,1.070
3,10:40,1,10,CHI 32,3,6,Kyle Orton pass complete to Mark Bradley for 4 yards (tackle by Ray Mickens),1.070,1.070
3,10:04,2,6,CHI 36,3,6,Thomas Jones right tackle for 15 yards (tackle by Chris Crocker),1.070,2.320
3,9:31,1,10,CLE 49,3,6,Thomas Jones left guard for 4 yards (tackle by Alvin McKinley),2.320,2.320
3,8:56,2,6,CLE 45,3,6,Thomas Jones right guard for 1 yard (tackle by Ben Taylor),2.320,1.750
3,8:12,3,5,CLE 44,3,6,Kyle Orton pass complete to Muhsin Muhammad for 5 yards (tackle by Daylon McCutcheon),1.750,2.980
3,7:35,1,10,CLE 39,3,6,Kyle Orton pass complete to Thomas Jones for 3 yards (tackle by Ben Taylor),2.980,2.850
3,7:00,2,7,CLE 36,3,6,Thomas Jones left guard for 25 yards (tackle by Gary Baxter),2.850,4.840
3,6:22,1,10,CLE 11,3,6,Thomas Jones left guard for 3 yards (tackle by Chaun Thompson and Ben Taylor),4.840,4.700
3,5:41,2,7,CLE 8,3,6,Kyle Orton pass incomplete intended for Muhsin Muhammad,4.700,3.760
3,5:36,3,7,CLE 8,9,6,"Kyle Orton pass complete to Marc Edwards for 8 yards, touchdown",3.760,7.000
3,,,,CLE 2,10,6,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,10,6,"Robbie Gould kicks off 65 yards, returned by Josh Cribbs for 22 yards (tackle by Chris Harris)",0.000,0.740
3,5:20,1,10,CLE 27,10,6,"William Green right end for 2 yards. William Green fumbles, recovered by Chris Harris at CLE-29 and returned for 2 yards. Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",0.740,1.470
3,5:07,1,5,CLE 32,10,6,Trent Dilfer pass complete to Dennis Northcutt for 6 yards (tackle by Charles Tillman),1.470,1.470
3,4:28,1,10,CLE 38,10,6,William Green left tackle for 1 yard (tackle by Alex Brown and Ian Scott),1.470,1.060
3,3:59,2,9,CLE 39,10,6,"Trent Dilfer pass complete to Steve Heiden for 7 yards (tackle by Leon Joe). Penalty on Antonio Bryant: Offensive Pass Interfere, 10 yards (no play)",1.060,-0.290
3,3:35,2,19,CLE 29,10,6,"William Green left tackle for 6 yards (tackle by Brian Urlacher). Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",-0.290,-1.710
3,3:10,2,29,CLE 19,10,6,Trent Dilfer pass complete to William Green for 7 yards (tackle by Hunter Hillenmeyer and Brian Urlacher),-1.710,-1.350
3,2:30,3,22,CLE 26,10,6,Trent Dilfer pass incomplete intended for Antonio Bryant,-1.350,-1.630
3,2:23,4,22,CLE 26,10,6,"Kyle Richardson punts 38 yards, fair catch by Bobby Wade. Penalty on Sean Jones: Fair Catch Interference, 15 yards",-1.630,-2.320
3,2:14,1,10,CLE 49,10,6,"Penalty on Terrence Metcalf: False Start, 5 yards (no play)",2.320,1.990
3,2:14,1,15,CHI 46,10,6,"Cedric Benson left guard for -2 yards (tackle by Chris Crocker). Cedric Benson fumbles (forced by Chris Crocker), recovered by Chaun Thompson at CHI-44 (tackle by Desmond Clark)",1.990,-2.650
3,2:04,1,10,CHI 44,10,6,(tackle by Brian Urlacher),2.650,1.840
3,1:22,2,12,CHI 46,10,6,Trent Dilfer pass complete to Reuben Droughns for 7 yards (tackle by Lance Briggs and Brian Urlacher),1.840,2.080
3,0:45,3,5,CHI 39,10,6,Trent Dilfer pass complete to Steve Heiden for 5 yards (tackle by Jerry Azumah and Brian Urlacher),2.080,3.310
3,0:17,1,10,CHI 34,10,6,Reuben Droughns right guard for 3 yards (tackle by Lance Briggs),3.310,3.180
Quarter,Time,Down,ToGo,Location,CHI,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CHI 31,10,6,Trent Dilfer sacked by Tommie Harris for -5 yards,3.180,1.820
4,14:25,3,12,CHI 36,10,6,"Trent Dilfer pass incomplete intended for Frisman Jackson. Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",1.820,0.500
4,14:18,3,22,CHI 46,10,6,"Trent Dilfer pass complete to Dennis Northcutt for 28 yards. Penalty on Joe Andruzzi: Offensive Holding, 10 yards (no play)",0.500,-0.820
4,13:54,3,32,CLE 44,10,6,Reuben Droughns left guard for 10 yards (tackle by Jerry Azumah and Mike Brown),-0.820,0.200
4,13:22,4,22,CHI 46,10,6,Kyle Richardson punts 43 yards,0.200,0.380
4,13:12,1,10,CHI 3,10,6,Thomas Jones left guard for 3 yards (tackle by Gary Baxter),-0.380,-0.560
4,12:35,2,7,CHI 6,10,6,Thomas Jones right tackle for 2 yards (tackle by Ben Taylor and Kenard Lang),-0.560,-0.840
4,11:58,3,5,CHI 8,10,6,Thomas Jones right guard for 4 yards (tackle by Orpheus Roye),-0.840,-2.490
4,11:35,4,1,CHI 12,10,6,Brad Maynard punts 40 yards,-2.490,-2.130
4,11:24,1,10,CLE 48,10,6,Trent Dilfer pass incomplete intended for Frisman Jackson,2.130,1.580
4,11:18,2,10,CLE 48,10,6,Trent Dilfer pass complete to Antonio Bryant for 5 yards (tackle by Charles Tillman),1.580,1.550
4,10:46,3,5,CHI 47,10,6,Trent Dilfer pass incomplete intended for Frisman Jackson,1.550,0.130
4,10:42,4,5,CHI 47,10,6,"Kyle Richardson punts 47 yards, touchback",0.130,-0.280
4,10:34,1,10,CHI 20,10,6,Thomas Jones left guard for 5 yards,0.280,0.410
4,10:01,2,5,CHI 25,10,6,Thomas Jones left guard for no gain (tackle by Chris Crocker),0.410,-0.300
4,9:24,3,5,CHI 25,10,6,Kyle Orton pass complete to Desmond Clark for 6 yards (tackle by Chris Crocker),-0.300,1.000
4,8:44,1,10,CHI 31,10,6,Kyle Orton pass incomplete intended for Mark Bradley,1.000,0.460
4,8:38,,,,10,6,Timeout #1 by Chicago Bears,0.000,0.460
4,8:38,2,10,CHI 31,10,6,"Kyle Orton for no gain. Kyle Orton fumbles, recovered by Olin Kreutz at CHI-22",0.460,-1.420
4,7:54,3,19,CHI 22,10,6,Adrian Peterson left guard for 19 yards (tackle by Chris Crocker),-1.420,1.660
4,7:13,1,10,CHI 41,10,6,Adrian Peterson right guard for no gain,1.660,1.120
4,6:32,2,10,CHI 41,10,6,Kyle Orton pass incomplete intended for Muhsin Muhammad,1.120,0.430
4,6:27,3,10,CHI 41,10,6,Kyle Orton sacked by Chaun Thompson for -3 yards. Penalty on John Tait: Offensive Holding (Declined),0.430,-0.850
4,6:11,4,13,CHI 38,10,6,"Brad Maynard punts 49 yards, returned by Dennis Northcutt for 4 yards (tackle by Brendon Ayanbadejo). Penalty on Carl Ford: Illegal Motion, 5 yards (no play)",-0.850,-1.180
4,6:00,4,18,CHI 33,10,6,"Brad Maynard punts 36 yards, returned by Dennis Northcutt for 15 yards (tackle by Hunter Hillenmeyer)",-1.180,-1.990
4,5:47,1,10,CLE 46,10,6,Reuben Droughns right guard for 6 yards (tackle by Hunter Hillenmeyer),1.990,2.260
4,5:15,2,4,CHI 48,10,6,Reuben Droughns right tackle for -2 yards (tackle by Ian Scott),2.260,1.290
4,4:31,3,6,CLE 50,10,6,Trent Dilfer pass complete to Steve Heiden for 6 yards (tackle by Brian Urlacher and Hunter Hillenmeyer),1.290,2.650
4,3:48,1,10,CHI 44,10,6,Trent Dilfer pass complete to Aaron Shea for 11 yards (tackle by Charles Tillman),2.650,3.380
4,3:10,1,10,CHI 33,10,12,"Trent Dilfer pass complete to Antonio Bryant for 33 yards, touchdown",3.380,7.000
4,,,,CHI 2,10,13,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,10,13,"Phil Dawson kicks off 52 yards, returned by Adrian Peterson for 13 yards (tackle by Michael Lehan)",0.000,1.000
4,2:54,1,10,CHI 31,10,13,Kyle Orton pass incomplete intended for Bobby Wade,1.000,0.460
4,2:49,2,10,CHI 31,10,13,Kyle Orton pass complete to Mark Bradley for 11 yards (tackle by Gary Baxter),0.460,1.730
4,2:43,1,10,CHI 42,10,13,"Kyle Orton sacked by Chris Crocker for -4 yards. Kyle Orton fumbles (forced by Chris Crocker), recovered by Chris Crocker at CHI-29",1.730,-3.640
4,2:37,1,10,CHI 29,10,13,Reuben Droughns right guard for 1 yard (tackle by Alfonso Boone),3.640,3.240
4,2:30,,,,10,13,Timeout #2 by Chicago Bears,0.000,3.240
4,2:30,2,9,CHI 28,10,19,"Trent Dilfer pass complete to Antonio Bryant for 28 yards, touchdown",3.240,7.000
4,,,,CHI 2,10,20,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,10,20,"Phil Dawson kicks off 63 yards, returned by Jerry Azumah for 22 yards (tackle by Brodney Pool)",0.000,0.870
4,2:16,1,10,CHI 29,10,20,Kyle Orton pass incomplete intended for Mark Bradley,0.870,0.330
4,2:12,2,10,CHI 29,10,20,Kyle Orton for 15 yards,0.330,1.860
4,2:03,1,10,CHI 44,10,20,"Kyle Orton pass incomplete intended for Mark Bradley. Penalty on Bobby Wade: Low Block, 15 yards",1.860,-0.710
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,1:59,2,25,CHI 29,10,20,Kyle Orton pass complete to Muhsin Muhammad for 14 yards,-0.710,0.500
4,1:35,3,11,CHI 43,10,20,Kyle Orton pass complete to Desmond Clark for 3 yards (tackle by Chaun Thompson),0.500,-0.320
4,1:20,4,8,CHI 46,10,20,Kyle Orton pass incomplete intended for Muhsin Muhammad,-0.320,-2.520
4,1:15,1,10,CHI 46,10,20,Trent Dilfer kneels for -1 yards,2.520,1.840
4,0:36,2,11,CHI 47,10,20,Trent Dilfer kneels for no gain,1.840,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
