Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
1,2:23,3,13,TEN 22,0,14,Marcus Mariota pass complete short right to Tajae Sharpe for 6 yards (tackle by Marcus Peters),-1.020,-1.500
1,1:45,4,7,TEN 28,0,14,"Brett Kern punts 37 yards, returned by Tyreek Hill for no gain",-1.500,-1.270
1,1:34,1,10,KAN 35,0,14,--,1.270,0.720
1,1:28,2,10,KAN 35,0,14,Alex Smith for 1 yard (tackle by Brian Orakpo),0.720,0.170
1,0:50,3,9,KAN 36,0,14,Alex Smith pass incomplete short middle intended for Jeremy Maclin (defended by Brian Orakpo),0.170,-0.980
1,0:44,4,9,KAN 36,0,14,"Dustin Colquitt punts 57 yards, returned by Marc Mariani for 6 yards (tackle by Daniel Sorensen)",-0.980,0.320
1,0:31,1,10,TEN 13,0,14,Derrick Henry left guard for 11 yards (tackle by Tamba Hali and Steven Nelson),-0.320,0.540
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 24,0,14,Derrick Henry left tackle for 15 yards (tackle by Eric Berry),0.540,1.530
2,14:18,1,10,TEN 39,0,14,Marcus Mariota pass complete deep right to Rishard Matthews for 46 yards (tackle by Eric Berry),1.530,4.580
2,13:31,1,10,KAN 15,0,14,Derrick Henry left tackle for 7 yards (tackle by D.J. Alexander),4.580,5.220
2,12:49,2,3,KAN 8,0,14,Derrick Henry left guard for 4 yards (tackle by D.J. Alexander),5.220,6.280
2,12:05,1,4,KAN 4,6,14,"Derrick Henry middle for 4 yards, touchdown",6.280,7.000
2,11:58,,,KAN 15,7,14,Ryan Succop kicks extra point good,0.000,0.000
2,11:58,,,TEN 35,7,14,"Ryan Succop kicks off 48 yards, returned by Albert Wilson for 13 yards (tackle by Phillip Supernaw)",0.000,-0.940
2,11:52,1,10,KAN 30,7,14,Spencer Ware left guard for 5 yards (tackle by Al Woods),0.940,1.070
2,11:12,2,5,KAN 35,7,14,Alex Smith pass complete short right to Chris Conley for 2 yards (tackle by Rashad Johnson),1.070,0.630
2,10:25,3,3,KAN 37,7,14,Alex Smith pass complete short right to Jeremy Maclin for no gain,0.630,-0.910
2,9:45,4,3,KAN 37,7,14,"Dustin Colquitt punts 47 yards, returned by Marc Mariani for 16 yards (tackle by Frank Zombo)",-0.910,-1.070
2,9:33,1,10,TEN 32,7,14,DeMarco Murray left tackle for no gain (tackle by Ramik Wilson),1.070,0.530
2,8:50,2,10,TEN 32,7,14,Marcus Mariota pass complete short right to Delanie Walker for 4 yards (tackle by Daniel Sorensen),0.530,0.370
2,8:05,3,6,TEN 36,7,14,"Marcus Mariota sacked by Dontari Poe for -3 yards. Marcus Mariota fumbles (forced by Dontari Poe), recovered by Ramik Wilson at TEN-40",0.370,-2.920
2,7:53,1,10,TEN 40,7,14,Charcandrick West right end for -1 yards (tackle by Wesley Woodyard),2.920,2.240
2,7:15,2,11,TEN 41,7,14,Alex Smith pass complete deep right to Travis Kelce for 16 yards (tackle by Da'Norris Searcy),2.240,3.910
2,6:40,1,10,TEN 25,7,14,Alex Smith pass complete short right to De'Anthony Thomas for 4 yards (tackle by Brice McCain),3.910,3.900
2,5:57,2,6,TEN 21,7,14,Alex Smith pass incomplete short right intended for Anthony Sherman,3.900,3.200
2,5:52,3,6,TEN 21,7,14,Alex Smith pass complete short right to Jeremy Maclin for 13 yards (tackle by Antwon Blake),3.200,0.000
2,5:12,,,,7,14,Timeout #1 by Kansas City Chiefs,0.000,-5.370
2,5:12,1,8,TEN 8,7,14,Charcandrick West middle for 3 yards (tackle by Karl Klug and Austin Johnson),5.370,5.150
2,4:32,2,5,TEN 5,7,14,De'Anthony Thomas right end for 4 yards (tackle by Avery Williamson),5.150,5.170
2,3:48,3,1,TEN 1,7,14,Spencer Ware middle for no gain (tackle by Wesley Woodyard),5.170,3.550
2,3:07,4,1,TEN 1,7,14,Spencer Ware middle for no gain (tackle by Kevin Byard),3.550,0.380
2,3:01,1,10,TEN 1,7,14,Jalston Fowler middle for 3 yards (tackle by Ramik Wilson),-0.380,-0.560
2,2:18,2,7,TEN 4,7,14,DeMarco Murray left guard for 6 yards (tackle by Ron Parker),-0.560,-0.370
2,2:00,3,1,TEN 10,7,14,DeMarco Murray middle for no gain (tackle by Ron Parker),-0.370,0.000
2,1:52,,,,7,14,Timeout #2 by Kansas City Chiefs,0.000,2.490
2,1:52,4,1,TEN 10,7,14,"Brett Kern punts 38 yards, returned by Tyreek Hill for 3 yards (tackle by Nate Palmer)",-2.490,-2.590
2,1:42,1,10,TEN 45,7,14,Alex Smith pass complete short right to Chris Conley for 9 yards (tackle by Antwon Blake),2.590,3.260
2,1:21,2,1,TEN 36,7,14,Alex Smith pass incomplete short left intended for Tyreek Hill,3.260,2.540
2,1:17,3,1,TEN 36,7,14,Alex Smith pass incomplete deep right intended for Travis Kelce,2.540,0.890
2,1:12,4,1,TEN 36,7,14,Alex Smith pass complete short right to Travis Kelce for 16 yards (tackle by Kevin Byard),0.890,4.240
2,0:45,1,10,TEN 20,7,14,Alex Smith pass incomplete short middle intended for Travis Kelce (defended by Brice McCain),4.240,3.690
2,0:40,2,10,TEN 20,7,14,Alex Smith pass complete short left to Jeremy Maclin for 4 yards (tackle by Avery Williamson),3.690,0.000
2,0:24,,,,7,14,Timeout #3 by Kansas City Chiefs,0.000,-3.520
2,0:24,3,6,TEN 16,7,14,Alex Smith pass incomplete short right intended for Chris Conley,3.520,2.400
2,0:17,4,6,TEN 16,7,17,Cairo Santos 34 yard field goal good,2.400,3.000
2,0:13,,,KAN 35,7,17,"Cairo Santos kicks off 59 yards, returned by Marc Mariani for 25 yards (tackle by Anthony Sherman)",0.000,-1.000
2,0:13,1,10,TEN 31,7,17,Marcus Mariota kneels for -2 yards,1.000,0.190
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,7,17,"Ryan Succop kicks off 44 yards, returned by De'Anthony Thomas for 9 yards (tackle by Justin Staples)",0.000,-0.940
3,14:55,1,10,KAN 30,7,17,Spencer Ware for 6 yards (tackle by Brian Orakpo),0.940,1.200
3,14:14,2,4,KAN 36,7,17,Spencer Ware left end for 9 yards (tackle by Daimion Stafford),1.200,1.930
3,13:32,1,10,KAN 45,7,17,Alex Smith pass complete short right to Spencer Ware for 11 yards (tackle by Daimion Stafford),1.930,2.650
3,12:50,1,10,TEN 44,7,17,Spencer Ware right end for no gain (tackle by Al Woods and Austin Johnson),2.650,2.110
3,12:07,2,10,TEN 44,7,17,Alex Smith pass incomplete deep right intended for Tyreek Hill,2.110,1.420
3,12:01,3,10,TEN 44,7,17,"Penalty on Demetrius Harris: False Start, 5 yards (no play)",1.420,0.760
3,12:01,3,15,TEN 49,7,17,Alex Smith pass complete short left to Spencer Ware for 12 yards (tackle by Wesley Woodyard),0.760,0.790
3,11:21,4,3,TEN 37,7,17,"Dustin Colquitt punts 37 yards, touchback",0.790,-0.280
3,11:11,1,10,TEN 20,7,17,DeMarco Murray middle for 4 yards (tackle by D.J. Alexander),0.280,0.270
3,10:31,2,6,TEN 24,7,17,DeMarco Murray middle for 11 yards (tackle by Ron Parker),0.270,1.270
3,9:46,1,10,TEN 35,7,17,Marcus Mariota pass incomplete deep left intended for Delanie Walker is intercepted by Ron Parker at KAN-46 and returned for 1 yard,1.270,-2.060
3,9:38,1,10,KAN 47,7,17,"Spencer Ware left end for 4 yards (tackle by Kevin Byard). Penalty on Al Woods: Unnecessary Roughness, 15 yards",2.060,3.310
3,9:16,1,10,TEN 34,7,17,Alex Smith pass incomplete short left intended for Chris Conley,3.310,2.770
3,9:13,2,10,TEN 34,7,17,Alex Smith sacked by Brian Orakpo for -4 yards,2.770,1.550
3,8:25,3,14,TEN 38,7,17,Alex Smith pass complete deep right to Jeremy Maclin for 17 yards (tackle by Antwon Blake),1.550,4.170
,,,,,,,"TEN challenged the pass completion ruling, and the play was upheld.",,
3,8:18,1,10,TEN 21,7,17,Spencer Ware left end for 7 yards (tackle by Mehdi Abdesmad),4.170,4.740
3,7:35,2,3,TEN 14,7,17,Alex Smith pass complete short left to Jeremy Maclin for 4 yards (tackle by Brian Orakpo),4.740,4.910
3,6:56,1,10,TEN 10,7,17,Spencer Ware right end for 3 yards (tackle by Brice McCain),4.910,4.760
3,6:13,2,7,TEN 7,7,17,Alex Smith pass incomplete short middle intended for Albert Wilson (defended by Brice McCain),4.760,3.810
3,6:08,3,7,TEN 7,7,17,Alex Smith pass incomplete short middle intended for Jeremy Maclin is intercepted by LeShaun Sims at TEN--8,3.810,-0.280
3,6:02,1,10,TEN 20,7,17,Marcus Mariota pass incomplete,0.280,-0.270
3,5:52,2,10,TEN 20,7,17,Derrick Henry middle for 14 yards (tackle by Eric Berry),-0.270,1.200
3,5:13,1,10,TEN 34,7,17,"Penalty on Chris Jones: Encroachment, 5 yards (no play)",1.200,1.930
3,4:51,1,5,TEN 39,7,17,Marcus Mariota pass incomplete deep right intended for Rishard Matthews,1.930,1.330
3,4:44,2,5,TEN 39,7,17,Derrick Henry left end for 3 yards (tackle by D.J. Alexander),1.330,1.030
3,4:03,3,2,TEN 42,7,17,DeMarco Murray left end for no gain (tackle by Chris Jones),1.030,-0.590
3,3:22,4,2,TEN 42,7,17,"Brett Kern punts 35 yards, fair catch by Tyreek Hill",-0.590,-0.480
3,3:15,1,10,KAN 23,7,17,Spencer Ware left end for 5 yards (tackle by Al Woods),0.480,0.610
3,2:35,2,5,KAN 28,7,17,Spencer Ware right end for 7 yards (tackle by Aaron Wallace),0.610,1.270
3,1:54,1,10,KAN 35,7,17,Spencer Ware right end for 1 yard (tackle by Austin Johnson),1.270,0.860
3,1:12,2,9,KAN 36,7,17,Charcandrick West right end for no gain (tackle by Antwon Blake),0.860,0.170
3,0:36,3,9,KAN 36,7,17,"Alex Smith pass incomplete. Penalty on Alex Smith: Intentional Grounding (Offsetting), Penalty on Antwon Blake: Face Mask (15 Yards) (Offsetting) (no play)",0.170,0.170
3,0:33,3,9,KAN 36,7,17,Alex Smith pass incomplete short left intended for De'Anthony Thomas,0.170,-0.980
3,0:33,4,9,KAN 36,7,17,"Penalty on De'Anthony Thomas: False Start, 5 yards (no play)",-0.980,-1.310
3,0:27,4,14,KAN 31,7,17,"Dustin Colquitt punts 41 yards, fair catch by Marc Mariani",-1.310,-0.810
3,0:20,1,10,TEN 28,7,17,Marcus Mariota pass complete short middle to Kendall Wright for 13 yards (tackle by Steven Nelson),0.810,1.660
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 41,7,17,Marcus Mariota pass incomplete short left intended for Rishard Matthews,1.660,1.120
4,14:56,2,10,TEN 41,7,17,DeMarco Murray right end for 9 yards (tackle by Ramik Wilson),1.120,1.620
4,14:56,3,1,,7,17,DeMarco Murray middle for 7 yards (tackle by Ron Parker),1.620,2.720
4,14:01,1,10,KAN 43,7,17,Marcus Mariota pass complete short right to Rishard Matthews for 5 yards (tackle by Marcus Peters),2.720,2.850
4,13:46,2,5,KAN 38,7,17,Marcus Mariota pass complete short left to Tajae Sharpe for 4 yards (tackle by Terrance Mitchell),2.850,2.680
4,13:23,3,1,KAN 34,7,17,DeMarco Murray middle for 10 yards (tackle by Eric Berry),2.680,3.970
4,12:59,1,10,KAN 24,7,17,Marcus Mariota pass incomplete short left intended for Tajae Sharpe (defended by Terrance Mitchell),3.970,3.430
4,12:52,2,10,KAN 24,7,17,DeMarco Murray right end for 3 yards (tackle by Steven Nelson),3.430,3.140
4,12:05,3,7,KAN 21,7,17,Marcus Mariota pass incomplete deep middle intended for Rishard Matthews,3.140,2.060
4,11:59,4,7,KAN 21,10,17,Ryan Succop 39 yard field goal good,2.060,3.000
4,11:54,,,TEN 35,10,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,11:54,1,10,KAN 25,10,17,Alex Smith pass incomplete short left intended for Tyreek Hill,0.610,0.060
4,11:49,2,10,KAN 25,10,17,Spencer Ware left end for 8 yards (tackle by Wesley Woodyard),0.060,0.430
4,11:07,3,2,KAN 33,10,17,Alex Smith pass complete short right to Spencer Ware for 2 yards (tackle by Derrick Morgan),0.430,1.270
,,,,,,,"TEN challenged the short of the line to gain ruling, and the play was upheld.",,
4,10:25,1,10,KAN 35,10,17,Spencer Ware middle for -1 yards (tackle by Jurrell Casey),1.270,0.590
4,10:05,2,11,KAN 34,10,17,Alex Smith pass complete short middle to Travis Kelce for 9 yards (tackle by Avery Williamson),0.590,1.090
4,9:24,3,2,KAN 43,10,17,Spencer Ware middle for 1 yard (tackle by DaQuan Jones),1.090,-0.460
4,9:24,4,1,KAN 44,10,17,"Penalty on Dustin Colquitt: Delay of Game, 5 yards (no play)",-0.460,-0.780
4,8:02,4,6,KAN 39,10,17,"Dustin Colquitt punts 49 yards, fair catch by Marc Mariani",-0.780,0.350
4,7:54,1,10,TEN 12,10,17,Marcus Mariota pass complete short middle to DeMarco Murray for 12 yards (tackle by Eric Berry),-0.350,0.540
4,7:30,1,10,TEN 24,10,17,DeMarco Murray middle for 5 yards (tackle by Ron Parker),0.540,0.670
4,6:53,2,5,TEN 29,10,17,Marcus Mariota pass incomplete short middle intended for Tajae Sharpe (defended by Terrance Mitchell),0.670,0.000
4,6:46,,,,10,17,Timeout #3 by Tennessee Titans,0.000,0.030
4,6:46,3,5,TEN 29,10,17,Marcus Mariota pass complete deep middle to Delanie Walker for 16 yards (tackle by Eric Berry),-0.030,1.930
4,6:07,1,10,TEN 45,10,17,"Marcus Mariota pass incomplete deep left intended for Tajae Sharpe. Penalty on Terrance Mitchell: Defensive Pass Interference, 20 yards (no play)",1.930,3.250
4,6:00,1,10,KAN 35,10,17,Marcus Mariota pass incomplete,3.250,2.700
4,5:52,2,10,KAN 35,10,17,Marcus Mariota pass incomplete short middle intended for DeMarco Murray,2.700,2.010
4,5:46,3,10,KAN 35,10,17,Marcus Mariota pass complete short middle to Delanie Walker for 14 yards (tackle by Steven Nelson),2.010,4.170
4,5:11,1,10,KAN 21,10,17,Marcus Mariota pass complete short right to Kendall Wright for 6 yards,4.170,4.550
4,4:48,2,4,KAN 15,10,17,Derrick Henry left end for -1 yards (tackle by Eric Berry),4.550,3.630
4,4:01,3,5,KAN 16,10,17,Marcus Mariota pass incomplete deep right intended for Rishard Matthews (defended by Steven Nelson),3.630,0.000
4,3:56,,,,10,17,Timeout #1 by Kansas City Chiefs,0.000,-2.430
4,3:56,4,5,KAN 16,10,17,Marcus Mariota pass complete short left to DeMarco Murray for 15 yards (tackle by Ramik Wilson),2.430,6.970
4,3:14,1,1,KAN 1,16,17,"Derrick Henry middle for 1 yard, touchdown",6.970,7.000
4,3:12,,,KAN 2,16,17,"Two Point Attempt: Marcus Mariota pass incomplete, conversion fails",0.000,-1.000
4,3:12,,,TEN 35,16,17,Ryan Succop kicks onside 65 yards,0.000,-0.610
4,3:12,1,10,KAN 25,16,17,Spencer Ware left end for 5 yards (tackle by Jurrell Casey),0.610,0.740
4,2:25,2,5,KAN 30,16,17,Charcandrick West middle for 3 yards (tackle by Austin Johnson),0.740,0.430
4,2:00,3,2,KAN 33,16,17,Alex Smith right end for no gain (tackle by Al Woods),0.430,-1.180
4,1:16,4,2,KAN 33,16,17,"Dustin Colquitt punts 42 yards, fair catch by Marc Mariani",-1.180,-0.610
4,1:07,1,10,TEN 25,16,17,Marcus Mariota pass complete short middle to Rishard Matthews for 19 yards (tackle by Ron Parker),0.610,1.860
4,0:47,1,10,TEN 44,16,17,Marcus Mariota pass incomplete short right intended for Rishard Matthews,1.860,1.320
4,0:40,2,10,TEN 44,16,17,Marcus Mariota pass complete short middle to Delanie Walker for 6 yards (tackle by Ramik Wilson),1.320,1.420
4,0:21,3,4,,16,17,Marcus Mariota pass complete short right to Delanie Walker for 15 yards (tackle by Ron Parker),1.420,3.250
4,0:05,1,10,KAN 35,16,17,Marcus Mariota spiked the ball,3.250,0.000
4,0:05,,,,16,17,Timeout #2 by Kansas City Chiefs,0.000,-2.700
4,0:05,2,10,KAN 35,19,17,Ryan Succop 53 yard field goal good,2.700,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
