Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
1,9:07,3,8,GNB 42,3,0,"Charlie Batch pass incomplete intended for Quincy Morgan. Penalty on Marviel Underwood: Defensive Pass Interfere, 26 yards (no play)",1.690,4.510
1,9:01,1,10,GNB 16,3,0,Willie Parker left end for 2 yards (tackle by Nick Collins and Kenny Peterson),4.510,4.210
1,8:18,2,8,GNB 14,3,0,Charlie Batch up the middle for 1 yard (tackle by Grady Jackson and Corey Williams),4.210,3.540
1,7:36,3,7,GNB 13,3,0,Verron Haynes left guard for 6 yards (tackle by Nick Collins and Kenny Peterson),3.540,3.010
1,6:48,4,1,GNB 7,6,0,Jeff Reed 24 yard field goal good,3.010,3.000
1,,,,PIT 30,6,0,"Jeff Reed kicks off 65 yards, returned by Andrae Thurman for 18 yards (tackle by Clint Kriewaldt)",0.000,0.480
1,6:40,1,10,GNB 23,6,0,Samkon Gado left end for 8 yards (tackle by Chris Hope),0.480,0.940
1,6:04,2,3,GNB 31,6,0,Samkon Gado right tackle for 1 yard (tackle by James Farrior),0.940,0.370
1,5:24,3,2,GNB 32,6,0,Brett Favre pass complete to William Henderson for 25 yards (tackle by Troy Polamalu),0.370,2.720
1,4:34,1,10,PIT 43,6,0,Samkon Gado right guard for 3 yards (tackle by Chris Hoke and Larry Foote),2.720,2.580
1,3:57,2,7,PIT 40,6,0,Samkon Gado right tackle for 10 yards (tackle by Ike Taylor and Joey Porter),2.580,3.580
1,3:19,1,10,PIT 30,6,0,"Brett Favre pass complete to Antonio Chatman for 5 yards (tackle by Ike Taylor). Penalty on Joey Porter: Defensive Offside, 5 yards (no play)",3.580,4.310
1,3:02,1,5,PIT 25,6,0,Samkon Gado up the middle for 1 yard (tackle by Larry Foote),4.310,3.840
1,2:23,2,4,PIT 24,6,0,Samkon Gado right tackle for 3 yards (tackle by James Farrior),3.840,3.530
1,1:44,3,1,PIT 21,6,0,Samkon Gado right tackle for -1 yards (tackle by Aaron Smith),3.530,2.120
1,1:04,4,2,PIT 22,6,3,Ryan Longwell 40 yard field goal good,2.120,3.000
1,,,,GNB 30,6,3,"Ryan Longwell kicks off 60 yards, returned by Quincy Morgan for 22 yards (tackle by Nick Collins). Quincy Morgan fumbles (forced by Nick Collins), recovered by James Harrison at PIT-34",0.000,1.200
1,0:51,1,10,PIT 34,6,3,Duce Staley right end for 4 yards (tackle by Nick Barnett and Paris Lenon),1.200,1.200
1,0:13,2,6,PIT 38,6,3,Charlie Batch pass complete to Heath Miller for 9 yards (tackle by Nick Barnett and Robert Thomas),1.200,2.060
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 47,6,3,Charlie Batch pass incomplete intended for Hines Ward is intercepted by Robert Thomas at GNB-40 and returned for 24 yards,2.060,-3.180
2,14:52,1,10,PIT 36,6,3,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Troy Polamalu: Defensive Pass Interfere, 33 yards (no play)",3.180,6.510
2,14:45,1,3,PIT 3,6,3,Brett Favre pass incomplete intended for Bubba Franks,6.510,5.530
2,14:40,2,3,PIT 3,6,3,Samkon Gado right tackle for 1 yard (tackle by Larry Foote and James Farrior),5.530,4.950
2,13:59,,,,6,3,Timeout #1 by Green Bay Packers,0.000,4.950
2,13:59,3,2,PIT 2,6,3,"Penalty on Adrian Klemm: False Start, 5 yards (no play)",4.950,3.810
2,13:59,3,7,PIT 7,6,3,"Penalty on Bubba Franks: False Start, 5 yards (no play)",3.810,3.100
2,13:59,3,12,PIT 12,12,3,"Brett Favre sacked by Bryant McFadden for -11 yards. Brett Favre fumbles (forced by Bryant McFadden), recovered by Troy Polamalu at PIT-23 and returned for 77 yards, touchdown",3.100,-7.000
2,,,,GNB 2,13,3,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,13,3,"Jeff Reed kicks off 57 yards, returned by ReShard Lee for 10 yards (tackle by Clint Kriewaldt)",0.000,0.480
2,13:41,1,10,GNB 23,13,3,Samkon Gado right tackle for 7 yards (tackle by Troy Polamalu),0.480,0.880
2,13:06,2,3,GNB 30,13,3,Brett Favre pass incomplete intended for Bubba Franks,0.880,0.170
2,13:03,3,3,GNB 30,13,3,Brett Favre pass incomplete intended for Donald Driver,0.170,-1.370
2,12:58,4,3,GNB 30,13,3,"B.J. Sander punts 53 yards, returned by Antwaan Randle El for 3 yards (tackle by Jeremy Thornburg)",-1.370,-0.280
2,12:47,1,10,PIT 20,13,3,Duce Staley up the middle for 3 yards (tackle by Paris Lenon and Robert Thomas),0.280,0.140
2,12:09,2,7,PIT 23,13,3,Charlie Batch pass complete to Cedrick Wilson for 10 yards (tackle by Nick Barnett),0.140,1.140
2,11:37,1,10,PIT 33,13,3,Duce Staley left tackle for 1 yard (tackle by Kabeer Gbaja-Biamila and Robert Thomas),1.140,0.730
2,10:56,2,9,PIT 34,13,3,Charlie Batch pass complete to Duce Staley for no gain,0.730,0.040
2,10:12,3,9,PIT 34,13,3,Charlie Batch pass incomplete intended for Cedrick Wilson,0.040,-1.110
2,10:07,4,9,PIT 34,13,3,"Chris Gardocki punts 49 yards, returned by Antonio Chatman for 9 yards (tackle by Andre Frazier). Penalty on Colin Cole: Running Into the Kicker (Declined), Penalty on Walter Williams: Illegal Block Above the , 10 yards",-1.110,0.140
2,9:57,1,10,GNB 16,13,3,"Samkon Gado right end for 4 yards (tackle by Chris Hope). Penalty on Mark Tauscher: Offensive Holding, 8 yards (no play)",-0.140,-0.680
2,9:39,1,18,GNB 8,13,3,Brett Favre pass complete to Donald Lee for 9 yards (tackle by Ike Taylor and Clark Haggans),-0.680,-0.510
2,9:11,2,9,GNB 17,13,3,Samkon Gado right guard for 8 yards (tackle by Troy Polamalu),-0.510,-0.200
2,8:32,3,1,GNB 25,13,3,Samkon Gado right guard for 2 yards (tackle by James Farrior and Troy Polamalu),-0.200,0.740
2,8:05,1,10,GNB 27,13,3,Brett Favre pass complete to Bubba Franks for 1 yard (tackle by Joey Porter),0.740,0.330
2,7:24,2,9,GNB 28,13,3,Samkon Gado left tackle for 2 yards (tackle by Larry Foote and Joey Porter),0.330,-0.100
2,6:40,3,7,GNB 30,13,3,"Brett Favre pass complete to Donald Driver for 19 yards (tackle by Tyrone Carter). Penalty on Antonio Chatman: Illegal Shift, 5 yards (no play)",-0.100,-0.760
2,6:11,3,12,GNB 25,13,3,Brett Favre pass complete to Antonio Chatman for 18 yards (tackle by Troy Polamalu),-0.760,1.800
2,5:29,1,10,GNB 43,13,3,Brett Favre pass complete to Antonio Chatman for 4 yards (tackle by Ike Taylor),1.800,1.790
2,4:58,2,6,GNB 47,13,3,Samkon Gado right end for 1 yard (tackle by James Farrior and Casey Hampton),1.790,1.220
2,4:11,3,5,GNB 48,13,3,Brett Favre pass complete to Antonio Chatman for 8 yards (tackle by Deshea Townsend),1.220,2.650
2,3:33,1,10,PIT 44,13,3,Brett Favre pass complete to William Henderson for 6 yards (tackle by Larry Foote),2.650,2.920
2,2:51,2,4,PIT 38,13,3,"Samkon Gado right guard for 2 yards (tackle by James Farrior). Penalty on Casey Hampton: Defensive Holding, 5 yards",2.920,3.510
2,2:30,1,10,PIT 31,13,3,Brett Favre pass incomplete intended for Donald Lee,3.510,2.970
2,2:26,2,10,PIT 31,13,3,Samkon Gado left end for 3 yards (tackle by Larry Foote),2.970,2.680
2,2:00,3,7,PIT 28,13,3,Brett Favre pass complete to Bubba Franks for 9 yards (tackle by Deshea Townsend),2.680,4.310
2,1:23,1,10,PIT 19,13,3,Samkon Gado right end for -1 yards (tackle by Larry Foote and Ike Taylor),4.310,3.630
2,0:44,2,11,PIT 20,13,3,Brett Favre pass complete to Donald Lee for 7 yards (tackle by Deshea Townsend),3.630,3.960
2,0:36,,,,13,3,Timeout #2 by Green Bay Packers,0.000,3.960
2,0:36,3,4,PIT 13,13,3,Brett Favre pass incomplete intended for Donald Lee,3.960,2.640
2,0:31,4,4,PIT 13,13,3,Ryan Longwell 31 yard field goal no good,2.640,-0.340
2,0:27,1,10,PIT 21,13,3,Charlie Batch kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,13,3,"Jeff Reed kicks off 49 yards, returned by Corey Williams for 14 yards (tackle by Andre Frazier)",0.000,1.270
3,14:56,1,10,GNB 35,13,3,Brett Favre pass complete to Samkon Gado for 9 yards (tackle by Larry Foote),1.270,1.940
3,14:24,2,1,GNB 44,13,3,Samkon Gado up the middle for 2 yards (tackle by Chris Hope),1.940,1.990
3,13:43,1,10,GNB 46,13,3,Brett Favre pass complete to William Henderson for 5 yards (tackle by Larry Foote),1.990,2.130
3,13:08,2,5,PIT 49,13,3,Samkon Gado right guard for no gain (tackle by Casey Hampton),2.130,1.420
3,13:08,3,5,PIT 49,13,3,"Penalty on Walter Williams: False Start, 5 yards (no play)",1.420,0.760
3,11:57,3,10,GNB 46,13,3,Brett Favre pass complete to Walter Williams for 19 yards (tackle by Tyrone Carter),0.760,3.250
3,11:17,1,10,PIT 35,13,3,Brett Favre pass incomplete intended for Donald Lee,3.250,2.700
3,11:13,2,10,PIT 35,13,3,Samkon Gado right end for 1 yard (tackle by Brett Keisel),2.700,2.150
3,10:31,3,9,PIT 34,13,3,"Brett Favre pass incomplete intended for Andrae Thurman. Penalty on Bubba Franks: Illegal Shift (Offsetting), Penalty on Ike Taylor: Defensive Pass Interfere (Offsetting) (no play)",2.150,2.150
3,10:22,3,9,PIT 34,13,3,Brett Favre pass complete to Antonio Chatman for 13 yards (tackle by Chris Hope),2.150,4.170
3,9:42,1,10,PIT 21,13,3,Brett Favre pass complete to Donald Driver for 17 yards (tackle by Ike Taylor),4.170,6.280
3,9:03,1,4,PIT 4,13,3,Samkon Gado right end for 2 yards (tackle by Larry Foote),6.280,5.720
3,8:19,2,2,PIT 2,13,3,Samkon Gado left end for 1 yard (tackle by Joey Porter and Chris Hoke),5.720,5.170
3,7:29,3,1,PIT 1,13,9,"Samkon Gado left end for 1 yard, touchdown",5.170,7.000
3,,,,PIT 2,13,10,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,13,10,"Ryan Longwell kicks off 64 yards, returned by Quincy Morgan for 19 yards (tackle by William Henderson)",0.000,0.610
3,7:21,1,10,PIT 25,13,10,Willie Parker right end for -2 yards (tackle by Robert Thomas),0.610,-0.210
3,6:45,2,12,PIT 23,13,10,Charlie Batch pass incomplete intended for Willie Parker (defended by Nick Barnett),-0.210,-0.890
3,6:40,3,12,PIT 23,13,10,Charlie Batch right guard for 10 yards (tackle by Michael Hawkins and Nick Barnett),-0.890,-1.180
3,5:57,4,2,PIT 33,13,10,"Chris Gardocki punts 48 yards, returned by Antonio Chatman for 13 yards (tackle by Sean Morey)",-1.180,-1.070
3,5:47,1,10,GNB 32,13,10,Samkon Gado right end for 1 yard (tackle by Clint Kriewaldt),1.070,0.660
3,5:12,2,9,GNB 33,13,10,Brett Favre pass incomplete intended for Bubba Franks,0.660,-0.030
3,5:07,3,9,GNB 33,13,10,Brett Favre pass incomplete intended for Donald Driver (defended by Deshea Townsend),-0.030,-1.180
3,5:02,4,9,GNB 33,13,10,"B.J. Sander punts 49 yards, returned by Antwaan Randle El for 10 yards (tackle by Brady Poppinga)",-1.180,-0.810
3,4:50,1,10,PIT 28,13,10,Charlie Batch pass complete to Dan Kreider for 4 yards (tackle by Mark Roman),0.810,0.800
3,4:12,2,6,PIT 32,13,10,Duce Staley right guard for 7 yards (tackle by Al Harris and Paris Lenon),0.800,1.530
3,3:39,1,10,PIT 39,13,10,Duce Staley up the middle for 2 yards (tackle by Colin Cole and Cullen Jenkins),1.530,1.260
3,3:01,2,8,PIT 41,13,10,Charlie Batch pass complete to Hines Ward for 12 yards (tackle by Nick Collins and Nick Barnett),1.260,2.460
3,2:25,1,10,GNB 47,13,10,Charlie Batch pass complete to Duce Staley for 9 yards (tackle by Nick Barnett),2.460,3.130
3,1:46,2,1,GNB 38,13,10,Duce Staley left end for 13 yards (tackle by Al Harris),3.130,3.910
3,1:03,1,10,GNB 25,13,10,Duce Staley left end for 1 yard (tackle by Aaron Kampman),3.910,3.500
3,0:23,2,9,GNB 24,13,10,Charlie Batch pass incomplete intended for Cedrick Wilson,3.500,2.810
3,0:19,3,9,GNB 24,13,10,"Charlie Batch for no gain. Charlie Batch fumbles, recovered by Charlie Batch at PIT-GB",2.810,1.150
Quarter,Time,Down,ToGo,Location,PIT,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,18,GNB 33,13,10,"Jeff Reed 51 yard field goal no good, blocked by Cullen Jenkins",1.150,-1.730
4,14:51,1,10,GNB 42,13,10,Samkon Gado up the middle for 4 yards,1.730,1.730
4,14:13,2,6,GNB 46,13,10,Brett Favre pass incomplete intended for Donald Lee,1.730,1.030
4,14:09,3,6,GNB 46,13,10,"Brett Favre for no gain. Brett Favre fumbles, recovered by Mark Tauscher at GNB-29",1.030,-1.440
4,13:35,4,23,GNB 29,13,10,"B.J. Sander punts 45 yards, returned by Antwaan Randle El for 24 yards (tackle by Donald Lee). Penalty on Russell Stuvaints: Offensive Holding, 10 yards",-1.440,0.140
4,13:23,1,10,PIT 16,13,10,Duce Staley left end for 5 yards (tackle by Grady Jackson and Nick Barnett),-0.140,0.150
4,12:45,2,5,PIT 21,13,10,Duce Staley up the middle for 9 yards (tackle by Aaron Kampman and Mark Roman),0.150,0.940
4,12:05,1,10,PIT 30,13,10,Verron Haynes left guard for 3 yards (tackle by Grady Jackson),0.940,0.800
4,11:24,2,7,PIT 33,13,10,Charlie Batch for 8 yards (tackle by Paris Lenon),0.800,1.660
4,10:46,1,10,PIT 41,13,10,Charlie Batch pass incomplete intended for Antwaan Randle El,1.660,1.120
4,10:40,2,10,PIT 41,13,10,Antwaan Randle El right end for -2 yards (tackle by Aaron Kampman),1.120,0.170
4,9:52,3,12,PIT 39,13,10,Charlie Batch pass incomplete intended for Antwaan Randle El,0.170,-0.780
4,9:44,4,12,PIT 39,13,10,"Chris Gardocki punts 49 yards, returned by Antonio Chatman for 8 yards (tackle by Tyrone Carter). Penalty on Andrae Thurman: Illegal Block Above the , 10 yards",-0.780,0.380
4,9:33,1,10,GNB 10,13,10,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Ike Taylor),-0.380,-0.230
4,8:59,2,4,GNB 16,13,10,Samkon Gado left end for -1 yards (tackle by Casey Hampton and Joey Porter),-0.230,-0.840
4,8:18,3,5,GNB 15,13,10,Brett Favre pass incomplete intended for Donald Driver is intercepted by Tyrone Carter at GNB-23 and returned for 3 yards,-0.840,-4.240
4,8:11,1,10,GNB 20,13,10,Charlie Batch pass complete to Dan Kreider for 9 yards (tackle by Nick Barnett and Al Harris). Penalty on Ahmad Carroll: Defensive Holding (Declined),4.240,5.260
4,7:43,2,1,GNB 11,13,10,Duce Staley left end for 2 yards (tackle by Kenny Peterson and Paris Lenon),5.260,5.140
4,7:05,1,9,GNB 9,13,10,Duce Staley right end for 6 yards (tackle by Nick Barnett and Brady Poppinga),5.140,5.530
4,6:20,2,3,GNB 3,19,10,"Duce Staley left end for 3 yards, touchdown",5.530,7.000
4,,,,GNB 2,20,10,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,20,10,"Jeff Reed kicks off 61 yards, returned by ReShard Lee for 20 yards (tackle by James Harrison)",0.000,0.870
4,6:10,1,10,GNB 29,20,10,Brett Favre pass complete to Bubba Franks for 12 yards (tackle by Clint Kriewaldt),0.870,1.660
4,5:36,1,10,GNB 41,20,10,Brett Favre pass complete to Donald Driver for 23 yards (tackle by Chris Hope),1.660,3.180
4,5:01,1,10,PIT 36,20,10,Brett Favre pass complete to Donald Lee for 5 yards (tackle by Tyrone Carter),3.180,3.310
4,4:31,2,5,PIT 31,20,10,Samkon Gado right tackle for 1 yard (tackle by James Harrison),3.310,2.740
4,3:51,3,4,PIT 30,20,10,Brett Favre pass incomplete intended for Antonio Chatman,2.740,1.460
4,3:46,4,4,PIT 30,20,10,Brett Favre pass incomplete intended for Bubba Franks,1.460,-0.940
4,3:39,1,10,PIT 30,20,10,Duce Staley left end for no gain (tackle by Robert Thomas),0.940,0.390
4,3:33,,,,20,10,Timeout #1 by Green Bay Packers,0.000,0.390
4,3:33,2,10,PIT 30,20,10,Duce Staley left end for 3 yards (tackle by Al Harris and Paris Lenon),0.390,0.100
4,3:28,,,,20,10,Timeout #2 by Green Bay Packers,0.000,0.100
4,3:28,3,7,PIT 33,20,10,Verron Haynes left tackle for 1 yard (tackle by Cullen Jenkins and Kabeer Gbaja-Biamila),0.100,-1.110
4,3:22,,,,20,10,Timeout #3 by Green Bay Packers,0.000,-1.110
4,3:22,4,6,PIT 34,20,10,"Chris Gardocki punts 37 yards, returned by Antonio Chatman for 36 yards (tackle by Greg Warren)",-1.110,-3.250
4,3:09,1,10,PIT 35,20,10,Brett Favre pass complete to Donald Driver for 4 yards (tackle by Deshea Townsend),3.250,3.240
4,2:50,2,6,PIT 31,20,10,Brett Favre pass incomplete intended for Walter Williams,3.240,2.540
4,2:47,3,6,PIT 31,20,10,Brett Favre pass incomplete intended for Donald Driver,2.540,1.340
4,2:42,4,6,PIT 31,20,10,Brett Favre pass incomplete intended for Andrae Thurman,1.340,-1.000
4,2:38,1,10,PIT 31,20,10,Duce Staley left tackle for 17 yards (tackle by Mark Roman and Nick Barnett),1.000,2.130
4,2:00,1,10,PIT 48,20,10,Charlie Batch kneels for -2 yards,2.130,1.310
4,1:17,2,12,PIT 46,20,10,Charlie Batch kneels for -1 yards,1.310,0.500
4,0:36,3,13,PIT 45,20,10,Charlie Batch kneels for -1 yards,0.500,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
