Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kareem Hunt,CLE,14,55,1,4,24,1.7,31,2.2,0,
Pierre Strong,CLE,10,41,0,2,25,2.5,16,1.6,0,
Jerome Ford,CLE,9,37,0,1,15,1.7,22,2.4,0,
P.J. Walker,CLE,6,27,0,2,19,3.2,8,1.3,0,
Marquise Goodwin,CLE,1,-5,0,,-5,-5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenneth Walker III,SEA,8,66,0,1,50,6.3,16,2.0,0,
Zach Charbonnet,SEA,5,53,0,3,25,5.0,28,5.6,1,5.0
Geno Smith,SEA,2,-3,0,0,-3,-1.5,0,0.0,0,
Jake Bobo,SEA,1,3,1,1,1,1.0,2,2.0,0,
D'Wayne Eskridge,SEA,1,-5,0,,-5,-5.0,0,0.0,0,
