Quarter,Time,Tm,Detail,IND,TEN
1.0,8:44,Colts,Joseph Addai 8 yard rush (Adam Vinatieri kick failed),6,0
,1:03,Titans,Rob Bironas 30 yard field goal,6,3
2.0,10:56,Colts,Dallas Clark 22 yard pass from Peyton Manning (Adam Vinatieri kick),13,3
,4:23,Titans,Rob Bironas 36 yard field goal,13,6
,0:00,Colts,Adam Vinatieri 22 yard field goal,16,6
3.0,9:41,Colts,Adam Vinatieri 39 yard field goal,19,6
,4:58,Titans,LenDale White 3 yard rush (Rob Bironas kick),19,13
,0:00,Colts,Adam Vinatieri 20 yard field goal,22,13
4.0,6:02,Titans,Roydell Williams 1 yard pass from Vince Young (Rob Bironas kick),22,20
