Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Adam Vinatieri kicks off 70 yards, returned by Michael Griffin for 23 yards (tackle by Clint Session)",0.000,0.480
1,14:55,1,10,TEN 23,0,0,LenDale White up the middle for 2 yards (tackle by Bob Sanders),0.480,0.200
1,14:16,2,8,TEN 25,0,0,LenDale White up the middle for 1 yard (tackle by Raheem Brock),0.200,-0.360
1,13:42,3,7,TEN 26,0,0,Vince Young pass complete short right to Eric Moulds for 10 yards (tackle by Kelvin Hayden),-0.360,1.330
1,13:00,1,10,TEN 36,0,0,LenDale White up the middle for 11 yards (tackle by Bob Sanders),1.330,2.060
1,12:20,1,10,TEN 47,0,0,LenDale White left guard for 5 yards (tackle by Bob Sanders),2.060,2.190
1,11:40,2,5,IND 48,0,0,Chris Brown left guard for 3 yards (tackle by Bob Sanders),2.190,1.880
1,11:04,3,2,IND 45,0,0,Chris Brown up the middle for 1 yard (tackle by Dwight Freeney and Bob Sanders),1.880,0.330
1,10:38,4,1,IND 44,0,0,Chris Brown right guard for no gain (tackle by Raheem Brock),0.330,-1.930
1,10:34,1,10,IND 45,0,0,Peyton Manning pass incomplete deep left intended for Dallas Clark,1.930,1.380
1,10:28,2,10,IND 45,0,0,Joseph Addai up the middle for 4 yards (tackle by Ryan Fowler and Keith Bulluck),1.380,1.220
1,9:45,3,6,IND 49,0,0,Peyton Manning pass complete short middle to Dallas Clark for 6 yards (tackle by David Thornton),1.220,2.590
1,9:02,1,10,TEN 45,0,0,Peyton Manning pass complete deep right to Marvin Harrison for 37 yards (tackle by Calvin Lowry),2.590,5.370
1,8:48,1,8,TEN 8,6,0,"Joseph Addai up the middle for 8 yards, touchdown",5.370,7.000
1,,,,TEN 2,6,0,Adam Vinatieri kicks extra point no good,0.000,-1.000
1,,,,IND 30,6,0,"Adam Vinatieri kicks off 56 yards, returned by Michael Griffin for 26 yards (tackle by Luke Lawton)",0.000,1.600
1,8:35,1,10,TEN 40,6,0,Vince Young pass complete short left to Brandon Jones for 9 yards (tackle by Marlin Jackson),1.600,2.270
1,7:56,2,1,TEN 49,6,0,LenDale White right tackle for 2 yards (tackle by Tyjuan Hagler and Kelvin Hayden),2.270,2.320
1,7:16,1,10,IND 49,6,0,Vince Young pass complete short right to Chris Davis for 8 yards (tackle by Kelvin Hayden),2.320,2.860
1,6:39,2,2,IND 41,6,0,"Penalty on Jacob Bell: False Start, 5 yards (no play)",2.860,2.190
1,6:18,2,7,IND 46,6,0,Vince Young pass incomplete short middle intended for Bo Scaife (defended by Tyjuan Hagler),2.190,1.490
1,6:14,3,7,IND 46,6,0,Vince Young sacked by Gary Brackett and Bob Sanders for 0 yards,1.490,0.200
1,5:55,4,7,IND 46,6,0,"Craig Hentrich punts 30 yards, fair catch by T.J. Rushing",0.200,0.140
1,5:49,1,10,IND 16,6,0,Joseph Addai right guard for 4 yards (tackle by Kyle Vanden Bosch),-0.140,0.010
1,5:16,2,6,IND 20,6,0,Peyton Manning pass complete short right to Ben Utecht for 7 yards (tackle by Nick Harper),0.010,0.740
1,4:45,1,10,IND 27,6,0,Joseph Addai right tackle for 3 yards (tackle by Nick Harper and Tony Brown),0.740,0.600
1,4:11,2,7,IND 30,6,0,"Peyton Manning pass complete short left to Ben Utecht for 3 yards (tackle by Keith Bulluck). Ben Utecht fumbles (forced by Keith Bulluck), recovered by Dallas Clark at IND-33",0.600,0.300
1,3:23,3,4,IND 33,6,0,Peyton Manning pass incomplete intended for Dallas Clark,0.300,-1.180
,,,,,,,"TEN challenged the pass completion ruling, and the original play was overturned.",,
1,3:19,4,4,IND 33,6,0,Hunter Smith punts 34 yards,-1.180,-1.140
1,3:11,1,10,TEN 33,6,0,Vince Young pass complete deep right to Roydell Williams for 48 yards (tackle by Kelvin Hayden),1.140,4.310
1,2:26,1,10,IND 19,6,0,LenDale White up the middle for 6 yards (tackle by Tyjuan Hagler),4.310,4.720
1,1:47,2,4,IND 13,6,0,LenDale White up the middle for 1 yard (tackle by Bob Sanders and Antoine Bethea),4.720,4.190
1,1:10,3,3,IND 12,6,0,Vince Young pass incomplete short left intended for Brandon Jones,4.190,2.730
1,1:07,4,3,IND 12,6,3,Rob Bironas 30 yard field goal good,2.730,3.000
1,,,,TEN 30,6,3,"Rob Bironas kicks off 60 yards, returned by T.J. Rushing for 14 yards (tackle by LeVar Woods)",0.000,0.540
1,0:59,1,10,IND 24,6,3,Joseph Addai up the middle for 6 yards (tackle by Ryan Fowler),0.540,0.810
1,0:17,2,4,IND 30,6,3,"Penalty on Ben Utecht: False Start, 5 yards (no play)",0.810,0.130
1,0:04,2,9,IND 25,6,3,Peyton Manning pass complete short right to Dallas Clark for 11 yards (tackle by Keith Bulluck),0.130,1.330
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 36,6,3,Peyton Manning pass incomplete short left intended for Bryan Fletcher,1.330,0.790
2,14:55,2,10,IND 36,6,3,Joseph Addai left tackle for 5 yards (tackle by Kyle Vanden Bosch and Cortland Finnegan),0.790,0.760
2,14:16,3,5,IND 41,6,3,Peyton Manning pass complete short right to Reggie Wayne for 20 yards (tackle by Nick Harper),0.760,2.980
2,13:36,1,10,TEN 39,6,3,Joseph Addai left end for 9 yards (tackle by Calvin Lowry),2.980,3.660
2,12:57,2,1,TEN 30,6,3,Joseph Addai left guard for no gain (tackle by Keith Bulluck),3.660,2.940
2,12:15,3,1,TEN 30,6,3,Joseph Addai up the middle for 6 yards (tackle by Chris Hope and David Thornton),2.940,3.970
2,11:37,1,10,TEN 24,6,3,Kenton Keith left end for 2 yards (tackle by Cortland Finnegan and Calvin Lowry),3.970,3.700
2,11:01,2,8,TEN 22,12,3,"Peyton Manning pass complete deep middle to Dallas Clark for 22 yards, touchdown",3.700,7.000
2,,,,TEN 2,13,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,13,3,"Adam Vinatieri kicks off 74 yards, muffed by Michael Griffin, recovered by Michael Griffin at TEN--1, and returned for 30 yards",0.000,0.870
2,10:49,1,10,TEN 29,13,3,Chris Brown up the middle for no gain (tackle by Darrell Reid),0.870,0.330
2,10:13,2,10,TEN 29,13,3,Vince Young pass complete short right to Chris Brown for 2 yards (tackle by Kelvin Hayden),0.330,-0.100
2,9:31,3,8,TEN 31,13,3,Vince Young for 21 yards (tackle by Antoine Bethea),-0.100,2.390
2,8:47,1,10,IND 48,13,3,Chris Davis left end for 5 yards (tackle by Tim Jennings),2.390,2.520
2,8:05,2,5,IND 43,13,3,Chris Brown left tackle for no gain (tackle by Jeff Charleston and Gary Brackett),2.520,1.820
2,7:22,3,5,IND 43,13,3,Vince Young pass complete short right to Eric Moulds for 8 yards (tackle by Kelvin Hayden),1.820,3.250
2,6:38,1,10,IND 35,13,3,Vince Young pass complete short right to Brandon Jones for 6 yards (tackle by Kelvin Hayden),3.250,3.510
2,6:03,2,4,IND 29,13,3,Chris Brown left guard for 9 yards (tackle by Josh Thomas),3.510,4.240
2,5:22,1,10,IND 20,13,3,Vince Young pass incomplete short left intended for Bo Scaife,4.240,3.690
2,5:18,2,10,IND 20,13,3,Chris Brown left guard for 2 yards (tackle by Edward Johnson and Bob Sanders),3.690,3.220
2,4:32,3,8,IND 18,13,3,Vince Young pass incomplete short left intended for Roydell Williams,3.220,2.250
2,4:28,4,8,IND 18,13,6,Rob Bironas 36 yard field goal good,2.250,3.000
2,,,,TEN 30,13,6,Rob Bironas kicks off 50 yards,0.000,1.600
2,4:23,1,10,IND 40,13,6,Peyton Manning pass complete short left to Joseph Addai for -3 yards (tackle by Keith Bulluck),1.600,0.650
2,3:45,2,13,IND 37,13,6,"Penalty on Ryan Diem: False Start, 5 yards (no play)",0.650,-0.030
2,3:32,2,18,IND 32,13,6,Peyton Manning pass complete short left to Dallas Clark for 9 yards (tackle by Chris Hope),-0.030,0.500
2,2:47,3,9,IND 41,13,6,Peyton Manning pass incomplete deep right intended for Marvin Harrison,0.500,-0.650
2,2:41,4,9,IND 41,13,6,"Hunter Smith punts 59 yards, touchback",-0.650,-0.280
2,2:31,1,10,TEN 20,13,6,Chris Brown up the middle for 1 yard (tackle by Edward Johnson),0.280,-0.130
2,2:00,2,9,TEN 21,13,6,Vince Young left end for 7 yards (tackle by Gary Brackett),-0.130,0.100
2,1:53,3,2,TEN 28,13,6,Vince Young pass complete short right to Roydell Williams for 9 yards (tackle by Kelvin Hayden),0.100,1.400
2,1:46,1,10,TEN 37,13,6,Vince Young pass incomplete deep right intended for Bo Scaife (defended by Antoine Bethea),1.400,0.860
2,1:41,2,10,TEN 37,13,6,"Vince Young right end for 7 yards (tackle by Kelvin Hayden). Penalty on Vince Young: Taunting, 15 yards",0.860,-0.890
2,1:32,3,18,TEN 29,13,6,Vince Young pass complete short left to Chris Davis for 8 yards (tackle by Marlin Jackson),-0.890,-0.910
2,1:23,,,,13,6,Timeout #1 by Indianapolis Colts,0.000,-0.910
