Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 68 yards, returned by Adam Jennings for 32 yards (tackle by Phil Dawson). Penalty on Omare Lowe: Offensive Holding, 10 yards",0.000,-0.220
1,14:54,1,10,ATL 15,0,0,Warrick Dunn right tackle for 2 yards (tackle by Ted Washington),-0.220,-0.440
1,14:21,2,8,ATL 17,0,0,Warrick Dunn left end for 21 yards (tackle by Brian Russell),-0.440,1.470
1,13:40,1,10,ATL 38,0,0,Michael Vick pass incomplete short right intended for Justin Griffith,1.470,0.920
1,13:34,2,10,ATL 38,0,0,Michael Vick pass complete short right to Alge Crumpler for 4 yards (tackle by Sean Jones),0.920,0.760
1,12:53,3,6,ATL 42,0,0,Michael Vick pass incomplete deep right intended for Alge Crumpler,0.760,-0.590
1,12:48,4,6,ATL 42,0,0,"Michael Koenen punts 37 yards, returned by Dennis Northcutt for 2 yards (tackle by Boone Stutz)",-0.590,-0.480
1,12:36,1,10,CLE 23,0,0,Reuben Droughns middle for 5 yards (tackle by Grady Jackson),0.480,0.610
1,11:55,2,5,CLE 28,0,0,"Charlie Frye pass incomplete short left intended for Steve Heiden. Penalty on DeAngelo Hall: Illegal Use of Hands, 5 yards (no play)",0.610,1.140
1,11:51,1,10,CLE 33,0,0,Reuben Droughns middle for 2 yards (tackle by Demorrio Williams),1.140,0.860
1,11:12,2,8,CLE 35,0,0,"Charlie Frye pass incomplete deep middle intended for Braylon Edwards. Penalty on Hank Fraley: Illegal Use of Hands, 10 yards (no play)",0.860,-0.490
1,11:06,2,18,CLE 25,0,0,Charlie Frye pass complete short left to Dennis Northcutt for 6 yards (tackle by Omare Lowe),-0.490,-0.360
1,10:34,3,12,CLE 31,0,0,Charlie Frye pass incomplete deep right intended for Dennis Northcutt,-0.360,-1.310
1,10:25,4,12,CLE 31,0,0,"Dave Zastudil punts 52 yards, returned by Allen Rossum for 3 yards (tackle by Justin Hamilton). Penalty on Marlion Jackson: Illegal Block Above the , 10 yards",-1.310,0.380
1,10:11,1,10,ATL 10,0,0,Warrick Dunn middle for no gain (tackle by Orpheus Roye),-0.380,-0.780
1,9:04,2,10,ATL 10,0,0,Michael Vick for 13 yards (tackle by D'Qwell Jackson),-0.780,0.480
1,8:45,1,10,ATL 23,0,0,Warrick Dunn right tackle for 2 yards (tackle by Matt Stewart and Ted Washington),0.480,0.200
1,8:10,2,8,ATL 25,0,0,Warrick Dunn middle for 2 yards (tackle by Orpheus Roye),0.200,-0.230
1,7:45,3,6,ATL 27,0,0,Michael Vick pass incomplete short left intended for Ashley Lelie,-0.230,-1.570
1,7:41,4,6,ATL 27,0,0,"Michael Koenen punts 39 yards, returned by Dennis Northcutt for 6 yards (tackle by Jordan Beck)",-1.570,-1.600
1,7:33,1,10,CLE 40,0,0,Reuben Droughns middle for 3 yards (tackle by Patrick Kerney),1.600,1.460
1,6:50,2,7,CLE 43,0,0,"Penalty on Cosey Coleman: False Start, 5 yards (no play)",1.460,0.780
1,6:37,2,12,CLE 38,0,0,Charlie Frye sacked by T.J. Jackson for -5 yards,0.780,-0.560
1,6:00,3,17,CLE 33,0,0,Charlie Frye pass complete short middle to Josh Cribbs for 10 yards (tackle by Allen Rossum and Michael Boley),-0.560,-0.520
1,5:23,4,7,CLE 43,0,0,Dave Zastudil punts 52 yards,-0.520,0.380
1,5:14,1,10,ATL 5,0,0,Warrick Dunn left tackle for 8 yards (tackle by Alvin McKinley),-0.380,-0.190
1,4:37,2,2,ATL 13,0,0,Warrick Dunn right tackle for no gain (tackle by Alvin McKinley),-0.190,-0.480
1,3:58,3,2,ATL 13,0,0,Michael Vick pass incomplete short left intended for Alge Crumpler,-0.480,-2.490
1,3:53,4,2,ATL 13,0,0,"Michael Koenen punts 39 yards, returned by Dennis Northcutt for 6 yards (tackle by Omare Lowe)",-2.490,-2.520
1,3:42,1,10,ATL 46,0,0,Charlie Frye pass complete deep left to Kellen Winslow for 40 yards (tackle by Allen Rossum),2.520,5.830
1,3:11,1,6,ATL 6,0,0,Charlie Frye pass incomplete short left intended for Joe Jurevicius,5.830,4.950
1,3:06,2,6,ATL 6,0,0,Charlie Frye pass complete short middle to Braylon Edwards for 3 yards (tackle by Keith Brooking),4.950,4.720
1,2:28,3,3,ATL 3,0,0,Charlie Frye for 2 yards (tackle by Lawyer Milloy),4.720,3.550
1,1:41,4,1,ATL 1,6,0,"Reuben Droughns right tackle for 1 yard, touchdown",3.550,7.000
1,,,,ATL 2,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,7,0,"Phil Dawson kicks off 71 yards, returned by Adam Jennings for 26 yards (tackle by Matt Stewart)",0.000,0.610
1,1:31,1,10,ATL 25,7,0,Michael Vick pass complete short left to Michael Jenkins for 5 yards (tackle by Andra Davis),0.610,0.740
1,0:58,2,5,ATL 30,7,0,Michael Vick pass incomplete short right intended for Alge Crumpler,0.740,0.040
1,0:51,3,5,ATL 30,7,0,Michael Vick pass complete short left to Roddy White for 21 yards (tackle by Jereme Perry),0.040,2.320
1,0:11,1,10,CLE 49,7,0,Warrick Dunn left tackle for 1 yard (tackle by Andra Davis),2.320,1.920
Quarter,Time,Down,ToGo,Location,CLE,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,CLE 48,7,0,"Michael Vick pass incomplete short right intended for Alge Crumpler is intercepted by Sean Jones at CLE-34 and returned for 10 yards. Penalty on P.J. Alexander: Chop Block, 15 yards",1.920,-2.850
2,14:51,1,10,ATL 41,7,0,Reuben Droughns middle for 6 yards (tackle by Lawyer Milloy and Keith Brooking),2.850,3.120
2,14:12,2,4,ATL 35,7,0,Reuben Droughns right tackle for no gain (tackle by Demorrio Williams),3.120,2.410
2,13:30,3,4,ATL 35,7,0,Charlie Frye pass complete to Kellen Winslow for 7 yards (tackle by Lawyer Milloy),2.410,3.710
2,12:44,1,10,ATL 28,7,0,Charlie Frye pass complete short left to Braylon Edwards for 9 yards (tackle by Allen Rossum),3.710,4.420
2,12:04,2,1,ATL 19,13,0,"Charlie Frye pass complete deep middle to Braylon Edwards for 19 yards, touchdown",4.420,7.000
