Player,Pos
Michael Vick,QB
Warrick Dunn,RB
Justin Griffith,FB
Ashley Lelie,WR
Michael Jenkins,WR
Alge Crumpler,TE
Wayne Gandy,LT
P.J. Alexander,LG
Todd McClure,C
Tyson Clabo,RG
Todd Weiner,RT
Chauncey Davis,LDE
Roderick Coleman,UT
Grady Jackson,NT
Patrick Kerney,RDE
Keith Brooking,MLB
Demorrio Williams,WLB
Michael Boley,BLB
DeAngelo Hall,LCB
Allen Rossum,RCB
Lawyer Milloy,SS
Chris Crocker,FS
