Quarter,Time,Down,ToGo,Location,SDG,MIN,Detail,EPB,EPA
1,9:55,1,10,,0,0,"Penalty on Corey Liuget: Neutral Zone Infraction, 5 yards (no play)",2.260,2.990
1,9:34,1,5,SDG 45,0,0,Adrian Peterson right tackle for 21 yards (tackle by Jeremiah Attaochu),2.990,3.970
1,9:08,1,10,SDG 24,0,0,Teddy Bridgewater pass incomplete deep right intended for Kyle Rudolph,3.970,3.430
1,9:02,2,10,SDG 24,0,0,Teddy Bridgewater pass incomplete deep left intended for Charles Johnson is intercepted by Steve Williams at SDG--3,3.430,-0.280
1,8:57,1,10,SDG 20,0,0,Danny Woodhead right tackle for 5 yards (tackle by Eric Kendricks),0.280,0.410
1,8:26,2,5,SDG 25,0,0,Philip Rivers pass complete short left to Danny Woodhead for 22 yards (tackle by Xavier Rhodes),0.410,2.060
1,7:52,1,10,SDG 47,0,0,Melvin Gordon middle for no gain (tackle by Xavier Rhodes and Gerald Hodges),2.060,1.520
1,7:16,2,10,SDG 47,0,0,Melvin Gordon left tackle for 8 yards (tackle by Andrew Sendejo),1.520,1.520
1,6:39,2,10,SDG 47,0,0,Timeout #2 by Los Angeles Chargers,1.520,1.880
1,6:39,3,2,MIN 45,0,0,Melvin Gordon middle for 1 yard (tackle by Everson Griffen),1.880,0.330
1,5:55,4,1,MIN 44,0,0,Mike Scifres punts 37 yards,0.330,0.380
1,5:47,1,10,MIN 7,0,0,Adrian Peterson right tackle for 2 yards (tackle by Kendall Reyes and Patrick Robinson),-0.380,-0.630
1,5:08,2,8,MIN 9,0,0,Teddy Bridgewater pass incomplete short right intended for Adam Thielen (defended by Patrick Robinson),-0.630,-1.190
1,5:02,3,8,MIN 9,0,0,"Teddy Bridgewater pass incomplete deep left intended for Charles Johnson. Penalty on Steve Williams: Defensive Pass Interference, 34 yards (no play)",-1.190,1.800
1,4:57,1,10,MIN 43,0,0,Adrian Peterson right guard for -1 yards (tackle by Melvin Ingram),1.800,1.120
1,4:22,2,11,MIN 42,0,0,Adrian Peterson left end for -2 yards (tackle by Eric Weddle),1.120,0.170
1,3:38,3,13,MIN 40,0,0,Teddy Bridgewater pass complete short right to Kyle Rudolph for 10 yards (tackle by Jimmy Wilson),0.170,-0.060
1,3:09,4,3,,0,0,"Jeff Locke punts 30 yards, fair catch by Keenan Allen",-0.060,-0.280
1,3:02,1,10,SDG 20,0,0,Philip Rivers pass incomplete short right intended for Melvin Gordon,0.280,-0.270
1,3:00,2,10,SDG 20,0,0,Philip Rivers pass incomplete deep left intended for Keenan Allen (defended by Xavier Rhodes),-0.270,-0.960
1,2:55,3,10,SDG 20,0,0,"Philip Rivers sacked by Anthony Barr for -5 yards. Philip Rivers fumbles (forced by Anthony Barr), recovered by Captain Munnerlyn at SDG-13",-0.960,-4.710
1,2:46,1,10,SDG 13,0,0,Adrian Peterson middle for 6 yards (tackle by Melvin Ingram),4.710,5.150
1,2:03,2,4,SDG 7,0,0,Adrian Peterson right guard for 1 yard (tackle by Jimmy Wilson and Manti Te'o),5.150,4.560
1,1:25,3,3,SDG 6,0,0,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph,4.560,3.010
1,1:19,4,3,SDG 6,0,3,Blair Walsh 24 yard field goal good,3.010,3.000
1,1:19,,,MIN 35,0,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
1,1:15,1,10,SDG 20,0,3,Melvin Gordon right end for 7 yards (tackle by Eric Kendricks and Andrew Sendejo),0.280,0.680
1,0:40,2,3,SDG 27,0,3,Philip Rivers pass complete short middle to Keenan Allen for 16 yards (tackle by Harrison Smith),0.680,1.800
1,0:18,1,10,SDG 43,0,3,Melvin Gordon middle for 2 yards (tackle by Harrison Smith),1.800,1.520
Quarter,Time,Down,ToGo,Location,SDG,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,SDG 45,0,3,Philip Rivers pass incomplete short middle intended for Branden Oliver,1.520,0.830
2,14:57,3,8,SDG 45,0,3,Philip Rivers pass incomplete short right intended for Keenan Allen,0.830,-0.390
2,14:53,4,8,SDG 45,0,3,"Mike Scifres punts 22 yards, out of bounds",-0.390,-1.140
2,14:44,1,10,MIN 33,0,3,Jerick McKinnon middle for 9 yards (tackle by Melvin Ingram),1.140,1.810
2,14:23,2,1,MIN 42,0,3,Jerick McKinnon right guard for 3 yards (tackle by Kyle Emanuel and Manti Te'o),1.810,1.930
2,13:50,1,10,MIN 45,0,3,Jerick McKinnon left guard for -1 yards (tackle by Patrick Robinson),1.930,1.250
2,13:19,2,11,MIN 44,0,3,Teddy Bridgewater pass complete short right to Jarius Wright for 2 yards (tackle by Steve Williams),1.250,0.830
2,12:36,3,9,MIN 46,0,3,Teddy Bridgewater pass complete deep left to Mike Wallace for 19 yards,0.830,3.250
2,12:15,1,10,SDG 35,0,3,Matt Asiata middle for 2 yards (tackle by Manti Te'o),3.250,2.970
2,11:37,2,8,SDG 33,0,3,Teddy Bridgewater pass complete short right to Adam Thielen for 5 yards (tackle by Manti Te'o),2.970,2.940
2,10:55,3,3,SDG 28,0,3,Teddy Bridgewater pass complete short right to Matt Asiata for 6 yards (tackle by Eric Weddle),2.940,4.110
2,10:27,1,10,SDG 22,0,3,Teddy Bridgewater pass complete short left to Jarius Wright for 17 yards (tackle by Melvin Ingram),4.110,6.060
2,9:53,1,5,SDG 5,0,3,Adrian Peterson middle for 3 yards (tackle by Kendall Reyes and Corey Liuget),6.060,5.720
2,9:09,2,2,SDG 2,0,9,"Adrian Peterson right guard for 2 yards, touchdown",5.720,7.000
2,9:09,,,SDG 2,0,10,Blair Walsh kicks extra point good,0.000,0.000
2,9:09,,,MIN 35,0,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,9:05,1,10,SDG 20,0,10,Philip Rivers pass complete short middle to John Phillips for 8 yards (tackle by Anthony Barr),0.280,0.810
2,8:38,2,2,SDG 28,0,10,Philip Rivers pass complete short middle to Steve Johnson for 1 yard (tackle by Anthony Barr),0.810,0.230
2,7:55,3,1,SDG 29,0,10,David Johnson middle for 2 yards (tackle by Brian Robison and Harrison Smith),0.230,1.000
2,7:09,1,10,SDG 31,0,10,Philip Rivers pass complete short left to John Phillips for 15 yards (tackle by Eric Kendricks),1.000,1.990
2,6:47,1,10,SDG 46,0,10,Danny Woodhead left tackle for 1 yard (tackle by Anthony Barr and Sharrif Floyd),1.990,1.590
2,6:07,2,9,SDG 47,0,10,Philip Rivers pass complete short right to Keenan Allen for 2 yards (tackle by Eric Kendricks and Harrison Smith),1.590,1.160
2,5:22,3,7,SDG 49,0,10,Philip Rivers pass incomplete short right intended for Danny Woodhead,1.160,-0.130
2,5:19,4,7,SDG 49,0,10,"Mike Scifres punts 39 yards, fair catch by Marcus Sherels",-0.130,0.350
2,5:12,1,10,MIN 12,0,10,Adrian Peterson middle for 4 yards (tackle by Donald Butler),-0.350,-0.370
2,4:24,2,6,MIN 16,0,10,Teddy Bridgewater pass incomplete deep right intended for Kyle Rudolph,-0.370,-0.950
2,4:19,3,6,MIN 16,0,10,Teddy Bridgewater pass complete short left to Kyle Rudolph for 4 yards (tackle by Eric Weddle),-0.950,-2.030
2,3:47,4,2,MIN 20,0,10,"Jeff Locke punts 60 yards, returned by Keenan Allen for no gain. Penalty on Dontrelle Inman: Offensive Holding, 10 yards",-2.030,0.380
2,3:34,1,10,SDG 10,0,10,Philip Rivers pass complete short left to Malcom Floyd for 6 yards (tackle by Xavier Rhodes),-0.380,-0.230
2,3:13,2,4,SDG 16,0,10,Melvin Gordon right guard for 4 yards (tackle by Brian Robison),-0.230,0.280
2,2:42,1,10,SDG 20,0,10,Philip Rivers sacked by Everson Griffen for -8 yards,0.280,-1.360
2,2:03,2,18,SDG 12,0,10,Philip Rivers pass incomplete short left intended for Steve Johnson (defended by Everson Griffen),-1.360,-2.360
2,2:00,3,18,SDG 12,0,10,Philip Rivers pass complete deep left to Malcom Floyd for 39 yards,-2.360,2.320
2,1:53,1,10,MIN 49,0,10,Philip Rivers pass complete short left to Keenan Allen for 8 yards (tackle by Eric Kendricks),2.320,2.320
2,1:34,1,10,MIN 49,0,10,Timeout #1 by Minnesota Vikings,2.320,2.860
2,1:34,2,2,MIN 41,0,10,Philip Rivers pass complete short right to Keenan Allen for 7 yards (tackle by Terence Newman),2.860,3.310
2,1:29,1,10,MIN 34,0,10,Philip Rivers pass incomplete deep left intended for Keenan Allen,3.310,2.770
2,1:25,2,10,MIN 34,6,10,"Philip Rivers pass complete deep left to Keenan Allen for 34 yards, touchdown",2.770,7.000
2,1:25,,,MIN 34,7,10,Josh Lambo kicks extra point good,0.000,0.000
2,1:25,,,SDG 35,7,10,"Josh Lambo kicks off 61 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Cordarro Law)",0.000,-0.610
2,1:12,1,10,MIN 25,7,10,Teddy Bridgewater pass complete short right to Matt Asiata for -1 yards (tackle by Adrian Phillips and Eric Weddle),0.610,-0.070
2,0:43,2,11,MIN 24,7,10,Matt Asiata left guard for 8 yards (tackle by Melvin Ingram and Eric Weddle),-0.070,0.300
Quarter,Time,Down,ToGo,Location,SDG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SDG 20,7,10,Philip Rivers pass complete short left to Keenan Allen for 7 yards (tackle by Trae Waynes),0.280,0.680
3,14:19,2,3,SDG 27,7,10,Danny Woodhead right end for -4 yards (tackle by Harrison Smith),0.680,-0.560
3,13:34,3,7,SDG 23,7,10,Philip Rivers sacked by Tom Johnson for -11 yards,-0.560,-2.490
3,12:57,4,18,SDG 12,7,10,"Mike Scifres punts 51 yards, returned by Marcus Sherels for 20 yards (tackle by Darrell Stuckey)",-2.490,-2.720
3,12:44,1,10,SDG 43,7,16,"Adrian Peterson right end for 43 yards, touchdown",2.720,7.000
3,12:44,,,SDG 43,7,17,Blair Walsh kicks extra point good,0.000,0.000
3,12:44,,,MIN 35,7,17,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,12:32,1,10,SDG 20,7,17,Melvin Gordon middle for 9 yards (tackle by Eric Kendricks),0.280,0.950
3,12:03,2,1,SDG 29,7,17,Melvin Gordon middle for 1 yard (tackle by Eric Kendricks),0.950,0.940
3,11:26,1,10,SDG 30,7,17,Melvin Gordon left guard for 3 yards (tackle by Gerald Hodges),0.940,0.800
3,10:48,2,7,SDG 33,7,17,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by Harrison Smith),0.800,0.100
3,10:44,3,7,SDG 33,7,17,Philip Rivers pass complete short left to Danny Woodhead for 2 yards (tackle by Trae Waynes),0.100,-1.040
3,10:10,4,5,SDG 35,7,17,"Mike Scifres punts 46 yards, returned by Marcus Sherels for 5 yards (tackle by Branden Oliver). Penalty on Matt Asiata: Illegal Block Above the Waist, 10 yards",-1.040,0.280
3,10:01,1,10,MIN 14,7,17,Teddy Bridgewater pass incomplete short left intended for Adam Thielen (defended by Melvin Ingram),-0.280,-0.750
3,9:59,2,10,MIN 14,7,17,Adrian Peterson left guard for 2 yards (tackle by Kendall Reyes),-0.750,-1.160
3,9:21,3,8,MIN 16,7,17,Teddy Bridgewater pass complete short left to Jarius Wright for 9 yards,-1.160,0.610
3,8:51,1,10,MIN 25,7,17,Adrian Peterson right tackle for 4 yards (tackle by Steve Williams and Melvin Ingram),0.610,0.600
3,8:19,2,6,MIN 29,7,17,Cordarrelle Patterson right end for 9 yards (tackle by Eric Weddle),0.600,1.470
3,7:40,1,10,MIN 38,7,17,Teddy Bridgewater pass incomplete deep left intended for MyCole Pruitt,1.470,0.920
3,7:33,2,10,MIN 38,7,17,Teddy Bridgewater pass complete short left to Adam Thielen for 11 yards (tackle by Patrick Robinson),0.920,2.190
3,6:51,1,10,MIN 49,7,17,Jerick McKinnon middle for 1 yard (tackle by Melvin Ingram),2.190,1.780
3,6:12,2,9,,7,17,Teddy Bridgewater pass complete short left to Mike Wallace for 17 yards (tackle by Eric Weddle),1.780,3.380
3,5:29,1,10,SDG 33,7,17,Adrian Peterson left tackle for 10 yards (tackle by Patrick Robinson),3.380,4.040
3,4:49,1,10,SDG 23,7,17,Adrian Peterson right end for 1 yard (tackle by Jimmy Wilson),4.040,3.630
3,4:14,2,9,SDG 22,7,17,Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon. Penalty on Brandon Fusco: Ineligible Downfield Pass (Declined),3.630,3.630
3,4:09,2,9,SDG 22,7,17,Timeout #1 by Minnesota Vikings,3.630,2.940
3,4:09,3,9,SDG 22,7,17,Teddy Bridgewater pass incomplete deep left intended for Mike Wallace,2.940,1.990
3,4:04,4,9,SDG 22,7,17,"Blair Walsh 40 yard field goal good. Penalty on Melvin Ingram: Defensive Holding, 5 yards (no play)",1.990,4.440
3,3:57,1,10,SDG 17,7,17,Adrian Peterson right end for 5 yards (tackle by Jimmy Wilson),4.440,4.690
3,3:33,2,5,SDG 12,7,17,Adrian Peterson left end for 11 yards (tackle by Jeremiah Attaochu),4.690,6.970
3,2:45,1,1,SDG 1,7,23,"Zach Line right guard for 1 yard, touchdown",6.970,7.000
3,2:45,,,SDG 1,7,24,Blair Walsh kicks extra point good,0.000,0.000
3,2:45,,,MIN 35,7,24,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,2:42,1,10,SDG 20,7,24,Melvin Gordon left guard for 13 yards (tackle by Andrew Sendejo),0.280,1.140
3,2:17,1,10,SDG 33,7,24,Philip Rivers pass complete short left to Malcom Floyd for 9 yards (tackle by Trae Waynes),1.140,1.140
3,1:48,1,10,SDG 33,7,24,Timeout #1 by Los Angeles Chargers,1.140,1.810
3,1:48,2,1,SDG 42,7,24,Melvin Gordon right guard for -2 yards (tackle by Everson Griffen),1.810,0.830
3,1:07,3,3,SDG 40,7,24,Philip Rivers pass complete short left to John Phillips for 5 yards (tackle by Gerald Hodges),0.830,1.930
3,0:32,1,10,SDG 45,7,24,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",1.930,1.600
3,0:08,1,15,SDG 40,7,24,Danny Woodhead left tackle for 2 yards (tackle by Anthony Barr and Trae Waynes),1.600,0.980
Quarter,Time,Down,ToGo,Location,SDG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,SDG 42,7,24,Philip Rivers pass incomplete short middle intended for Keenan Allen,0.980,0.300
4,14:56,3,13,SDG 42,7,24,"Philip Rivers pass complete short right to Steve Johnson for 30 yards (tackle by Andrew Sendejo). Penalty on Everson Griffen: Roughing the Passer, 14 yards",0.300,4.650
4,14:24,1,10,MIN 14,7,24,Philip Rivers pass incomplete short left intended for Malcom Floyd,4.650,4.000
4,14:20,2,10,MIN 14,7,24,Philip Rivers pass incomplete short right intended for Malcom Floyd,4.000,3.110
4,14:17,3,10,MIN 14,7,30,"Philip Rivers pass incomplete short middle intended for Steve Johnson is intercepted by Chad Greenway at MIN-9 and returned for 91 yards, touchdown. Penalty on MIN: Unsportsmanlike Conduct, 15 yards",3.110,-7.000
4,13:57,,,SDG 14,7,31,Blair Walsh kicks extra point good,0.000,0.000
4,13:57,,,MIN 20,7,31,"Blair Walsh kicks off 80 yards, muffed catch by Branden Oliver, recovered by Branden Oliver at SD-0, and returned for 19 yards",0.000,-0.150
4,13:51,1,10,SDG 19,7,31,Philip Rivers pass complete short right to Malcom Floyd for 9 yards (tackle by Anthony Barr),0.150,0.880
4,13:25,2,1,SDG 28,7,31,Melvin Gordon middle for 3 yards (tackle by Harrison Smith),0.880,1.000
4,12:51,1,10,SDG 31,7,31,Philip Rivers pass complete short middle to John Phillips for 7 yards (tackle by Eric Kendricks),1.000,1.410
4,12:29,2,3,SDG 38,7,31,Danny Woodhead left guard for 7 yards (tackle by Linval Joseph),1.410,1.930
4,12:01,1,10,SDG 45,7,31,"Philip Rivers pass complete short middle to Danny Woodhead for 9 yards (tackle by Eric Kendricks). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",1.930,1.270
4,11:31,1,20,SDG 35,7,31,Philip Rivers pass complete short right to Keenan Allen for 6 yards (tackle by Eric Kendricks),1.270,0.840
4,10:53,2,14,SDG 41,7,31,Philip Rivers pass incomplete deep middle intended for Malcom Floyd (defended by Trae Waynes),0.840,0.170
4,10:47,3,14,SDG 41,7,31,Philip Rivers pass complete short middle to Danny Woodhead for 8 yards (tackle by Chad Greenway). Penalty on D.J. Fluker: Ineligible Downfield Pass (Declined),0.170,0.170
4,10:30,3,14,SDG 41,7,31,Timeout #2 by Minnesota Vikings,0.170,-0.130
4,10:30,4,6,SDG 49,7,31,Philip Rivers sacked by Sharrif Floyd and Everson Griffen for -4 yards,-0.130,-2.590
4,10:24,1,10,SDG 45,7,31,Jerick McKinnon left guard for 3 yards (tackle by Manti Te'o and Donald Butler),2.590,2.450
4,9:39,2,7,SDG 42,7,31,Jerick McKinnon right guard for 3 yards (tackle by Cordarro Law),2.450,2.150
4,8:53,3,4,SDG 39,7,31,Teddy Bridgewater pass incomplete short right intended for MyCole Pruitt,2.150,2.150
4,8:46,3,4,SDG 39,7,31,Timeout #2 by Los Angeles Chargers,2.150,0.660
4,8:46,4,4,SDG 39,7,31,Jeff Locke punts 28 yards,0.660,0.370
4,8:37,1,10,SDG 11,7,31,Branden Oliver middle for 3 yards (tackle by Robert Blanton),-0.370,-0.530
4,7:58,2,7,SDG 14,7,31,Branden Oliver left end for 3 yards (tackle by Everson Griffen and Shamar Stephen),-0.530,-0.720
4,7:15,3,4,SDG 17,7,31,Kellen Clemens pass complete short right to Keenan Allen for 6 yards (tackle by Terence Newman),-0.720,0.480
4,6:38,1,10,SDG 23,7,31,Kellen Clemens pass complete short left to Keenan Allen for 14 yards (tackle by Trae Waynes),0.480,1.400
4,5:58,1,10,SDG 37,7,31,Kellen Clemens pass incomplete deep left intended for Keenan Allen,1.400,0.860
4,5:53,2,10,SDG 37,7,31,Branden Oliver right guard for 3 yards (tackle by Shamar Stephen and Tom Johnson),0.860,0.560
4,5:07,3,7,SDG 40,7,31,Kellen Clemens pass complete short left to Steve Johnson for 15 yards (tackle by Captain Munnerlyn),0.560,2.590
4,4:22,1,10,MIN 45,7,31,Branden Oliver middle for 3 yards (tackle by Harrison Smith),2.590,2.450
4,3:37,2,7,MIN 42,7,31,Branden Oliver left tackle for 5 yards (tackle by Gerald Hodges),2.450,2.410
4,2:57,3,2,MIN 37,7,31,Branden Oliver middle for 3 yards (tackle by Scott Crichton),2.410,3.310
4,2:09,1,10,MIN 34,7,31,Kellen Clemens pass complete short right to Keenan Allen for 9 yards (tackle by Terence Newman),3.310,3.990
4,2:00,2,1,MIN 25,7,31,Branden Oliver left guard for no gain (tackle by Scott Crichton),3.990,3.270
4,1:18,3,1,MIN 25,7,31,Branden Oliver middle for 6 yards (tackle by Antone Exum),3.270,4.310
4,0:36,1,10,MIN 19,13,31,"Kellen Clemens pass complete deep middle to Keenan Allen for 19 yards, touchdown",4.310,7.000
4,0:36,,,MIN 19,14,31,Josh Lambo kicks extra point good,0.000,0.000
4,0:36,,,SDG 35,14,31,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
4,0:31,1,10,MIN 20,14,31,Teddy Bridgewater kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
