Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
1,,,,BUF 30,0,7,"Rian Lindell kicks off 53 yards, returned by Sam Giguere for 11 yards (tackle by Corey McIntyre)",0.000,0.810
1,9:20,1,10,IND 28,0,7,Peyton Manning pass complete short left to Dallas Clark for 15 yards (tackle by Marcus Stroud and Paul Posluszny),0.810,1.800
1,8:53,1,10,IND 43,0,7,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Jon Corto and Kyle Williams),1.800,1.790
1,8:19,2,6,IND 47,0,7,Peyton Manning pass complete short middle to Dallas Clark for 3 yards (tackle by Paul Posluszny and Jon Corto),1.790,1.490
1,7:44,3,3,,0,7,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Paul Posluszny),1.490,2.520
1,7:01,1,10,BUF 46,0,7,Donald Brown middle for no gain (tackle by Chris Kelsay and Kyle Williams),2.520,1.980
1,6:23,2,10,BUF 46,0,7,Peyton Manning pass complete short middle to Dallas Clark for 8 yards (tackle by Jon Corto),1.980,2.350
1,5:55,3,2,BUF 38,0,7,Peyton Manning pass complete short right to Reggie Wayne for 10 yards (tackle by Paul Posluszny and Cary Harris),2.350,3.710
1,5:25,1,10,BUF 28,0,7,Peyton Manning pass complete short right to Dallas Clark for 17 yards (tackle by Jon Corto and Reggie Corner),3.710,4.840
1,4:47,1,10,BUF 11,0,7,Peyton Manning pass incomplete short middle intended for Reggie Wayne,4.840,4.140
1,4:42,2,10,BUF 11,0,7,Peyton Manning pass complete short right to Dallas Clark for 10 yards (tackle by George Wilson and Paul Posluszny),4.140,6.970
1,3:59,1,1,BUF 1,0,7,Peyton Manning pass incomplete short right intended for Reggie Wayne,6.970,5.910
1,3:56,2,1,BUF 1,6,7,"Mike Hart left guard for 1 yard, touchdown",5.910,7.000
1,,,,BUF 2,7,7,Matt Stover kicks extra point good,0.000,0.000
1,,,,IND 30,7,7,Pat McAfee kicks off 66 yards,0.000,1.600
1,3:51,1,10,BUF 40,7,7,Marshawn Lynch right tackle for no gain (tackle by Eric Foster and Ervin Baldwin),1.600,1.050
1,3:08,2,10,BUF 40,7,7,Ryan Fitzpatrick pass incomplete short left intended for Marshawn Lynch,1.050,0.370
1,3:02,3,10,BUF 40,7,7,Ryan Fitzpatrick pass complete short left to Marshawn Lynch for 2 yards (tackle by Kelvin Hayden),0.370,-0.590
1,2:36,4,8,BUF 42,7,7,Brian Moorman punts 37 yards,-0.590,-0.340
1,2:21,1,10,IND 21,7,7,Peyton Manning pass complete short right to Hank Baskett for 7 yards (tackle by Reggie Corner),0.340,0.750
1,1:53,2,3,IND 28,7,7,Donald Brown left tackle for -4 yards (tackle by Drayton Florence and Ashton Youboty),0.750,-0.490
1,1:10,3,7,IND 24,7,7,Peyton Manning pass complete short left to Austin Collie for 15 yards (tackle by Cary Harris),-0.490,1.530
1,0:34,1,10,IND 39,7,7,Peyton Manning pass complete short middle to Dallas Clark for 6 yards (tackle by Paul Posluszny),1.530,1.800
1,0:00,2,4,IND 45,7,7,Peyton Manning pass complete short right to Reggie Wayne for no gain,1.800,1.090
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,IND 45,7,7,Peyton Manning pass complete short right to Dallas Clark for -7 yards (tackle by Kyle Williams and Jon Corto),1.090,-0.850
2,14:24,4,11,IND 38,7,7,"Pat McAfee punts 38 yards, returned by Roscoe Parrish for -1 yards (tackle by Freddy Keiaho)",-0.850,-0.480
2,14:13,1,10,BUF 23,7,7,Fred Jackson middle for 3 yards (tackle by John Gill and Freddy Keiaho),0.480,0.340
2,13:35,2,7,BUF 26,7,7,"Fred Jackson right tackle for 4 yards (tackle by John Gill and Aaron Francisco). Penalty on Eric Foster: Defensive Offside, 5 yards (no play)",0.340,1.010
2,13:08,2,2,BUF 31,7,7,Fred Jackson middle for 4 yards (tackle by Ramon Humber and Freddy Keiaho),1.010,1.270
2,12:26,1,10,BUF 35,7,7,Fred Jackson left guard for 6 yards (tackle by Philip Wheeler and Jamie Silva),1.270,1.530
2,11:43,2,4,BUF 41,7,7,Ryan Fitzpatrick pass incomplete short left intended for Lee Evans (defended by Jamie Silva),1.530,0.830
2,11:38,3,4,BUF 41,7,7,Ryan Fitzpatrick pass complete short left to Lee Evans for 6 yards (tackle by Kelvin Hayden and Tim Jennings),0.830,2.060
2,10:52,1,10,BUF 47,7,7,Fred Jackson left guard for 8 yards (tackle by Aaron Francisco),2.060,2.600
2,10:10,2,2,IND 45,7,7,Ryan Fitzpatrick pass incomplete deep right intended for Terrell Owens,2.600,1.880
2,10:03,3,2,IND 45,7,7,Fred Jackson middle for no gain (tackle by Ervin Baldwin and Raheem Brock),1.880,0.270
2,9:22,4,2,IND 45,7,7,Brian Moorman punts 35 yards,0.270,0.380
2,9:13,1,10,IND 10,7,7,Donald Brown right guard for -2 yards (tackle by Kyle Williams and Ryan Denney),-0.380,-0.930
2,8:42,2,12,IND 8,7,7,Donald Brown middle for 2 yards (tackle by Kyle Williams),-0.930,-1.420
2,8:06,3,10,IND 10,7,7,Curtis Painter pass incomplete short right intended for Jacob Tamme,-1.420,-2.490
2,7:58,4,10,IND 10,7,7,"Pat McAfee punts 46 yards, returned by Roscoe Parrish for 5 yards (tackle by Aaron Francisco)",-2.490,-2.190
2,7:48,1,10,BUF 49,7,7,Fred Jackson right guard for 12 yards (tackle by Freddy Keiaho and Ramon Humber),2.190,2.980
2,7:03,1,10,IND 39,7,7,Ryan Fitzpatrick pass complete short right to Jonathan Stupar for 1 yard (tackle by Jamie Silva),2.980,2.580
2,6:21,2,9,IND 38,7,7,Fred Jackson left tackle for 17 yards (tackle by Jacob Lacey),2.580,4.170
2,5:50,1,10,IND 21,7,7,Fred Jackson right guard for no gain (tackle by Ramon Humber and John Gill),4.170,3.630
2,5:08,2,10,IND 21,7,13,"Ryan Fitzpatrick pass complete deep right to Lee Evans for 21 yards, touchdown",3.630,7.000
2,,,,IND 2,7,14,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,7,14,"Rian Lindell kicks off 64 yards, returned by Sam Giguere for 31 yards (tackle by Jon Corto)",0.000,1.400
2,4:54,1,10,IND 37,7,14,Mike Hart right tackle for 1 yard (tackle by Reggie Corner),1.400,0.990
2,4:12,2,9,IND 38,7,14,Curtis Painter pass complete deep middle to Jacob Tamme for 21 yards (tackle by Paul Posluszny and George Wilson),0.990,2.850
2,3:31,1,10,BUF 41,7,14,Curtis Painter pass incomplete short middle intended for Austin Collie,2.850,2.310
2,3:27,2,10,BUF 41,7,14,"Curtis Painter middle for -9 yards. Curtis Painter fumbles, recovered by Chris Kelsay at 50",2.310,-2.260
2,3:16,1,10,,7,14,Fred Jackson left guard for 9 yards (tackle by Daniel Muir and John Gill),2.260,2.930
2,2:35,2,1,IND 41,7,20,"Ryan Fitzpatrick pass complete deep right to Terrell Owens for 41 yards, touchdown",2.930,7.000
2,,,,IND 2,7,21,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,7,21,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
2,2:24,1,10,IND 20,7,21,Curtis Painter pass incomplete deep left intended for Austin Collie is intercepted by Cary Harris at IND-48,0.280,-2.390
2,2:18,1,10,IND 48,7,21,Fred Jackson left guard for 2 yards (tackle by Aaron Francisco and Raheem Brock),2.390,2.120
2,2:00,2,8,IND 46,7,21,Ryan Fitzpatrick pass complete short left to Jonathan Stupar for 8 yards (tackle by Jamie Silva),2.120,3.050
2,1:52,1,10,IND 38,7,21,Ryan Fitzpatrick pass complete short left to Lee Evans for 9 yards (tackle by Jacob Lacey),3.050,3.720
2,1:47,2,1,IND 29,7,21,Fred Jackson left tackle for 3 yards (tackle by Jacob Lacey),3.720,3.840
2,1:19,1,10,IND 26,7,21,Ryan Fitzpatrick pass complete short middle to Joe Klopfenstein for 11 yards (tackle by Freddy Keiaho and Cody Glenn),3.840,4.580
2,1:12,,,,7,21,Timeout #2 by Buffalo Bills,0.000,4.580
2,1:12,1,10,IND 15,7,21,"Fred Jackson right tackle for 2 yards (tackle by Kelvin Hayden). Penalty on Joe Klopfenstein: Offensive Holding, 10 yards",4.580,4.040
2,1:06,1,18,IND 23,7,21,Fred Jackson right guard for 5 yards (tackle by Kelvin Hayden),4.040,3.560
2,0:37,2,13,IND 18,7,21,Ryan Fitzpatrick pass complete short middle to Fred Jackson for 4 yards (tackle by Freddy Keiaho and Raheem Brock),3.560,3.240
2,0:29,,,,7,21,Timeout #3 by Buffalo Bills,0.000,3.240
2,0:29,3,9,IND 14,7,21,"Penalty on Ryan Fitzpatrick: Delay of Game, 5 yards (no play)",3.240,2.790
2,0:29,3,14,IND 19,7,21,"Ryan Fitzpatrick pass complete short right to Fred Jackson for 1 yard (tackle by Ramon Humber). Penalty on Eric Foster: Defensive Offside, 5 yards (no play)",2.790,3.240
2,0:22,3,9,IND 14,7,21,Ryan Fitzpatrick pass incomplete short right intended for Joe Klopfenstein (defended by Jamie Silva),3.240,2.510
2,0:18,4,9,IND 14,7,24,Rian Lindell 31 yard field goal good,2.510,3.000
2,,,,BUF 30,7,24,"Rian Lindell kicks off 50 yards, returned by Sam Giguere for 36 yards (tackle by Aaron Maybin)",0.000,2.650
2,0:07,,,,7,24,Timeout #1 by Indianapolis Colts,0.000,2.650
2,0:07,1,10,BUF 44,7,24,Curtis Painter pass incomplete deep left intended for Austin Collie,2.650,2.110
2,0:02,2,10,BUF 44,7,24,Curtis Painter sacked by Kyle Williams for -2 yards,2.110,1.160
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,7,24,"Rian Lindell kicks off 51 yards, returned by Jamie Silva for 19 yards (tackle by Josh Stamer)",0.000,1.470
3,14:52,1,10,IND 38,7,24,Mike Hart left guard for 4 yards (tackle by Paul Posluszny and Chris Kelsay),1.470,1.460
3,14:17,2,6,IND 42,7,24,Curtis Painter pass complete short right to Mike Hart for 9 yards (tackle by Jon Corto and Paul Posluszny),1.460,2.320
3,13:42,1,10,BUF 49,7,24,Mike Hart left tackle for -3 yards (tackle by Aaron Schobel and George Wilson),2.320,1.380
3,13:02,2,13,IND 48,7,24,Curtis Painter pass incomplete short right intended for Hank Baskett,1.380,0.700
3,12:59,3,13,IND 48,7,24,Curtis Painter left tackle for 10 yards (tackle by Drayton Florence),0.700,0.460
3,12:11,4,3,BUF 42,7,24,Curtis Painter pass incomplete short left intended for Sam Giguere,0.460,-1.730
3,12:07,1,10,BUF 42,7,24,Fred Jackson left tackle for 3 yards (tackle by Philip Wheeler),1.730,1.590
3,11:24,2,7,BUF 45,7,24,Fred Jackson left tackle for 2 yards (tackle by John Gill and Jacob Lacey),1.590,1.160
3,10:38,3,5,BUF 47,7,24,Fred Jackson left tackle for 22 yards (tackle by Kelvin Hayden),1.160,3.510
3,9:56,1,10,IND 31,7,24,Fred Jackson right guard for 12 yards (tackle by Philip Wheeler and Jamie Silva),3.510,4.310
3,9:09,1,10,IND 19,7,24,Ryan Fitzpatrick pass incomplete short right intended for Terrell Owens,4.310,3.750
3,9:05,2,10,IND 19,7,24,Fred Jackson right tackle for 4 yards (tackle by Philip Wheeler and Jamie Silva),3.750,3.580
3,8:15,3,6,IND 15,7,24,Fred Jackson right guard for 1 yard (tackle by Fili Moala and Ervin Baldwin),3.580,2.560
3,7:36,4,5,IND 14,7,27,Rian Lindell 33 yard field goal good,2.560,3.000
3,,,,BUF 30,7,27,"Rian Lindell kicks off 59 yards, returned by Sam Giguere for 18 yards (tackle by Ashton Youboty)",0.000,0.870
3,7:24,1,10,IND 29,7,27,Mike Hart left tackle for 15 yards (tackle by Chris Draft and George Wilson),0.870,1.860
3,6:38,1,10,IND 44,7,27,Mike Hart middle for -2 yards (tackle by Paul Posluszny and Aaron Maybin),1.860,1.050
3,5:56,2,12,IND 42,7,27,Curtis Painter pass incomplete short middle intended for Hank Baskett (defended by Reggie Corner),1.050,0.370
3,5:52,3,12,IND 42,7,27,Curtis Painter pass incomplete short left intended for Jacob Tamme,0.370,-0.590
3,5:45,4,12,IND 42,7,27,"Pat McAfee punts 58 yards, touchback",-0.590,-0.280
3,5:34,1,10,BUF 20,7,27,Fred Jackson left guard for 20 yards (tackle by Tim Jennings),0.280,1.600
3,5:06,1,10,BUF 40,7,27,Ryan Fitzpatrick pass incomplete deep right intended for Lee Evans,1.600,1.050
3,4:59,2,10,BUF 40,7,27,Fred Jackson middle for 9 yards (tackle by Ervin Baldwin and Ramon Humber),1.050,1.550
3,4:13,3,1,BUF 49,7,27,Fred Jackson right guard for 5 yards (tackle by Ramon Humber and Eric Foster),1.550,2.520
3,3:30,1,10,IND 46,7,27,"Fred Jackson left tackle for -2 yards (tackle by Ervin Baldwin). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",2.520,1.860
3,3:02,1,20,BUF 44,7,27,Ryan Fitzpatrick pass complete short left to Lee Evans for 13 yards (tackle by Jacob Lacey),1.860,2.380
3,2:20,2,7,IND 43,7,27,Fred Jackson right end for 26 yards (tackle by Kelvin Hayden),2.380,4.440
3,1:50,1,10,IND 17,7,27,Fred Jackson right guard for no gain (tackle by Ervin Baldwin),4.440,3.850
3,1:09,2,10,IND 17,7,27,Fred Jackson left guard for -1 yards (tackle by Freddy Keiaho and Eric Foster),3.850,3.000
3,0:21,3,11,IND 18,7,27,Ryan Fitzpatrick pass incomplete short middle intended for Terrell Owens,3.000,2.250
3,0:18,4,11,IND 18,7,30,Rian Lindell 36 yard field goal good,2.250,3.000
3,,,,BUF 30,7,30,"Rian Lindell kicks off 59 yards, returned by Sam Giguere for 26 yards (tackle by Chris Ellis)",0.000,1.400
3,0:08,1,10,IND 37,7,30,Curtis Painter pass incomplete short right intended for Mike Hart,1.400,0.860
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 37,7,30,Mike Hart left tackle for 10 yards (tackle by Paul Posluszny),0.860,2.060
4,14:19,1,10,IND 47,7,30,Mike Hart middle for 2 yards (tackle by Chris Kelsay),2.060,1.790
4,13:42,2,8,IND 49,7,30,Mike Hart left guard for 5 yards (tackle by Chris Kelsay and Jon Corto),1.790,1.750
4,13:02,3,3,BUF 46,7,30,Curtis Painter pass incomplete deep left intended for Sam Giguere,1.750,0.200
4,12:57,4,3,BUF 46,7,30,"Pat McAfee punts 46 yards, touchback",0.200,-0.280
4,12:48,1,10,BUF 20,7,30,Fred Jackson middle for no gain (tackle by Aaron Francisco and John Gill),0.280,-0.270
4,12:07,2,10,BUF 20,7,30,Ryan Fitzpatrick pass incomplete short middle intended for Jonathan Stupar (defended by Freddy Keiaho),-0.270,-0.960
4,12:03,3,10,BUF 20,7,30,Ryan Fitzpatrick pass complete short left to Terrell Owens for 3 yards (tackle by Tim Jennings),-0.960,-1.830
4,11:21,4,7,BUF 23,7,30,"Brian Moorman punts 47 yards, returned by T.J. Rushing for 11 yards (tackle by Corey McIntyre). Penalty on Josh Stamer: Unnecessary Roughness, 15 yards",-1.830,-2.650
4,11:09,1,10,BUF 44,7,30,Curtis Painter pass incomplete short left intended for Mike Hart,2.650,2.110
4,11:04,2,10,BUF 44,7,30,Mike Hart left guard for -5 yards (tackle by Kyle Williams and Aaron Schobel),2.110,0.760
4,10:22,3,15,BUF 49,7,30,Curtis Painter pass complete short left to Colin Cloherty for 2 yards (tackle by Drayton Florence),0.760,0.130
4,9:49,4,13,BUF 47,7,30,"Pat McAfee punts 35 yards, muffed catch by Roscoe Parrish, recovered by Roscoe Parrish and returned for 3 yards (tackle by Jamie Silva)",0.130,0.220
4,9:38,1,10,BUF 15,7,30,Ryan Fitzpatrick pass complete short left to Terrell Owens for 6 yards (tackle by Jamie Silva),-0.220,0.210
4,8:57,2,4,BUF 21,7,30,Ryan Fitzpatrick right tackle for 7 yards (tackle by Freddy Keiaho),0.210,0.810
4,8:07,1,10,BUF 28,7,30,Fred Jackson right guard for 2 yards (tackle by Philip Wheeler and Cody Glenn),0.810,0.530
4,7:23,2,8,BUF 30,7,30,Ryan Fitzpatrick pass complete short left to Terrell Owens for 15 yards (tackle by Cody Glenn),0.530,1.930
4,6:49,1,10,BUF 45,7,30,Fred Jackson left guard for 5 yards (tackle by Raheem Brock and Jamie Silva),1.930,2.060
4,6:03,2,5,,7,30,Corey McIntyre middle for 4 yards (tackle by Ervin Baldwin and John Gill),2.060,1.880
4,5:17,3,1,IND 46,7,30,Corey McIntyre middle for no gain (tackle by Raheem Brock),1.880,0.200
4,4:34,4,1,IND 46,7,30,"Brian Moorman punts 46 yards, touchback",0.200,-0.280
4,4:26,1,10,IND 20,7,30,Curtis Painter pass complete short middle to Mike Hart for 7 yards (tackle by Jon Corto),0.280,0.680
4,3:59,2,3,IND 27,7,30,Curtis Painter pass incomplete short right intended for Hank Baskett,0.680,-0.030
4,3:56,3,3,IND 27,7,30,Curtis Painter pass incomplete deep right intended for Hank Baskett (defended by Reggie Corner),-0.030,-1.570
4,3:48,4,3,IND 27,7,30,"Pat McAfee punts 48 yards, returned by Roscoe Parrish for 11 yards (tackle by Ramon Humber)",-1.570,-1.330
4,3:37,1,10,BUF 36,7,30,Corey McIntyre left tackle for 3 yards (tackle by Cody Glenn and Ervin Baldwin),1.330,1.200
4,2:52,2,7,BUF 39,7,30,Corey McIntyre middle for 25 yards (tackle by Tim Jennings),1.200,3.180
4,2:00,1,10,IND 36,7,30,"Corey McIntyre left guard for 1 yard (tackle by Eric Foster). Penalty on Eric Foster: Defensive Offside, 5 yards (no play)",3.180,3.910
4,1:54,1,5,IND 31,7,30,Brian Brohm kneels for -1 yards,3.910,3.180
4,1:11,2,6,IND 32,7,30,Brian Brohm kneels for -1 yards,3.180,2.350
4,0:36,3,7,IND 33,7,30,Brian Brohm kneels for -1 yards,2.350,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
