Quarter,Time,Tm,Detail,NOR,TAM
1.0,2:52,Buccaneers,Joey Galloway 7 yard pass from Chris Simms (Matt Bryant kick),0,7
2.0,13:22,Saints,John Carney 25 yard field goal,3,7
,11:25,Buccaneers,Joey Galloway 4 yard pass from Chris Simms (Matt Bryant kick),3,14
,3:36,Saints,Devery Henderson 24 yard pass from Todd Bouman (John Carney kick),10,14
,0:45,Buccaneers,Matt Bryant 46 yard field goal,10,17
4.0,12:06,Saints,John Carney 24 yard field goal,13,17
,7:16,Buccaneers,Matt Bryant 26 yard field goal,13,20
,1:43,Buccaneers,Dewayne White 34 yard defensive fumble return (Matt Bryant kick),13,27
