Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
1,7:51,3,6,NOR 38,0,0,Chris Simms pass complete to Ike Hilliard for 6 yards (tackle by Fred Thomas),2.080,3.450
1,7:51,1,10,NOR 32,0,0,"Penalty on Anthony Becht: False Start, 5 yards (no play)",3.450,3.120
1,6:55,1,15,NOR 37,0,0,Cadillac Williams up the middle for 9 yards (tackle by Colby Bockwoldt and Dwight Smith),3.120,3.440
1,6:17,2,6,NOR 28,0,0,Cadillac Williams left guard for 5 yards (tackle by Josh Bullocks),3.440,3.400
1,5:45,3,1,NOR 23,0,0,Chris Simms up the middle for 2 yards (tackle by T.J. Slaughter),3.400,4.170
1,5:07,1,10,NOR 21,0,0,Cadillac Williams left end for 5 yards (tackle by Dwight Smith),4.170,4.370
1,4:26,,,,0,0,Timeout #2 by Tampa Bay Buccaneers,0.000,4.370
1,4:26,2,5,NOR 16,0,0,Chris Simms pass complete to Joey Galloway for 7 yards (tackle by Dwight Smith),4.370,5.140
1,3:43,1,9,NOR 9,0,0,Cadillac Williams up the middle for 2 yards (tackle by Ronald McKinnon and Dwight Smith),5.140,4.760
1,3:05,2,7,NOR 7,0,0,Chris Simms pass incomplete intended for Mike Alstott (defended by Colby Bockwoldt),4.760,3.810
1,2:58,3,7,NOR 7,0,6,"Chris Simms pass complete to Joey Galloway for 7 yards, touchdown",3.810,7.000
1,,,,NOR 2,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,,,,TAM 30,0,7,"Matt Bryant kicks off 64 yards, returned by Aaron Stecker for 26 yards (tackle by Torrie Cox). Penalty on Willie Whitehead: Offensive Holding, 10 yards",0.000,-0.140
1,2:45,1,10,NOR 16,0,7,Todd Bouman pass complete to Donte' Stallworth for 15 yards (tackle by Derrick Brooks),-0.140,1.000
1,2:07,1,10,NOR 31,0,7,Todd Bouman pass complete to Devery Henderson for 6 yards (tackle by Will Allen),1.000,1.270
1,1:30,2,4,NOR 37,0,7,Antowain Smith left guard for 15 yards (tackle by Dexter Jackson),1.270,2.390
1,0:48,1,10,TAM 48,0,7,Antowain Smith up the middle for 5 yards (tackle by Dexter Jackson and Derrick Brooks),2.390,2.520
1,0:06,2,5,TAM 43,0,7,Aaron Stecker up the middle for 3 yards (tackle by Derrick Brooks and Ronde Barber),2.520,2.210
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,TAM 40,0,7,Todd Bouman pass complete to Zachary Hilton for 29 yards (tackle by Will Allen and Brian Kelly),2.210,4.840
2,14:14,1,10,TAM 11,0,7,Antowain Smith up the middle for 4 yards (tackle by Derrick Brooks and Shelton Quarles),4.840,4.890
2,13:35,2,6,TAM 7,0,7,Todd Bouman pass incomplete intended for Donte' Stallworth,4.890,3.980
2,13:30,3,6,TAM 7,0,7,Todd Bouman pass incomplete intended for Zachary Hilton,3.980,2.980
2,13:26,4,6,TAM 7,3,7,John Carney 25 yard field goal good,2.980,3.000
2,,,,NOR 30,3,7,"Mitch Berger kicks off 67 yards, returned by Michael Pittman for 27 yards (tackle by Jason Craft)",0.000,0.940
2,13:22,1,10,TAM 30,3,7,"Penalty on Rodney Leisle: Encroachment, 5 yards (no play)",0.940,1.670
2,13:15,1,5,TAM 35,3,7,Michael Pittman left guard for 64 yards (tackle by Fred Thomas),1.670,6.970
2,12:14,1,1,NOR 1,3,7,"Mike Alstott left guard for 1 yard. Penalty on Kenyatta Walker: Illegal Formation, 5 yards (no play)",6.970,5.830
2,12:09,1,6,NOR 6,3,7,Mike Alstott up the middle for 2 yards (tackle by Colby Bockwoldt),5.830,5.340
2,11:33,2,4,NOR 4,3,13,"Chris Simms pass complete to Joey Galloway for 4 yards, touchdown",5.340,7.000
2,,,,NOR 2,3,14,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,3,14,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
2,11:25,1,10,NOR 20,3,14,Todd Bouman pass incomplete intended for Zachary Hilton,0.280,-0.270
2,11:19,2,10,NOR 20,3,14,Todd Bouman pass incomplete intended for Joe Horn,-0.270,-0.960
2,11:12,3,10,NOR 20,3,14,Todd Bouman pass complete to Az-Zahir Hakim for 7 yards (tackle by Will Allen),-0.960,-1.570
2,10:42,4,3,NOR 27,3,14,"Mitch Berger punts 60 yards, returned by Mark Jones for 22 yards (tackle by Mel Mitchell)",-1.570,-1.270
2,10:28,1,10,TAM 35,3,14,Chris Simms pass incomplete intended for Alex Smith (defended by Fakhir Brown),1.270,0.720
2,10:22,2,10,TAM 35,3,14,Cadillac Williams up the middle for -2 yards (tackle by Will Smith),0.720,-0.230
2,9:42,3,12,TAM 33,3,14,Chris Simms pass complete to Michael Pittman for 4 yards (tackle by Fred Thomas),-0.230,-0.910
2,9:05,4,8,TAM 37,3,14,"Josh Bidwell punts 41 yards. Penalty on Alfred Fincher: Offensive Holding, 10 yards",-0.910,0.350
2,8:49,1,10,NOR 12,3,14,Antowain Smith left end for -5 yards (tackle by Dewayne White and Shelton Quarles),-0.350,-1.150
2,8:01,2,15,NOR 7,3,14,Aaron Stecker up the middle for 7 yards (tackle by Dewayne White and Shelton Quarles),-1.150,-1.190
2,7:21,3,8,NOR 14,3,14,Todd Bouman pass complete to Donte' Stallworth for 14 yards (tackle by Dewayne White),-1.190,0.810
2,6:39,1,10,NOR 28,3,14,Antowain Smith up the middle for 2 yards (tackle by Will Allen and Derrick Brooks),0.810,0.530
2,6:00,2,8,NOR 30,3,14,Todd Bouman pass complete to Az-Zahir Hakim for 13 yards (tackle by Ronde Barber),0.530,1.800
2,5:23,1,10,NOR 43,3,14,Antowain Smith up the middle for 6 yards (tackle by Ronde Barber and Greg Spires),1.800,2.060
2,4:37,2,4,NOR 49,3,14,"Todd Bouman pass incomplete intended for Devery Henderson. Penalty on Brian Kelly: Defensive Pass Interfere, 27 yards (no play)",2.060,3.970
2,4:30,1,10,TAM 24,3,14,Anthony Thomas right tackle for no gain (tackle by Derrick Brooks and Ryan Nece),3.970,3.430
2,3:50,2,10,TAM 24,3,14,Todd Bouman pass incomplete intended for Anthony Thomas,3.430,2.740
2,3:43,3,10,TAM 24,9,14,"Todd Bouman pass complete to Devery Henderson for 24 yards, touchdown",2.740,7.000
2,,,,TAM 2,10,14,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,10,14,"Mitch Berger kicks off 70 yards, touchback",0.000,0.280
2,3:36,1,10,TAM 20,10,14,Cadillac Williams up the middle for 6 yards (tackle by Willie Whitehead),0.280,0.540
2,3:02,2,4,TAM 26,10,14,Chris Simms pass incomplete intended for Alex Smith,0.540,-0.160
2,2:56,3,4,TAM 26,10,14,Chris Simms pass complete to Michael Pittman for 9 yards (tackle by Josh Bullocks),-0.160,1.270
2,2:28,1,10,TAM 35,10,14,"Cadillac Williams up the middle for no gain (tackle by Dwight Smith). Cadillac Williams fumbles (forced by Dwight Smith), recovered by Sean Mahan at TAM-35",1.270,0.720
2,2:08,2,10,TAM 35,10,14,"Chris Simms for no gain. Chris Simms fumbles, recovered by Chris Simms at TAM-34",0.720,-0.100
2,1:58,3,11,TAM 34,10,14,Chris Simms pass complete to Edell Shepherd for 4 yards (tackle by Dwight Smith). Penalty on Sean Mahan: Offensive Holding (Declined),-0.100,-0.850
2,1:51,4,7,TAM 38,10,14,"Josh Bidwell punts 46 yards, returned by Az-Zahir Hakim for 8 yards (tackle by Barrett Ruud)",-0.850,-0.540
2,1:38,1,10,NOR 24,10,14,Todd Bouman pass complete to Zachary Hilton for 8 yards (tackle by Ronde Barber and Derrick Brooks),0.540,1.080
2,1:19,2,2,NOR 32,10,14,Todd Bouman pass incomplete intended for Az-Zahir Hakim is intercepted by Juran Bolden at NOR-46 and returned for 18 yards,1.080,-3.710
2,1:08,1,10,NOR 28,10,14,Chris Simms pass incomplete intended for Ike Hilliard (defended by Fred Thomas),3.710,3.170
2,1:03,2,10,NOR 28,10,14,Chris Simms pass incomplete intended for Joey Galloway (defended by Josh Bullocks),3.170,2.480
2,0:56,3,10,NOR 28,10,14,Chris Simms pass incomplete intended for Edell Shepherd (defended by Jason Craft),2.480,1.590
2,0:50,,,,10,14,Timeout #1 by New Orleans Saints,0.000,1.590
2,0:50,4,10,NOR 28,10,17,Matt Bryant 46 yard field goal good,1.590,3.000
2,,,,TAM 30,10,17,"Matt Bryant kicks off 72 yards, returned by Aaron Stecker for 30 yards (tackle by Blue Adams). Penalty on Mike Karney: Offensive Holding, 8 yards",0.000,-0.380
2,0:45,1,10,NOR 8,10,17,Todd Bouman kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,10,17,"Mitch Berger kicks off 64 yards, returned by Michael Pittman for 37 yards (tackle by Jason Craft)",0.000,1.800
3,14:52,1,10,TAM 43,10,17,"Cadillac Williams for 21 yards (tackle by Colby Bockwoldt). Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",1.800,1.140
3,14:31,1,20,TAM 33,10,17,Chris Simms pass complete to Michael Pittman for 22 yards (tackle by Josh Bullocks),1.140,2.590
3,13:43,1,10,NOR 45,10,17,Cadillac Williams up the middle for 3 yards (tackle by Charles Grant),2.590,2.450
3,13:02,2,7,NOR 42,10,17,Chris Simms pass incomplete intended for Joey Galloway (defended by Dwight Smith),2.450,1.750
3,12:57,3,7,NOR 42,10,17,Chris Simms sacked by Fred Thomas for -7 yards,1.750,0.000
3,12:40,4,14,NOR 49,10,17,"Josh Bidwell punts 39 yards, fair catch by Az-Zahir Hakim",0.000,0.380
3,12:30,1,10,NOR 10,10,17,Antowain Smith up the middle for 2 yards (tackle by Derrick Brooks and Chris Hovan),-0.380,-0.630
3,11:50,2,8,NOR 12,10,17,Todd Bouman pass complete to Donte' Stallworth for 5 yards (tackle by Brian Kelly),-0.630,-0.600
3,11:08,3,3,NOR 17,10,17,Todd Bouman pass complete to Donte' Stallworth for 13 yards (tackle by Will Allen),-0.600,0.940
3,10:28,1,10,NOR 30,10,17,Antowain Smith up the middle for 2 yards (tackle by Greg Spires),0.940,0.660
3,9:51,2,8,NOR 32,10,17,Todd Bouman pass complete to Aaron Stecker for 3 yards (tackle by Ronde Barber and Dexter Jackson),0.660,0.370
3,9:11,3,5,NOR 35,10,17,Todd Bouman pass complete to Aaron Stecker for -2 yards (tackle by Shelton Quarles and Will Allen),0.370,-1.180
3,8:40,4,7,NOR 33,10,17,"Mitch Berger punts 40 yards, returned by Mark Jones for 2 yards (tackle by Fred McAfee)",-1.180,-0.870
3,8:30,1,10,TAM 29,10,17,Cadillac Williams up the middle for 4 yards (tackle by Will Smith and Brian Young),0.870,0.870
3,7:56,2,6,TAM 33,10,17,Chris Simms pass incomplete intended for Joey Galloway,0.870,0.170
3,7:48,3,6,TAM 33,10,17,Chris Simms pass incomplete intended for Ike Hilliard (defended by Jimmy Verdon). Penalty on Kenyatta Walker: Offensive Holding (Declined),0.170,-1.180
3,7:42,4,6,TAM 33,10,17,"Josh Bidwell punts 48 yards (tackle by Barrett Ruud). Penalty on Fred Booker: Offensive Holding (Offsetting), Penalty on Dewayne White: Unnecessary Roughness (Offsetting)",-1.180,-1.140
3,7:30,1,10,NOR 33,10,17,"Todd Bouman pass incomplete intended for Donte' Stallworth. Penalty on Brian Kelly: Illegal Contact, 5 yards (no play)",1.140,1.470
3,7:23,1,10,NOR 38,10,17,Anthony Thomas left end for no gain (tackle by Ronde Barber and Ryan Nece),1.470,0.920
3,6:43,2,10,NOR 38,10,17,"Todd Bouman pass complete to Aaron Stecker for 1 yard (tackle by Shelton Quarles). Penalty on Montrae Holland: Offensive Holding, 10 yards (no play)",0.920,-0.430
3,6:09,2,20,NOR 28,10,17,Todd Bouman pass complete to Aaron Stecker for 11 yards (tackle by Ronde Barber and Derrick Brooks),-0.430,0.370
3,5:24,3,9,NOR 39,10,17,Todd Bouman sacked by Simeon Rice for -1 yards,0.370,-0.850
3,4:59,4,10,NOR 38,10,17,"Mitch Berger punts 41 yards, fair catch by Mark Jones. Penalty on Kalvin Pearson: Offensive Holding, 10 yards",-0.850,0.370
3,4:50,1,10,TAM 11,10,17,"Cadillac Williams left guard for -1 yards (tackle by Charles Grant and Terrence Melton). Penalty on Willie Whitehead: Defensive Holding, 5 yards (no play)",-0.370,-0.140
3,4:40,1,10,TAM 16,10,17,Cadillac Williams up the middle for 3 yards (tackle by Willie Whitehead),-0.140,-0.180
3,3:54,2,7,TAM 19,10,17,Cadillac Williams left guard for 3 yards (tackle by Dwight Smith and Charles Grant),-0.180,-0.570
3,3:12,3,4,TAM 22,10,17,Chris Simms pass incomplete intended for Ike Hilliard,-0.570,-1.900
3,3:06,4,4,TAM 22,10,17,"Josh Bidwell punts 49 yards, fair catch by Az-Zahir Hakim",-1.900,-0.870
3,2:56,1,10,NOR 29,10,17,Antowain Smith left end for 2 yards (tackle by Shelton Quarles and Will Allen),0.870,0.600
3,2:10,2,8,NOR 31,10,17,"Todd Bouman pass complete to Az-Zahir Hakim for 5 yards (tackle by Ronde Barber). Penalty on Ronde Barber: Face Mask (15 Yards), 15 yards, Penalty on Greg Spires: Roughing the Passer (Declined)",0.600,2.320
3,1:49,1,10,TAM 49,10,17,Antowain Smith up the middle for 2 yards (tackle by Greg Spires),2.320,2.050
3,1:11,2,8,TAM 47,10,17,"Todd Bouman pass complete to Zachary Hilton for 12 yards (tackle by Ronde Barber). Penalty on Kendyl Jacox: Ineligible Downfield Pas, 5 yards (no play)",2.050,1.380
3,0:37,,,,10,17,Timeout #1 by New Orleans Saints,0.000,1.380
3,0:35,2,13,NOR 48,10,17,Todd Bouman pass complete to Az-Zahir Hakim for 18 yards (tackle by Dexter Jackson),1.380,3.310
Quarter,Time,Down,ToGo,Location,NOR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 34,10,17,Todd Bouman pass complete to Donte' Stallworth for 11 yards (tackle by Derrick Brooks and Dexter Jackson),3.310,4.040
4,14:20,1,10,TAM 23,10,17,Antowain Smith up the middle for 3 yards (tackle by Ellis Wyms),4.040,3.900
4,13:42,2,7,TAM 20,10,17,Todd Bouman pass complete to Az-Zahir Hakim for 12 yards (tackle by Derrick Brooks and Ronde Barber),3.900,5.370
4,13:00,1,8,TAM 8,10,17,Todd Bouman pass incomplete intended for Az-Zahir Hakim,5.370,4.570
4,12:55,2,8,TAM 8,10,17,Antowain Smith right guard for 2 yards (tackle by Dewayne White),4.570,4.040
4,12:16,,,,10,17,Timeout #2 by New Orleans Saints,0.000,4.040
4,12:16,3,6,TAM 6,10,17,Todd Bouman pass incomplete intended for Az-Zahir Hakim,4.040,2.990
4,12:11,4,6,TAM 6,13,17,John Carney 24 yard field goal good,2.990,3.000
4,,,,NOR 30,13,17,"Mitch Berger kicks off 65 yards, returned by Michael Pittman for 21 yards (tackle by Alfred Fincher)",0.000,0.670
4,12:00,1,10,TAM 26,13,17,Chris Simms pass incomplete intended for Joey Galloway (defended by Will Smith),0.670,0.130
,,,,,,,"TAM challenged the ruling, and the original play was overturned.",,
4,11:56,2,10,TAM 26,13,17,Cadillac Williams left end for -1 yards (tackle by Terrence Melton and Brian Young),0.130,-0.690
4,11:20,3,11,TAM 25,13,17,Chris Simms pass complete to Joey Galloway for 20 yards (tackle by Josh Bullocks),-0.690,1.930
4,10:42,1,10,TAM 45,13,17,Chris Simms pass complete to Alex Smith for 22 yards (tackle by Fred Thomas),1.930,3.380
4,9:59,1,10,NOR 33,13,17,Cadillac Williams left guard for 6 yards (tackle by T.J. Slaughter and Terrence Melton),3.380,3.650
4,9:24,2,4,NOR 27,13,17,Cadillac Williams left tackle for 14 yards (tackle by Fakhir Brown),3.650,4.710
4,8:48,1,10,NOR 13,13,17,Cadillac Williams up the middle for 6 yards (tackle by Dwight Smith),4.710,5.150
4,8:14,2,4,NOR 7,13,17,Cadillac Williams left guard for -1 yards (tackle by Willie Whitehead and T.J. Slaughter),5.150,4.100
4,7:26,,,,13,17,Timeout #1 by Tampa Bay Buccaneers,0.000,4.100
4,7:26,3,5,NOR 8,13,17,Chris Simms pass incomplete intended for Mike Alstott,4.100,2.970
4,7:21,4,5,NOR 8,13,20,Matt Bryant 26 yard field goal good,2.970,3.000
4,,,,TAM 30,13,20,"Matt Bryant kicks off 62 yards, returned by Aaron Stecker for 24 yards (tackle by Donte Nicholson)",0.000,1.070
4,7:08,1,10,NOR 32,13,20,Todd Bouman pass complete to Anthony Thomas for 2 yards (tackle by Ryan Nece),1.070,0.800
4,6:27,2,8,NOR 34,13,20,Todd Bouman pass complete to Az-Zahir Hakim for 16 yards (tackle by Will Allen),0.800,2.260
4,5:50,1,10,TAM 50,13,20,Anthony Thomas left end for 3 yards (tackle by Ronde Barber),2.260,2.120
4,5:08,2,7,TAM 47,13,20,Anthony Thomas up the middle for 4 yards (tackle by Shelton Quarles),2.120,1.950
4,4:29,3,3,TAM 43,13,20,Todd Bouman pass incomplete intended for Donte' Stallworth,1.950,0.400
4,4:22,4,3,TAM 43,13,20,Todd Bouman sacked by Simeon Rice for -12 yards,0.400,-2.590
4,4:15,1,10,NOR 45,13,20,Cadillac Williams left guard for 1 yard (tackle by Charles Grant),2.590,2.180
4,3:32,2,9,NOR 44,13,20,Cadillac Williams right tackle for no gain (tackle by Ronald McKinnon),2.180,1.490
4,2:48,,,,13,20,Timeout #2 by Tampa Bay Buccaneers,0.000,1.490
4,2:48,3,9,NOR 44,13,20,"Chris Simms pass complete to Joey Galloway for 44 yards. Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",1.490,0.170
4,2:40,3,19,TAM 46,13,20,Cadillac Williams up the middle for 6 yards (tackle by Tony Bryant),0.170,0.070
4,2:34,,,,13,20,Timeout #3 by New Orleans Saints,0.000,0.070
4,2:34,4,13,NOR 48,13,20,"Penalty on Dewayne White: False Start, 5 yards (no play)",0.070,-0.260
4,2:34,4,18,TAM 47,13,20,"Josh Bidwell punts 53 yards, touchback. Penalty on Jameel Cook: Face Mask (15 Yards), 15 yards (no play)",-0.260,-1.240
4,2:25,4,33,TAM 32,13,20,"Josh Bidwell punts 53 yards, returned by Az-Zahir Hakim for 10 yards (tackle by Kalvin Pearson)",-1.240,-0.610
4,2:11,1,10,NOR 25,13,20,Todd Bouman pass complete to Zachary Hilton for 21 yards (tackle by Shelton Quarles),0.610,1.990
4,2:00,1,10,NOR 46,13,20,Todd Bouman pass incomplete intended for Az-Zahir Hakim,1.990,1.450
4,1:55,2,10,NOR 46,13,26,"Todd Bouman sacked by Dewayne White for -8 yards. Todd Bouman fumbles (forced by Dewayne White), recovered by Dewayne White at NOR-34 and returned for 34 yards, touchdown",1.450,-7.000
4,,,,NOR 2,13,27,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,13,27,"Matt Bryant kicks off 43 yards, returned by Lamont Hall for 5 yards (tackle by Marquis Cooper)",0.000,1.070
4,1:37,1,10,NOR 32,13,27,Todd Bouman pass complete to Zachary Hilton for 8 yards (tackle by Derrick Brooks),1.070,1.610
4,1:19,2,2,NOR 40,13,27,Todd Bouman pass complete to Aaron Stecker for 4 yards (tackle by Ronde Barber and Brian Kelly),1.610,1.860
4,0:54,1,10,NOR 44,13,27,Todd Bouman sacked by Greg Spires for -5 yards,1.860,0.640
4,0:23,2,15,NOR 39,13,27,Antowain Smith left tackle for 1 yard (tackle by Derrick Brooks),0.640,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
