Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
1,8:00,1,10,DET 45,0,7,Miles Sanders right end for 5 yards (tackle by Jeff Okudah),2.590,2.720
1,7:26,2,5,DET 40,0,7,Jalen Hurts pass incomplete short left intended for DeVonta Smith,2.720,2.010
1,7:17,3,5,DET 40,0,7,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Jeff Okudah),2.010,0.590
1,7:13,4,5,DET 40,0,7,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Amani Oruwariye),0.590,-1.660
1,7:10,1,10,DET 41,0,7,Jared Goff pass complete short right to Amon-Ra St. Brown for -2 yards (tackle by Marcus Epps),1.660,0.850
1,6:33,2,12,DET 39,0,7,D'Andre Swift right tackle for 6 yards (tackle by Josh Sweat and Darius Slay),0.850,0.960
1,6:02,3,6,DET 45,0,7,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.960,-0.390
1,5:58,4,6,DET 45,0,7,"Jack Fox punts 37 yards, fair catch by Britain Covey at PHI-18",-0.390,-0.040
1,5:51,1,10,PHI 18,0,7,"Penalty on Quez Watkins: False Start, 5 yards (accepted) (no play)",0.040,-0.450
1,5:51,1,15,PHI 13,0,7,Jalen Hurts pass complete short middle to A.J. Brown for 10 yards (tackle by Tracy Walker and Mike Hughes),-0.450,0.210
1,5:09,2,6,PHI 23,0,7,Jalen Hurts pass complete short middle to A.J. Brown for 18 yards (tackle by Tracy Walker),0.210,1.660
1,4:35,1,10,PHI 41,0,7,"Jalen Hurts pass complete to DeVonta Smith for 10 yards. Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted) (no play)",1.660,1.000
1,4:23,1,20,PHI 31,0,7,Jalen Hurts scrambles left end for 3 yards (tackle by Isaiah Buggs),1.000,0.180
1,3:39,2,17,PHI 34,0,7,Jalen Hurts pass complete short right to Miles Sanders for 11 yards (tackle by Jeff Okudah),0.180,0.960
1,2:49,,,,,,Timeout #1 by Philadelphia Eagles,,
1,2:49,3,6,PHI 45,0,7,Jalen Hurts scrambles left end for 10 yards (tackle by Tracy Walker),0.960,2.590
1,2:16,1,10,DET 45,0,7,Jalen Hurts pass complete short left to A.J. Brown for 18 yards (tackle by Amani Oruwariye),2.590,3.780
1,1:36,1,10,DET 27,0,7,Jalen Hurts right end for 2 yards (tackle by Amani Oruwariye),3.780,3.500
1,0:50,2,8,DET 25,0,7,Jalen Hurts pass complete short middle to Kenneth Gainwell for 4 yards (tackle by Malcolm Rodriguez and Alex Anzalone),3.500,3.340
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,DET 21,0,7,Jalen Hurts pass complete short middle to A.J. Brown for 16 yards (tackle by Tracy Walker),3.340,6.060
2,14:34,1,5,DET 5,0,7,Jalen Hurts pass incomplete short middle intended for A.J. Brown (defended by Tracy Walker),6.060,5.150
2,14:30,2,5,DET 5,0,7,Miles Sanders left end for 3 yards (tackle by Austin Bryant),5.150,4.950
2,13:47,3,2,DET 2,0,7,Jalen Hurts right end for 1 yard (tackle by Alex Anzalone and Malcolm Rodriguez),4.950,3.550
2,13:01,4,1,DET 1,6,7,"Jalen Hurts right end for 1 yard, touchdown",3.550,7.000
2,12:56,,,DET 15,7,7,Jake Elliott kicks extra point good,0.000,0.000
2,12:56,,,PHI 35,7,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,12:56,1,10,DET 25,7,7,D'Andre Swift right end for 1 yard (tackle by Jordan Davis),0.610,0.200
2,12:25,2,9,DET 26,7,7,D'Andre Swift up the middle for 2 yards (tackle by T.J. Edwards and Avonte Maddox),0.200,-0.230
2,11:55,3,7,DET 28,7,7,Jared Goff pass incomplete short right intended for DJ Chark,-0.230,-1.500
2,11:50,4,7,DET 28,7,7,"Jack Fox punts 54 yards, returned by Britain Covey for 11 yards (tackle by Will Harris)",-1.500,-0.870
2,11:37,1,10,PHI 29,7,7,Jalen Hurts pass complete short right to Dallas Goedert for 11 yards (tackle by Jeff Okudah and Tracy Walker),0.870,1.600
2,11:06,1,10,PHI 40,7,7,Miles Sanders right tackle for 9 yards (tackle by DeShon Elliott),1.600,2.270
2,10:23,2,1,PHI 49,7,7,Jalen Hurts pass incomplete short left intended for Noah Togiai,2.270,1.550
2,10:17,3,1,PHI 49,7,7,"Penalty on PHI: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",1.550,0.890
2,10:17,3,6,PHI 44,7,7,Jalen Hurts pass incomplete short left,0.890,-0.460
2,10:12,4,6,PHI 44,7,7,"Arryn Siposs punts 46 yards, returned by Kalif Raymond for 12 yards (tackle by Zech McPhearson)",-0.460,-0.410
2,10:04,1,10,DET 22,7,7,Jared Goff pass incomplete short right intended for T.J. Hockenson,0.410,-0.130
2,10:01,2,10,DET 22,7,7,Jared Goff pass incomplete short middle intended for T.J. Hockenson (defended by T.J. Edwards),-0.130,-0.820
2,9:57,3,10,DET 22,7,7,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by C.J. Gardner-Johnson),-0.820,-1.900
2,9:52,4,10,DET 22,7,7,"Jack Fox punts 46 yards, returned by Britain Covey for 2 yards (tackle by Mike Hughes)",-1.900,-1.200
2,9:44,1,10,PHI 34,7,7,Jalen Hurts pass complete short middle to A.J. Brown for 12 yards (tackle by DeShon Elliott and Tracy Walker),1.200,1.990
2,9:16,1,10,PHI 46,7,7,Miles Sanders up the middle for 13 yards (tackle by Jeff Okudah and Tracy Walker),1.990,2.850
2,8:49,1,10,DET 41,7,7,Miles Sanders up the middle for 8 yards (tackle by Charles Harris),2.850,3.390
2,8:26,2,2,DET 33,7,7,Jalen Hurts pass incomplete short left,3.390,2.680
2,8:19,3,2,DET 33,7,7,Jalen Hurts pass complete short left to Dallas Goedert for 27 yards (tackle by DeShon Elliott),2.680,5.830
2,7:59,1,6,DET 6,7,7,Jalen Hurts pass incomplete,5.830,4.950
2,7:52,2,6,DET 6,7,7,"Penalty on Jalen Hurts: Delay of Game, 5 yards (accepted) (no play)",4.950,4.020
2,7:52,2,11,DET 11,7,7,Miles Sanders for 1 yard (no play),4.020,4.950
2,7:46,2,6,DET 6,7,7,Jalen Hurts left end for 5 yards (tackle by Alex Anzalone),4.950,5.170
2,7:38,3,1,DET 1,13,7,"Miles Sanders right tackle for 1 yard, touchdown",5.170,7.000
2,7:34,,,DET 15,14,7,Jake Elliott kicks extra point good,0.000,0.000
2,7:34,,,PHI 35,14,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,7:34,1,10,DET 25,14,7,Jamaal Williams left tackle for 4 yards (tackle by Milton Williams),0.610,0.600
2,7:01,2,6,DET 29,14,7,"D'Andre Swift right end for no gain. Penalty on T.J. Hockenson: Offensive Holding, 10 yards (accepted) (no play)",0.600,-0.810
2,6:42,2,16,DET 19,20,7,"Jared Goff pass short left (defended by Kyzir White) intended for T.J. Hockenson is intercepted by James Bradberry at DET-27 and returned for 27 yards, touchdown",-0.810,-7.000
2,6:26,,,DET 15,21,7,Jake Elliott kicks extra point good,0.000,0.000
2,6:26,,,PHI 35,21,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,6:26,1,10,DET 25,21,7,Jamaal Williams right tackle for 1 yard (tackle by Kyzir White),0.610,0.200
2,5:55,2,9,DET 26,21,7,Jared Goff pass complete short right to DJ Chark for 4 yards (tackle by Darius Slay),0.200,0.040
2,5:20,3,5,DET 30,21,7,Jared Goff pass complete deep left to Josh Reynolds for 28 yards (tackle by Marcus Epps),0.040,2.790
2,4:40,1,10,PHI 42,21,7,Jared Goff pass incomplete deep right intended for DJ Chark,2.790,2.240
2,4:34,2,10,PHI 42,21,7,D'Andre Swift left tackle for 13 yards (tackle by Marcus Epps),2.240,3.640
2,3:59,1,10,PHI 29,21,7,Jared Goff pass complete short middle to Amon-Ra St. Brown for 13 yards (tackle by Marcus Epps),3.640,4.510
2,3:21,1,10,PHI 16,21,7,Jared Goff pass complete short middle to Jamaal Williams for 2 yards (tackle by T.J. Edwards),4.510,4.210
2,2:45,2,8,PHI 14,21,7,D'Andre Swift left end for 7 yards (tackle by Kyzir White),4.210,4.850
2,2:05,3,1,PHI 7,21,7,Jamaal Williams up the middle for no gain (tackle by Marcus Epps and Jordan Davis),4.850,3.010
2,2:00,4,1,PHI 7,21,13,"D'Andre Swift left end for 7 yards, touchdown",3.010,7.000
2,1:55,,,PHI 15,21,14,Austin Seibert kicks extra point good,0.000,0.000
2,1:55,,,DET 35,21,14,"Austin Seibert kicks off 59 yards, returned by Quez Watkins for 16 yards (tackle by Josh Woods and Derrick Barnes)",0.000,0.410
2,1:51,1,10,PHI 22,21,14,Kenneth Gainwell up the middle for 6 yards (tackle by Charles Harris),0.410,0.680
2,1:33,2,4,PHI 28,21,14,Jalen Hurts pass complete short middle to Kenneth Gainwell for 8 yards (tackle by Alex Anzalone),0.680,1.330
2,1:05,1,10,PHI 36,21,14,Jalen Hurts sacked by Tracy Walker for -4 yards,1.330,0.250
2,0:54,,,,,,Timeout #1 by Detroit Lions,,
2,0:54,2,14,PHI 32,21,14,Jalen Hurts scrambles left end for 10 yards (tackle by Charles Harris),0.250,0.890
2,0:44,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:44,3,4,PHI 42,21,14,Jalen Hurts pass complete deep right to A.J. Brown for 54 yards (tackle by Will Harris),0.890,6.280
2,0:19,,,,,,Timeout #2 by Detroit Lions,,
2,0:19,1,4,DET 4,21,14,Miles Sanders left end for -1 yards (tackle by Alex Anzalone and Mike Hughes),6.280,5.150
2,0:14,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:14,2,5,DET 5,21,14,Jalen Hurts pass incomplete short left intended for Kenneth Gainwell,5.150,4.260
2,0:11,3,5,DET 5,21,14,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Isaiah Buggs),4.260,3.010
2,0:09,4,5,DET 5,24,14,Jake Elliott 23 yard field goal good,3.010,3.000
2,0:06,,,PHI 35,24,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:06,1,10,DET 25,24,14,Jared Goff kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,24,14,"Austin Seibert kicks off 64 yards, returned by Quez Watkins for 17 yards (tackle by Tracy Walker and Kerby Joseph)",0.000,0.040
3,14:53,1,10,PHI 18,24,14,Miles Sanders left tackle for -1 yards (tackle by Charles Harris and Malcolm Rodriguez),0.040,-0.650
3,14:18,2,11,PHI 17,24,14,Jalen Hurts pass complete short left to A.J. Brown for 5 yards (tackle by Amani Oruwariye),-0.650,-0.680
3,13:33,3,7,PHI 22,24,14,Jalen Hurts pass complete short right to A.J. Brown for 10 yards (tackle by Jeff Okudah),-0.680,1.070
3,13:03,1,10,PHI 32,24,14,Kenneth Gainwell up the middle for 7 yards (tackle by Alex Anzalone),1.070,1.470
3,12:40,2,3,PHI 39,24,14,Kenneth Gainwell up the middle for 1 yard (tackle by Charles Harris and Aidan Hutchinson),1.470,0.890
3,11:57,3,2,PHI 40,24,14,Jalen Hurts pass complete short right to Zach Pascal for 7 yards (tackle by Derrick Barnes),0.890,2.060
3,11:34,,,,,,Timeout #1 by Detroit Lions,,
3,11:34,1,10,PHI 47,24,14,"Miles Sanders for 24 yards (tackle by Tracy Walker and Jeff Okudah). Penalty on Alex Anzalone: Unnecessary Roughness / Defense, 15 yards (accepted)",2.060,4.650
3,11:09,1,10,DET 14,24,14,Jalen Hurts scrambles right tackle for 8 yards (tackle by Malcolm Rodriguez),4.650,5.470
3,10:47,2,2,DET 6,24,14,Kenneth Gainwell up the middle for 4 yards (tackle by Tracy Walker),5.470,6.740
3,10:29,1,2,DET 2,30,14,"Kenneth Gainwell left tackle for 2 yards, touchdown",6.740,7.000
3,10:21,,,DET 15,31,14,Jake Elliott kicks extra point good,0.000,0.000
3,10:21,,,PHI 35,31,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,10:21,1,10,DET 25,31,14,Jared Goff pass complete short right to T.J. Hockenson for 2 yards (tackle by C.J. Gardner-Johnson),0.610,0.330
3,9:45,2,8,DET 27,31,14,Jamaal Williams left end for -2 yards (tackle by Haason Reddick),0.330,-0.620
3,9:05,3,10,DET 25,31,14,D'Andre Swift up the middle for 16 yards (tackle by James Bradberry),-0.620,1.660
3,8:33,1,10,DET 41,31,14,Jamaal Williams up the middle for 2 yards (tackle by Fletcher Cox),1.660,1.390
3,7:58,2,8,DET 43,31,14,Jared Goff pass incomplete short left intended for Jamaal Williams,1.390,0.700
3,7:49,3,8,DET 43,31,14,"Penalty on Fletcher Cox: Encroachment, 5 yards (accepted) (no play)",0.700,1.360
3,7:49,3,3,DET 48,31,14,Jared Goff pass complete short left to DJ Chark for 13 yards (tackle by C.J. Gardner-Johnson),1.360,2.980
3,7:19,1,10,PHI 39,31,14,Jared Goff pass incomplete deep right intended for Kalif Raymond,2.980,2.440
3,7:10,2,10,PHI 39,31,14,Jared Goff pass complete short left to T.J. Hockenson for 16 yards (tackle by Marcus Epps),2.440,4.040
3,6:23,1,10,PHI 23,31,14,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown,4.040,3.500
3,6:18,2,10,PHI 23,31,14,D'Andre Swift up the middle for 3 yards (tackle by C.J. Gardner-Johnson),3.500,3.200
3,5:45,3,7,PHI 20,31,14,Jared Goff scrambles left end for 10 yards (tackle by T.J. Edwards),3.200,4.910
3,5:00,1,10,PHI 10,31,14,Jamaal Williams left tackle for 6 yards (tackle by Javon Hargrave and Marcus Epps),4.910,5.340
3,4:22,2,4,PHI 4,31,14,Jared Goff pass incomplete short middle intended for Josh Reynolds,5.340,4.490
3,4:14,3,4,PHI 4,31,20,"Jared Goff pass complete short left to Amon-Ra St. Brown for 4 yards, touchdown",4.490,7.000
3,4:09,,,PHI 15,31,21,Austin Seibert kicks extra point good,0.000,0.000
3,4:09,,,DET 35,31,21,"Austin Seibert kicks onside 14 yards, returned by Zech McPhearson for no gain (tackle by Tracy Walker)",0.000,2.320
3,4:08,1,10,DET 49,31,21,Jalen Hurts scrambles left end for 6 yards (tackle by Amani Oruwariye),2.320,2.590
3,3:30,2,4,DET 43,31,21,Jalen Hurts pass complete short right to A.J. Brown for no gain (tackle by Jeff Okudah),2.590,1.880
3,2:48,3,4,DET 43,31,21,"Jalen Hurts scrambles right tackle for 5 yards (tackle by Tracy Walker). Penalty on Tracy Walker: Unnecessary Roughness / Defense, 15 yards (accepted)",1.880,4.040
3,2:22,1,10,DET 23,31,21,Jalen Hurts pass complete short right to Dallas Goedert for 22 yards (tackle by Jeff Okudah and Charles Harris),4.040,6.970
3,1:45,1,1,DET 1,37,21,"Boston Scott up the middle for 1 yard, touchdown",6.970,7.000
3,1:41,,,DET 15,38,21,Jake Elliott kicks extra point good,0.000,0.000
3,1:41,,,PHI 35,38,21,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,1:41,1,10,DET 25,38,21,D'Andre Swift left tackle for 4 yards (tackle by T.J. Edwards),0.610,0.600
3,1:10,2,6,DET 29,38,21,Jared Goff pass complete deep right to Amon-Ra St. Brown for 29 yards (tackle by Darius Slay),0.600,2.790
3,0:31,1,10,PHI 42,38,21,"Jared Goff pass incomplete intended for Kalif Raymond. Penalty on T.J. Edwards: Defensive Holding, 5 yards (accepted) (no play)",2.790,3.120
3,0:21,1,10,PHI 37,38,21,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,3.120,2.570
3,0:18,2,10,PHI 37,38,21,"Jared Goff pass complete short left to T.J. Hockenson for 11 yards (tackle by C.J. Gardner-Johnson) PHI challenged the pass completion ruling, and the play was upheld.",2.570,3.840
Quarter,Time,Down,ToGo,Location,PHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 26,38,21,Jared Goff pass complete short left to D'Andre Swift for 25 yards (tackle by T.J. Edwards and James Bradberry),3.840,6.970
4,14:22,1,1,PHI 1,38,27,"Jamaal Williams up the middle for 1 yard, touchdown",6.970,7.000
4,14:16,,,PHI 15,38,28,Austin Seibert kicks extra point good,0.000,0.000
4,14:16,,,,,,Timeout #2 by Philadelphia Eagles,,
4,14:16,,,DET 35,38,28,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,14:16,1,10,PHI 25,38,28,Jalen Hurts pass complete short right to A.J. Brown for 12 yards (tackle by Charles Harris),0.610,1.400
4,13:46,1,10,PHI 37,38,28,Miles Sanders left tackle for 3 yards (tackle by Isaiah Buggs),1.400,1.260
4,13:00,2,7,PHI 40,38,28,"Penalty on Jalen Hurts: Delay of Game, 5 yards (accepted) (no play)",1.260,0.590
4,12:57,2,12,PHI 35,38,28,Jalen Hurts pass incomplete short right intended for DeVonta Smith,0.590,-0.100
4,12:51,3,12,PHI 35,38,28,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Austin Bryant),-0.100,-1.040
4,12:47,4,12,PHI 35,38,28,"Arryn Siposs punts 48 yards, returned by Kalif Raymond for 3 yards (tackle by Zech McPhearson)",-1.040,-0.280
4,12:37,1,10,DET 20,38,28,D'Andre Swift up the middle for 18 yards (tackle by Marcus Epps),0.280,1.470
4,12:01,1,10,DET 38,38,28,Jared Goff pass complete short left to Amon-Ra St. Brown for 7 yards (tackle by Josh Sweat),1.470,1.800
4,11:36,2,4,DET 45,38,28,Jared Goff pass incomplete deep right intended for Josh Reynolds,1.800,1.090
4,11:30,3,4,DET 45,38,28,"Jared Goff aborted snap, recovered by Jared Goff at DET-39 and returned for 6 yards Jared Goff sacked by and Fletcher Cox for -10 yards and Brandon Graham for -10 yards",1.090,-1.040
4,10:48,4,13,DET 35,38,28,"Jack Fox punts 48 yards, fair catch by Britain Covey at PHI-17",-1.040,0.060
4,10:41,1,10,PHI 17,38,28,Jalen Hurts right end for 2 yards (tackle by Juju Hughes),-0.060,-0.250
4,10:05,2,8,PHI 19,38,28,Jalen Hurts pass complete short left to Miles Sanders for -2 yards (tackle by Malcolm Rodriguez),-0.250,-1.250
4,9:18,3,10,PHI 17,38,28,"Jalen Hurts pass incomplete deep left intended for DeVonta Smith. Penalty on Lane Johnson: Ineligible Downfield Pass, 5 yards (offset) . Penalty on Jeff Okudah: Defensive Pass Interference, 15 yards (offset) (no play)",-1.250,-1.250
4,9:09,3,10,PHI 17,38,28,Jalen Hurts scrambles right tackle for 2 yards (tackle by John Cominsky and Alex Anzalone),-1.250,-2.140
4,8:06,4,8,PHI 19,38,28,"Arryn Siposs punts 43 yards, returned by Kalif Raymond for no gain (tackle by Kyron Johnson and Patrick Johnson). Penalty on Kerby Joseph: Offensive Holding, 10 yards (accepted)",-2.140,-0.810
4,8:19,1,10,DET 28,38,28,Jared Goff pass complete short right to Amon-Ra St. Brown for 5 yards (tackle by T.J. Edwards),0.810,0.940
4,7:49,2,5,DET 33,38,28,D'Andre Swift up the middle for 1 yard (tackle by Milton Williams),0.940,0.370
4,7:14,3,4,DET 34,38,28,Jared Goff pass complete short middle to DJ Chark for 13 yards (tackle by Darius Slay),0.370,2.060
4,6:39,1,10,DET 47,38,28,D'Andre Swift right tackle for no gain (tackle by Marlon Tuipulotu and Haason Reddick),2.060,1.520
4,6:11,2,10,DET 47,38,28,Jared Goff pass complete short right to Amon-Ra St. Brown for 5 yards (tackle by Avonte Maddox),1.520,1.490
4,5:21,3,5,PHI 48,38,28,Jared Goff pass complete short right to D'Andre Swift for 7 yards (tackle by T.J. Edwards),1.490,2.850
4,5:02,1,10,PHI 41,38,28,Jared Goff pass incomplete deep left intended for DJ Chark,2.850,2.310
4,4:52,2,10,PHI 41,38,28,Jared Goff pass incomplete deep left intended for Kalif Raymond,2.310,1.620
4,4:48,3,10,PHI 41,38,28,"Jared Goff pass incomplete intended for T.J. Hockenson. Penalty on C.J. Gardner-Johnson: Defensive Pass Interference, 11 yards (accepted) (no play)",1.620,3.580
4,4:44,1,10,PHI 30,38,28,D'Andre Swift up the middle for 5 yards (tackle by Josh Sweat),3.580,3.710
4,4:22,2,5,PHI 25,38,28,Jared Goff pass complete short right to Amon-Ra St. Brown for 3 yards (tackle by Kyzir White),3.710,3.400
4,3:57,3,2,PHI 22,38,34,"Jared Goff pass complete deep right to DJ Chark for 22 yards, touchdown",3.400,7.000
4,3:51,,,PHI 15,38,35,Austin Seibert kicks extra point good,0.000,0.000
4,3:51,,,DET 35,38,35,"Austin Seibert kicks off 51 yards, returned by Quez Watkins for 5 yards (tackle by Chris Board)",0.000,0.150
4,3:49,1,10,PHI 19,38,35,Miles Sanders right tackle for 3 yards (tackle by Alim McNeill and Isaiah Buggs),0.150,0.070
4,3:09,2,7,PHI 22,38,35,Miles Sanders up the middle for 5 yards (tackle by Jeff Okudah),0.070,-0.030
4,2:27,3,2,PHI 27,38,35,Miles Sanders left tackle for 24 yards (tackle by Jeff Okudah),-0.030,2.320
4,2:00,1,10,DET 49,38,35,Boston Scott left tackle for 1 yard (tackle by Alex Anzalone),2.320,1.980
4,1:55,,,,,,Timeout #2 by Detroit Lions,,
4,1:55,2,8,DET 48,38,35,Boston Scott left tackle for 8 yards (tackle by DeShon Elliott),1.980,2.280
4,1:50,,,,,,Timeout #3 by Detroit Lions,,
4,1:50,3,1,DET 40,38,35,Boston Scott right end for no gain (tackle by Malcolm Rodriguez),2.280,0.590
4,1:09,4,1,DET 40,38,35,Jalen Hurts up the middle for 1 yard (tackle by Derrick Barnes),0.590,2.980
4,0:50,1,10,DET 39,38,35,"Penalty on PHI: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",2.980,2.650
4,0:37,1,15,DET 44,38,35,Jalen Hurts kneels for -1 yards,2.650,1.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
