Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2,6:55,3,2,SEA 26,0,3,"Dak Prescott right tackle for 1 yard (tackle by Jarran Reed). Penalty on Geoff Swaim: Illegal Crackback, 15 yards (no play)",3.140,1.160
2,6:34,3,17,SEA 41,0,3,Dak Prescott pass complete short right to Rod Smith for 8 yards (tackle by Justin Coleman),1.160,1.150
2,5:53,4,9,SEA 33,0,6,Dan Bailey 51 yard field goal good,1.150,3.000
2,5:48,,,DAL 35,0,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,5:48,1,10,SEA 25,0,6,Russell Wilson pass incomplete (defended by Tyrone Crawford),0.610,0.060
2,5:44,2,10,SEA 25,0,6,Mike Davis middle for 5 yards (tackle by Anthony Hitchens),0.060,0.040
2,5:05,3,5,SEA 30,0,6,Russell Wilson sacked by Demarcus Lawrence for -22 yards,0.040,-2.490
2,4:21,4,27,SEA 8,0,6,"Jon Ryan punts 47 yards, returned by Ryan Switzer for 5 yards (tackle by Paul Dawson). Penalty on Kyle Wilber: Unsportsmanlike Conduct, 15 yards",-2.490,-1.270
2,4:10,1,10,DAL 35,0,6,"Dak Prescott pass complete short right to Dez Bryant for 7 yards (tackle by Byron Maxwell). Dez Bryant fumbles (forced by Byron Maxwell), recovered by K.J. Wright at DAL-43 (tackle by James Hanna)",1.270,-2.720
2,4:02,1,10,DAL 43,0,6,Russell Wilson pass complete short middle to Mike Davis for 12 yards (tackle by Anthony Hitchens and Chidobe Awuzie),2.720,3.510
2,3:22,1,10,DAL 31,0,6,Thomas Rawls left tackle for 6 yards (tackle by Sean Lee and Damien Wilson),3.510,3.780
2,2:47,2,4,DAL 25,0,6,Russell Wilson left end for 14 yards (tackle by Jeff Heath),3.780,4.840
2,2:05,1,10,DAL 11,0,6,"Russell Wilson pass incomplete short left intended for Jimmy Graham. Penalty on Jourdan Lewis: Defensive Pass Interference, 10 yards, Penalty on Demarcus Lawrence: Defensive Offside (Declined) (no play)",4.840,6.970
2,1:58,1,1,DAL 1,0,6,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Russell Wilson at DAL-3",6.970,0.000
2,1:42,,,,,,Timeout #1 by Dallas Cowboys,0.000,-5.530
2,1:42,2,3,DAL 3,6,6,"Russell Wilson pass complete short left to Jimmy Graham for 3 yards, touchdown",5.530,7.000
2,1:38,,,DAL 15,7,6,Blair Walsh kicks extra point good,0.000,0.000
2,1:38,,,SEA 35,7,6,"Blair Walsh kicks off 65 yards, returned by Ryan Switzer for 18 yards (tackle by Paul Dawson)",0.000,-0.040
2,1:34,1,10,DAL 18,7,6,Dak Prescott pass complete short right to Terrance Williams for 4 yards (tackle by Byron Maxwell),0.040,0.140
2,1:13,2,6,DAL 22,7,6,Dak Prescott pass complete short middle to Ezekiel Elliott for 4 yards (tackle by K.J. Wright and Frank Clark),0.140,-0.140
2,0:47,3,2,DAL 26,7,6,"Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",-0.140,1.000
2,0:45,1,10,DAL 31,7,6,Dak Prescott pass complete short middle to Cole Beasley for 6 yards (tackle by K.J. Wright and Sheldon Richardson),1.000,0.000
2,0:38,,,,,,Timeout #2 by Dallas Cowboys,0.000,-1.270
2,0:38,2,4,DAL 37,7,6,Dak Prescott for 13 yards (tackle by Shaquill Griffin),1.270,2.260
2,0:30,1,10,,7,6,Dak Prescott pass complete short middle to Terrance Williams for 17 yards (tackle by Shaquill Griffin),2.260,0.000
2,0:18,,,,,,Timeout #3 by Dallas Cowboys,0.000,-3.380
2,0:18,1,10,SEA 33,7,6,Dak Prescott pass incomplete short left intended for Jason Witten,3.380,2.840
2,0:13,2,10,SEA 33,7,6,Dak Prescott pass incomplete short left intended for Jason Witten,2.840,2.150
2,0:08,3,10,SEA 33,7,9,Dan Bailey 51 yard field goal good,2.150,3.000
2,0:03,,,DAL 35,7,9,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,0:03,1,10,SEA 25,7,9,Russell Wilson kneels for -2 yards,0.610,-0.210
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,7,9,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,SEA 25,7,9,Mike Davis left guard for 5 yards (tackle by Byron Jones),0.610,0.740
3,14:22,2,5,SEA 30,7,9,Russell Wilson pass complete short middle to Mike Davis for 6 yards (tackle by Sean Lee and Anthony Brown),0.740,1.330
3,13:50,1,10,SEA 36,7,9,Mike Davis right end for -2 yards (tackle by Maliek Collins and Damien Wilson),1.330,0.520
3,13:09,2,12,SEA 34,7,9,Russell Wilson pass complete short right to Mike Davis for -8 yards (tackle by Sean Lee),0.520,-1.220
3,12:40,3,20,SEA 26,7,9,Russell Wilson pass complete short middle to Mike Davis for 8 yards (tackle by Xavier Woods and Sean Lee),-1.220,-1.110
3,12:05,4,12,SEA 34,7,9,"Jon Ryan punts 40 yards, out of bounds",-1.110,-0.670
3,11:59,1,10,DAL 26,7,9,Ezekiel Elliott right end for 3 yards (tackle by Bobby Wagner),0.670,0.540
3,11:29,2,7,DAL 29,13,9,"Dak Prescott pass incomplete short left intended for Ezekiel Elliott is intercepted by Justin Coleman at DAL-30 and returned for 30 yards, touchdown. Penalty on Justin Coleman: Unsportsmanlike Conduct, 15 yards",0.540,-7.000
3,,,,DAL 15,14,9,Blair Walsh kicks extra point good,,
3,11:19,,,SEA 20,14,9,"Blair Walsh kicks off 72 yards, returned by Ryan Switzer for 27 yards (tackle by Delano Hill)",0.000,-1.270
3,11:13,1,10,DAL 35,14,9,Ezekiel Elliott left guard for 1 yard (tackle by Frank Clark),1.270,0.860
3,10:45,2,9,DAL 36,14,9,"Dak Prescott pass incomplete deep right intended for Cole Beasley. Penalty on Justin Coleman: Defensive Pass Interference, 43 yards (no play)",0.860,4.170
3,10:34,1,10,SEA 21,14,9,Dak Prescott sacked by Dion Jordan for -5 yards,4.170,2.950
3,10:02,2,15,SEA 26,14,9,Ezekiel Elliott left guard for 5 yards (tackle by Michael Bennett),2.950,2.940
3,9:20,3,10,SEA 21,14,9,Dak Prescott sacked by Shaquill Griffin for -5 yards,2.940,1.740
3,9:20,4,15,SEA 26,14,9,"Penalty on SEA: Defensive 12 On-field, 5 yards (no play)",1.740,2.060
3,8:41,4,10,SEA 21,14,12,Dan Bailey 39 yard field goal good,2.060,3.000
3,8:36,,,DAL 35,14,12,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
3,8:36,1,10,SEA 25,14,12,Mike Davis right tackle for 5 yards (tackle by Sean Lee and Daniel Ross),0.610,0.740
3,8:12,2,5,SEA 30,14,12,Mike Davis left end for 2 yards (tackle by Anthony Hitchens),0.740,0.300
3,7:31,3,3,SEA 32,14,12,Mike Davis right guard for -1 yards (tackle by Sean Lee and Anthony Hitchens),0.300,-1.310
3,6:54,4,4,SEA 31,14,12,"Penalty on Jeremy Lane: False Start, 5 yards (no play)",-1.310,-1.630
3,6:43,4,9,SEA 26,14,12,"Jon Ryan punts 54 yards, returned by Ryan Switzer for 11 yards (tackle by Luke Willson)",-1.630,-1.000
3,6:31,1,10,DAL 31,14,12,"Penalty on Michael Bennett: Neutral Zone Infraction, 5 yards (no play)",1.000,1.730
3,6:31,1,5,DAL 36,14,12,Ezekiel Elliott right tackle for 2 yards (tackle by Bradley McDougald),1.730,1.410
3,5:57,2,3,DAL 38,14,12,Ezekiel Elliott left end for 2 yards (tackle by Bobby Wagner),1.410,0.960
3,5:18,3,1,DAL 40,14,12,Ezekiel Elliott right guard for 4 yards (tackle by Earl Thomas),0.960,1.860
3,4:39,1,10,DAL 44,14,12,Dak Prescott pass complete deep left to Dez Bryant for 33 yards,1.860,4.040
3,4:11,1,10,SEA 23,14,12,Ezekiel Elliott middle for -2 yards (tackle by Jarran Reed),4.040,3.230
3,3:32,2,12,SEA 25,14,12,Dak Prescott pass incomplete short middle intended for Dez Bryant is intercepted by K.J. Wright at SEA-20 and returned for 1 yard,3.230,-0.340
3,3:24,1,10,SEA 21,14,12,Russell Wilson pass complete short right to Luke Willson for 1 yard (tackle by Chidobe Awuzie and Datone Jones),0.340,-0.070
3,2:35,2,9,SEA 22,14,12,Russell Wilson pass incomplete short right intended for Mike Davis,-0.070,-0.760
3,2:31,3,9,SEA 22,14,12,Russell Wilson right end for 10 yards (tackle by Sean Lee),-0.760,1.070
3,2:04,1,10,SEA 32,14,12,Russell Wilson right tackle for 3 yards (tackle by Maliek Collins),1.070,0.930
3,1:27,2,7,SEA 35,14,12,Mike Davis left end for no gain (tackle by Damien Wilson),0.930,0.230
3,0:44,3,7,SEA 35,14,12,Russell Wilson pass complete deep left to Doug Baldwin for 20 yards (tackle by Jourdan Lewis),0.230,2.590
3,0:04,1,10,DAL 45,14,12,Russell Wilson pass complete short left to Luke Willson for 8 yards (tackle by Sean Lee),2.590,3.120
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,DAL 37,14,12,Thomas Rawls middle for 15 yards (tackle by Jeff Heath),3.120,4.110
4,14:26,1,10,DAL 22,14,12,Thomas Rawls middle for no gain (tackle by Tyrone Crawford),4.110,3.560
4,13:48,2,10,DAL 22,14,12,"Tyler Lockett right end for 2 yards (tackle by Chidobe Awuzie and Byron Jones). Penalty on Chidobe Awuzie: Face Mask (15 Yards), 10 yards",3.560,4.910
4,13:22,1,10,DAL 10,14,12,Thomas Rawls middle for 4 yards (tackle by Sean Lee),4.910,4.950
4,12:48,2,6,DAL 6,14,12,"Russell Wilson pass incomplete short right intended for Doug Baldwin. Penalty on Chidobe Awuzie: Defensive Pass Interference, 5 yards (no play)",4.950,6.970
4,12:40,1,1,DAL 1,14,12,Thomas Rawls middle for -5 yards (tackle by Datone Jones),6.970,4.950
4,12:05,2,6,DAL 6,20,12,"Russell Wilson pass complete short left to Doug Baldwin for 6 yards, touchdown",4.950,7.000
4,11:59,,,DAL 15,21,12,Blair Walsh kicks extra point good,0.000,0.000
4,11:59,,,SEA 35,21,12,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,11:59,1,10,DAL 25,21,12,Dak Prescott pass complete short right to Jason Witten for 6 yards (tackle by Byron Maxwell),0.610,0.870
4,11:23,2,4,DAL 31,21,12,Dak Prescott pass complete short middle to Jason Witten for 8 yards (tackle by Bobby Wagner),0.870,1.530
4,10:47,1,10,DAL 39,21,12,Ezekiel Elliott left tackle for 5 yards (tackle by K.J. Wright),1.530,1.660
4,10:16,2,5,DAL 44,21,12,Dak Prescott pass incomplete short middle intended for Ezekiel Elliott (defended by K.J. Wright),1.660,0.960
4,10:09,3,5,DAL 44,21,12,Dak Prescott pass complete short right to Rod Smith for 10 yards (tackle by K.J. Wright),0.960,2.520
4,9:39,1,10,SEA 46,21,12,"Dak Prescott pass incomplete deep right intended for Noah Brown. Penalty on Byron Maxwell: Defensive Pass Interference, 29 yards (no play)",2.520,4.440
4,9:33,1,10,SEA 17,21,12,Ezekiel Elliott right tackle for 4 yards (tackle by Bradley McDougald),4.440,4.500
4,8:57,2,6,SEA 13,21,12,Dak Prescott pass complete short middle to Dez Bryant for 3 yards (tackle by Byron Maxwell),4.500,4.340
4,8:25,3,3,SEA 10,21,12,Dak Prescott pass complete short left to Jason Witten for 7 yards (tackle by Earl Thomas),4.340,6.510
4,7:54,1,3,SEA 3,21,12,Dak Prescott left tackle for 1 yard (tackle by Bradley McDougald and Earl Thomas),6.510,5.720
4,7:15,2,2,SEA 2,21,12,"Dak Prescott pass incomplete. Penalty on Jason Witten: Offensive Holding, 10 yards (no play)",5.720,3.860
4,7:07,2,12,SEA 12,21,12,Dak Prescott sacked by Frank Clark for -11 yards,3.860,1.950
4,6:25,3,23,SEA 23,21,12,Dak Prescott pass complete short left to Jason Witten for 7 yards (tackle by Dion Jordan),1.950,2.380
4,5:43,4,16,SEA 16,21,12,Dan Bailey 34 yard field goal no good,2.380,-0.540
4,5:39,1,10,SEA 24,21,12,"Mike Davis left tackle for 4 yards (tackle by Jeff Heath). Penalty on Justin Britt: Offensive Holding, 10 yards (no play)",0.540,-0.500
4,5:07,1,20,SEA 14,21,12,Mike Davis right guard for 4 yards (tackle by Datone Jones and Jaylon Smith),-0.500,-0.910
4,4:22,2,16,SEA 18,21,12,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Chidobe Awuzie),-0.910,-0.560
4,4:15,3,9,SEA 25,21,12,Russell Wilson pass complete short middle to Paul Richardson for 10 yards (tackle by Xavier Woods),-0.560,1.270
,,,,,,,"DAL challenged the first down ruling, and the play was upheld.",,
4,3:47,1,10,SEA 35,21,12,Mike Davis left tackle for -3 yards (tackle by Sean Lee),1.270,0.000
4,3:41,,,,,,Timeout #2 by Dallas Cowboys,0.000,-0.320
4,3:41,2,13,SEA 32,21,12,Russell Wilson left end for no gain (tackle by Jeff Heath),0.320,0.000
4,3:35,,,,,,Timeout #3 by Dallas Cowboys,0.000,0.360
4,3:35,3,13,SEA 32,21,12,Mike Davis left end for -3 yards (tackle by Tyrone Crawford and Sean Lee),-0.360,0.000
4,2:50,,,,,,Timeout #1 by Seattle Seahawks,0.000,1.440
4,2:50,4,16,SEA 29,21,12,"Jon Ryan punts 47 yards, returned by Ryan Switzer for no gain. Penalty on Jeremy Lane: Unnecessary Roughness, 15 yards",-1.440,-1.530
4,2:40,1,10,DAL 39,21,12,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,1.530,0.990
4,2:34,2,10,DAL 39,21,12,Dak Prescott pass incomplete short left intended for Cole Beasley,0.990,0.300
4,2:29,3,10,DAL 39,21,12,Dak Prescott pass complete short right to Ezekiel Elliott for 9 yards (tackle by Byron Maxwell),0.300,-0.190
4,2:21,4,1,DAL 48,21,12,Dak Prescott pass complete short middle to Cole Beasley for 6 yards (tackle by Justin Coleman),-0.190,2.520
4,2:00,1,10,SEA 46,21,12,Dak Prescott sacked by Michael Bennett for -6 yards,2.520,1.170
4,1:36,2,16,DAL 48,21,12,Dak Prescott pass complete short left to Jason Witten for 11 yards (tackle by Bobby Wagner and Justin Coleman),1.170,1.950
4,1:18,3,5,SEA 41,21,12,Dak Prescott pass complete short middle to Ezekiel Elliott for 6 yards (tackle by K.J. Wright),1.950,3.250
4,1:05,1,10,SEA 35,21,12,"Dak Prescott spiked the ball. Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",3.250,3.980
4,1:05,1,5,SEA 30,21,12,Dan Bailey 48 yard field goal no good,3.980,-1.470
4,1:00,1,10,SEA 38,21,12,Russell Wilson kneels for -1 yards,1.470,0.790
4,0:26,2,11,SEA 37,21,12,Russell Wilson kneels for -1 yards,0.790,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
