#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,8:01,CLE 34,9,4:17,65,Interception
2,1,2:54,CLE 32,1,0:10,0,Interception
3,1,2:33,CLE 25,5,2:24,19,Punt
4,2,11:49,CLE 12,3,1:20,3,Punt
5,2,6:12,CLE 10,8,4:25,31,Interception
6,2,1:01,CLE 24,3,1:01,2,End of Half
7,3,15:00,CLE 40,3,1:22,3,Punt
8,3,11:00,CLE 20,8,3:28,56,Field Goal
9,3,5:57,CLE 37,5,1:38,12,Punt
10,3,3:00,CLE 45,7,3:50,55,Touchdown
11,4,9:40,CLE 37,6,1:58,13,Punt
12,4,6:44,NWE 35,2,0:48,35,Touchdown
13,4,0:52,CLE 4,1,0:10,11,Fumble
14,4,0:42,CLE 42,7,0:42,48,Downs
