Quarter,Time,Tm,Detail,DEN,KAN
1.0,1:15,Chiefs,Leonard Pope 2 yard pass from Matt Cassel (Ryan Succop kick),0,7
2.0,1:19,Broncos,Matt Prater 25 yard field goal,3,7
,0:03,Chiefs,Ryan Succop 47 yard field goal,3,10
4.0,13:42,Broncos,Matt Prater 41 yard field goal,6,10
