Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Rob Bironas kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,IND 20,0,0,Donald Brown up the middle for 2 yards (tackle by Sammie Lee Hill),0.280,0.000
1,14:18,2,8,IND 22,0,0,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",0.000,-0.790
1,13:57,2,13,IND 17,0,0,Andrew Luck pass incomplete short left intended for LaVon Brazill (defended by Alterraun Verner),-0.790,-1.510
1,13:52,3,13,IND 17,0,0,"Penalty on Akeem Ayers: Neutral Zone Infraction, 5 yards (no play)",-1.510,-0.690
1,13:52,3,8,IND 22,0,0,Andrew Luck pass incomplete deep right intended for T.Y. Hilton is intercepted by Bernard Pollard at IND-43,-0.690,-2.720
1,13:45,1,10,IND 43,0,0,Chris Johnson up the middle for 3 yards (tackle by Kelvin Sheppard and Aubrayo Franklin),2.720,2.580
1,13:08,2,7,IND 40,0,0,Chris Johnson up the middle for 1 yard (tackle by Vontae Davis),2.580,2.010
1,12:31,3,6,IND 39,0,0,Ryan Fitzpatrick pass incomplete short middle intended for Justin Hunter,2.010,0.660
1,12:25,4,6,IND 39,0,0,"Brett Kern punts 27 yards, fair catch by Chris Rainey",0.660,0.350
1,12:18,1,10,IND 12,0,0,Andrew Luck pass complete short left to T.Y. Hilton for 3 yards (tackle by Sammie Lee Hill),-0.350,-0.500
1,11:43,2,7,IND 15,0,0,Donald Brown for 3 yards (tackle by Zach Brown),-0.500,-0.720
1,11:09,3,4,IND 18,0,0,Andrew Luck pass complete deep left to Coby Fleener for 21 yards,-0.720,1.530
1,10:45,1,10,IND 39,0,0,Andrew Luck pass complete short right to Coby Fleener for 16 yards (tackle by Bernard Pollard),1.530,2.590
1,10:10,1,10,TEN 45,0,0,Donald Brown up the middle for 4 yards (tackle by Zach Brown),2.590,2.580
1,9:28,2,6,TEN 41,0,0,Donald Brown up the middle for 5 yards (tackle by Jurrell Casey),2.580,2.540
1,8:47,3,1,TEN 36,0,0,Andrew Luck pass incomplete short right intended for Stanley Havili,2.540,0.890
1,8:42,4,1,TEN 36,0,0,Trent Richardson up the middle for 1 yard (tackle by Jurrell Casey and Antonio Johnson),0.890,3.250
1,8:08,1,10,TEN 35,0,0,Andrew Luck pass complete short right to Donald Brown for 7 yards (tackle by Jason McCourty),3.250,3.650
1,7:22,2,3,TEN 28,0,0,Donald Brown left end for -4 yards (tackle by George Wilson),3.650,2.410
1,6:50,3,7,TEN 32,0,0,Andrew Luck pass complete short right to Donald Brown for 3 yards (tackle by Bernard Pollard),2.410,1.560
1,6:14,4,4,TEN 29,0,3,Adam Vinatieri 47 yard field goal good,1.560,3.000
1,6:14,,,IND 35,0,3,"Pat McAfee kicks off 71 yards, returned by Leon Washington for 21 yards (tackle by Corey Lynch)",0.000,0.220
1,6:01,1,10,TEN 15,0,3,Ryan Fitzpatrick pass incomplete short left intended for Kendall Wright,-0.220,-0.710
1,5:57,2,10,TEN 15,0,3,Ryan Fitzpatrick pass complete short left to Kendall Wright for 14 yards (tackle by Robert Mathis),-0.710,0.870
1,5:16,1,10,TEN 29,0,3,Chris Johnson right tackle for 5 yards (tackle by Ricky Jean-Francois),0.870,1.000
1,4:45,2,5,TEN 34,0,3,Chris Johnson up the middle for 2 yards (tackle by Pat Angerer),1.000,0.560
1,4:00,3,3,TEN 36,0,3,Ryan Fitzpatrick pass incomplete short middle intended for Kendall Wright,0.560,-0.980
1,3:55,4,3,TEN 36,0,3,"Brett Kern punts 44 yards, returned by Chris Rainey for 18 yards (tackle by Taylor Thompson)",-0.980,-1.470
1,3:42,1,10,IND 38,0,3,Andrew Luck pass complete short left to Darrius Heyward-Bey for 23 yards (tackle by Jason McCourty). Penalty on Lavar Edwards: Defensive Offside (Declined),1.470,2.980
1,3:30,1,10,TEN 39,0,3,"Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey (defended by Alterraun Verner). Penalty on Alterraun Verner: Defensive Pass Interference, 8 yards (no play)",2.980,3.510
1,3:25,1,10,TEN 31,0,3,Trent Richardson left tackle for 1 yard (tackle by Ropati Pitoitua),3.510,3.100
1,2:50,2,9,TEN 30,0,3,Andrew Luck pass incomplete short middle intended for Coby Fleener (defended by George Wilson),3.100,2.410
1,2:45,3,9,TEN 30,0,3,Andrew Luck pass incomplete short left intended for LaVon Brazill (defended by Akeem Ayers),2.410,1.410
1,2:38,4,9,TEN 30,0,6,Adam Vinatieri 48 yard field goal good,1.410,3.000
1,2:38,,,IND 35,0,6,"Pat McAfee kicks off 74 yards, touchback",0.000,-0.280
1,2:33,1,10,TEN 20,0,6,Chris Johnson up the middle for 5 yards (tackle by Darius Butler),0.280,0.410
1,1:56,2,5,TEN 25,0,6,Ryan Fitzpatrick pass complete short left to Delanie Walker for 5 yards (tackle by LaRon Landry),0.410,0.940
1,1:13,1,10,TEN 30,0,6,Ryan Fitzpatrick pass incomplete short middle intended for Delanie Walker (defended by Erik Walden),0.940,0.390
,,,,,,,"TEN challenged the incomplete pass ruling, and the play was upheld.",,
1,1:05,2,10,TEN 30,0,6,Ryan Fitzpatrick pass complete deep right to Nate Washington for 31 yards,0.390,2.980
1,0:39,1,10,IND 39,0,6,Chris Johnson up the middle for 1 yard (tackle by Kelvin Sheppard),2.980,2.580
