0,1
Game Info,Game Info
Won Toss,Broncos
Roof,outdoors
Surface,grass
Duration,2:45
Attendance,76879
Weather,"54 degrees, relative humidity 34%, no wind, wind chill 0"
Vegas Line,San Diego Chargers -1.0
Over/Under,43.5 (over)
