Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3,14:55,1,10,SDG 27,20,3,LaDainian Tomlinson up the middle for 3 yards (tackle by Nate Webster),0.740,0.600
3,14:21,2,7,SDG 30,20,3,Philip Rivers pass complete short middle to LaDainian Tomlinson for 8 yards (tackle by Ian Gold),0.600,1.470
3,13:38,1,10,SDG 38,20,3,Philip Rivers pass complete deep left to Vincent Jackson for 24 yards (tackle by Dre' Bly),1.470,3.050
3,13:06,1,10,DEN 38,20,3,"LaDainian Tomlinson left tackle for 2 yards (tackle by Nick Ferguson). Penalty on Nick Hardwick: Offensive Holding, 10 yards (no play)",3.050,2.390
3,12:42,1,20,DEN 48,20,3,"Penalty on Vincent Jackson: False Start, 5 yards (no play)",2.390,2.060
3,12:22,1,25,SDG 47,20,3,"LaDainian Tomlinson up the middle for -3 yards (tackle by Nate Webster). Penalty on LaDainian Tomlinson: Delay of Game, 5 yards",2.060,-0.600
3,11:51,2,33,SDG 39,20,3,Philip Rivers pass complete deep middle to Vincent Jackson for 45 yards (tackle by Ian Gold),-0.600,4.510
3,11:02,,,,20,3,Timeout #1 by San Diego Chargers,0.000,4.510
3,11:02,1,10,DEN 16,20,3,LaDainian Tomlinson left tackle for 1 yard (tackle by Nick Ferguson),4.510,4.050
3,10:13,2,9,DEN 15,20,3,"Philip Rivers pass incomplete short middle intended for LaDainian Tomlinson (defended by Nate Webster). Penalty on Nate Webster: Defensive Pass Interference, 3 yards (no play)",4.050,4.780
3,10:08,1,10,DEN 12,20,3,LaDainian Tomlinson left tackle for 3 yards (tackle by D.J. Williams),4.780,4.640
3,9:27,2,7,DEN 9,26,3,"Philip Rivers pass complete short right to Antonio Gates for 9 yards, touchdown",4.640,7.000
3,,,,DEN 2,27,3,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,27,3,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
3,9:20,1,10,DEN 20,27,3,Travis Henry up the middle for -1 yards (tackle by Jamal Williams),0.280,-0.460
3,8:47,2,11,DEN 19,27,3,Travis Henry up the middle for 5 yards (tackle by Shaun Phillips),-0.460,-0.430
3,8:09,3,6,DEN 24,27,3,Jay Cutler pass complete short right to Glenn Martinez for 10 yards (tackle by Quentin Jammer),-0.430,1.200
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
3,7:48,1,10,DEN 34,27,3,Jay Cutler pass complete deep left to Tony Scheffler for 18 yards (tackle by Drayton Florence),1.200,2.390
3,7:13,1,10,SDG 48,27,3,Jay Cutler pass complete short right to Brandon Stokley for 14 yards (tackle by Drayton Florence),2.390,3.310
3,6:32,1,10,SDG 34,27,3,Jay Cutler pass incomplete deep middle intended for Brandon Marshall is intercepted by Marlon McCree at SDG-2 and returned for 19 yards (tackle by Travis Henry),3.310,-0.340
3,6:16,1,10,SDG 21,27,3,Michael Turner left guard for 4 yards (tackle by Jarvis Moss),0.340,0.340
3,5:37,2,6,SDG 25,27,3,Michael Turner left tackle for -2 yards (tackle by D.J. Williams),0.340,-0.630
3,4:53,3,8,SDG 23,27,3,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by John Lynch),-0.630,1.330
3,4:10,1,10,SDG 36,27,3,LaDainian Tomlinson up the middle for no gain (tackle by Nate Webster),1.330,0.790
3,3:30,2,10,SDG 36,27,3,Philip Rivers pass complete deep middle to Antonio Gates for 34 yards (tackle by John Lynch),0.790,3.580
3,2:47,1,10,DEN 30,27,3,Philip Rivers for -5 yards (tackle by Elvis Dumervil),3.580,2.360
3,2:07,,,,27,3,Timeout #2 by San Diego Chargers,0.000,2.360
3,2:07,2,15,DEN 35,27,3,LaDainian Tomlinson left tackle for 6 yards (tackle by Dre' Bly),2.360,2.480
3,1:27,3,9,DEN 29,27,3,Philip Rivers pass complete short left to Antonio Gates for 12 yards,2.480,4.440
3,0:58,1,10,DEN 17,27,3,LaDainian Tomlinson left guard for 2 yards (tackle by Nate Webster and Amon Gordon),4.440,4.150
3,0:14,2,8,DEN 15,33,3,"Philip Rivers pass complete short right to Vincent Jackson for 15 yards, touchdown",4.150,7.000
3,,,,DEN 2,34,3,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,34,3,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
3,0:07,1,10,DEN 20,34,3,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Jay Cutler at DEN-18",0.280,-0.630
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,DEN 18,34,3,Jay Cutler up the middle for 5 yards (tackle by Jacques Cesaire),-0.630,-0.560
4,14:19,3,7,DEN 23,34,3,Jay Cutler pass complete short middle to Selvin Young for 2 yards (tackle by Shawne Merriman),-0.560,-1.700
4,13:42,4,5,DEN 25,34,3,Todd Sauerbrun punts 53 yards,-1.700,-0.410
4,13:32,1,10,SDG 22,34,3,Michael Turner left tackle for 2 yards (tackle by Amon Gordon),0.410,0.140
4,12:50,2,8,SDG 24,34,3,Michael Turner up the middle for 1 yard (tackle by Ian Gold),0.140,-0.430
4,12:06,3,7,SDG 25,34,3,Darren Sproles right tackle for 2 yards (tackle by Tim Crowder),-0.430,-1.570
4,11:31,4,5,SDG 27,34,3,Mike Scifres punts no gain,-1.570,-4.110
4,11:19,1,10,SDG 22,34,3,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Matt Wilhelm),4.110,5.060
4,10:56,2,1,SDG 13,34,3,Jay Cutler pass incomplete short middle intended for Brian Clark,5.060,4.390
4,10:52,3,1,SDG 13,34,3,Travis Henry right end for -3 yards (tackle by Eric Weddle and Quentin Jammer). Penalty on Erik Pears: Offensive Holding (Declined),4.390,2.450
4,10:32,4,4,SDG 16,34,3,Jay Cutler right guard for 2 yards (tackle by Clinton Hart and Luis Castillo),2.450,0.280
4,10:26,1,10,SDG 14,34,3,Michael Turner left tackle for 12 yards (tackle by Ian Gold),-0.280,0.670
4,9:56,1,10,SDG 26,40,3,"Michael Turner left end for 74 yards, touchdown",0.670,7.000
4,,,,DEN 2,41,3,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,41,3,"Nate Kaeding kicks off 71 yards, returned by Brian Clark for 26 yards (tackle by Tim Dobbins)",0.000,0.610
4,9:36,1,10,DEN 25,41,3,Jay Cutler pass incomplete short left intended for Brandon Marshall,0.610,0.060
4,9:31,2,10,DEN 25,41,3,Travis Henry up the middle for 2 yards (tackle by Shawne Merriman),0.060,-0.360
4,8:53,3,8,DEN 27,41,3,Jay Cutler pass complete deep middle to Glenn Martinez for 23 yards (tackle by Marlon McCree),-0.360,2.260
4,8:13,1,10,,41,3,"Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Drayton Florence). Penalty on Quentin Jammer: Illegal Contact, 5 yards (no play)",2.260,2.590
4,8:05,1,10,SDG 45,41,3,Jay Cutler pass complete short left to Glenn Martinez for 14 yards (tackle by Quentin Jammer),2.590,3.510
4,7:23,1,10,SDG 31,41,3,Jay Cutler sacked by Stephen Cooper for -8 yards,3.510,1.890
4,6:46,2,18,SDG 39,41,3,Jay Cutler pass incomplete short left intended for Selvin Young (defended by Eric Weddle),1.890,1.220
4,6:42,3,18,SDG 39,41,3,Jay Cutler pass complete short left to Brandon Marshall for 6 yards (tackle by Jacques Cesaire),1.220,1.150
4,6:00,4,12,SDG 33,41,3,Jay Cutler pass incomplete short right intended for Brandon Marshall,1.150,-1.140
4,5:55,1,10,SDG 33,41,3,Lorenzo Neal up the middle for 3 yards (tackle by Elvis Dumervil and D.J. Williams),1.140,1.000
4,5:12,2,7,SDG 36,41,3,Michael Turner up the middle for 1 yard (tackle by Nate Webster),1.000,0.430
4,4:26,3,6,SDG 37,41,3,Michael Turner right guard for 3 yards (tackle by John Engelberger and Marcus Thomas),0.430,-0.720
4,3:41,4,3,SDG 40,41,3,"Mike Scifres punts 60 yards, touchback",-0.720,-0.280
4,3:32,1,10,DEN 20,41,3,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Drayton Florence),0.280,0.810
4,2:54,2,2,DEN 28,41,3,Jay Cutler pass incomplete short right intended for Tony Scheffler (defended by Tim Dobbins),0.810,0.100
4,2:48,3,2,DEN 28,41,3,Jay Cutler pass complete short right to Glenn Martinez for 11 yards (tackle by Eric Weddle),0.100,1.530
4,2:10,1,10,DEN 39,41,3,Travis Henry left end for 11 yards (tackle by Antonio Cromartie),1.530,2.260
4,2:04,1,10,,41,3,Travis Henry right tackle for 3 yards (tackle by Tim Dobbins),2.260,2.120
4,1:57,2,7,SDG 47,41,3,Jay Cutler pass complete short right to Brandon Marshall for 6 yards (tackle by Cletis Gordon),2.120,2.210
4,1:27,,,,41,3,Timeout #3 by San Diego Chargers,0.000,2.210
4,1:27,3,1,SDG 41,41,3,Jay Cutler pass incomplete short right intended for Brandon Marshall,2.210,0.530
4,1:23,4,1,SDG 41,41,3,Jay Cutler pass incomplete deep right intended for Brandon Marshall (defended by Steve Gregory),0.530,-1.730
4,1:16,1,10,SDG 42,41,3,Billy Volek kneels for -1 yards,1.730,1.050
4,0:36,2,11,SDG 41,41,3,Billy Volek kneels for -1 yards,1.050,0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
