Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Kyle Orton pass incomplete deep middle intended for Jabar Gaffney,0.280,-0.270
1,14:52,2,10,DEN 20,0,0,Kyle Orton pass complete short left to Eddie Royal for 9 yards (tackle by Brandon Carr),-0.270,0.230
1,14:26,3,1,DEN 29,0,0,Spencer Larsen middle for 3 yards (tackle by Ron Edwards),0.230,1.070
1,13:52,1,10,DEN 32,0,0,Kyle Orton pass complete deep middle to Brandon Lloyd for 37 yards (tackle by Donald Washington),1.070,3.510
1,13:06,1,10,KAN 31,0,0,Kyle Orton pass incomplete deep left intended for Dan Gronkowski,3.510,2.970
1,13:00,2,10,KAN 31,0,0,Knowshon Moreno middle for 14 yards (tackle by Derrick Johnson),2.970,4.440
1,12:19,1,10,KAN 17,0,0,Kyle Orton pass incomplete deep right intended for Demaryius Thomas,4.440,3.850
1,12:13,2,10,KAN 17,0,6,"Kyle Orton pass complete short left to Knowshon Moreno for 17 yards, touchdown",3.850,7.000
1,,,,KAN 2,0,7,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Matt Prater kicks off 64 yards, returned by Javier Arenas for 22 yards (tackle by Wesley Woodyard)",0.000,0.810
1,11:55,1,10,KAN 28,0,7,Jamaal Charles right tackle for 2 yards (tackle by Joe Mays),0.810,0.530
1,11:22,2,8,KAN 30,0,7,Matt Cassel pass complete short left to Terrance Copper for 12 yards (tackle by Joe Mays),0.530,1.730
1,10:48,1,10,KAN 42,0,7,Jamaal Charles right end for 1 yard (tackle by Darcel McBath),1.730,1.320
1,10:14,2,9,KAN 43,0,7,Thomas Jones left tackle for 2 yards (tackle by Kevin Vickerson),1.320,0.890
1,9:36,3,7,KAN 45,0,7,"Matt Cassel pass complete short left to Jamaal Charles for 18 yards (tackle by Renaldo Hill). Penalty on Jamaal Charles: Illegal Motion, 5 yards (no play)",0.890,0.230
1,9:09,3,12,KAN 40,0,7,Matt Cassel pass incomplete short middle intended for Jamaal Charles,0.230,-0.720
1,9:05,4,12,KAN 40,0,7,"Dustin Colquitt punts 42 yards, fair catch by Eddie Royal",-0.720,-0.040
1,8:56,1,10,DEN 18,0,7,Knowshon Moreno right tackle for 9 yards (tackle by Derrick Johnson),0.040,0.820
1,8:25,2,1,DEN 27,0,7,Kyle Orton pass complete short left to Demaryius Thomas for 13 yards (tackle by Derrick Johnson),0.820,1.600
1,7:51,1,10,DEN 40,0,7,Eddie Royal left end for 19 yards (tackle by Donald Washington),1.600,2.850
1,7:26,1,10,KAN 41,0,7,Kyle Orton pass complete short right to Jabar Gaffney for 8 yards (tackle by Brandon Carr),2.850,3.390
1,6:54,2,2,KAN 33,0,7,Knowshon Moreno middle for 9 yards (tackle by Derrick Johnson),3.390,3.970
1,6:22,1,10,KAN 24,0,7,Kyle Orton pass complete short left to Eddie Royal for 6 yards (tackle by Tamba Hali),3.970,4.290
1,5:45,2,4,KAN 18,0,7,Knowshon Moreno right tackle for 11 yards (tackle by Brandon Flowers),4.290,5.600
1,5:04,1,7,KAN 7,0,7,Knowshon Moreno middle for 1 yard (tackle by Glenn Dorsey),5.600,4.950
1,4:23,2,6,KAN 6,0,13,"Kyle Orton pass complete short middle to Brandon Lloyd for 6 yards, touchdown",4.950,7.000
1,,,,KAN 2,0,14,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,0,14,"Matt Prater kicks off 69 yards, returned by Javier Arenas for 20 yards (tackle by David Bruton)",0.000,0.340
1,4:13,1,10,KAN 21,0,14,Jamaal Charles left end for 3 yards (tackle by D.J. Williams),0.340,0.210
1,4:13,2,7,KAN 24,0,14,Jamaal Charles right tackle for 3 yards (tackle by Jamal Williams),0.210,-0.100
1,2:51,3,4,KAN 27,0,14,Matt Cassel pass incomplete deep right intended for Chris Chambers,-0.100,-1.570
1,2:46,4,4,KAN 27,0,14,"Dustin Colquitt punts 44 yards, returned by Eddie Royal for 18 yards (tackle by Mark Simoneau)",-1.570,-2.060
1,2:34,1,10,DEN 47,0,14,Kyle Orton pass complete short left to Knowshon Moreno for 10 yards (tackle by Eric Berry),2.060,2.720
1,2:01,1,10,KAN 43,0,14,Knowshon Moreno left tackle for 3 yards (tackle by Ron Edwards),2.720,2.580
1,1:27,2,7,KAN 40,0,20,"Kyle Orton pass complete deep middle to Jabar Gaffney for 40 yards, touchdown",2.580,7.000
1,,,,KAN 2,0,21,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,0,21,"Matt Prater kicks off 69 yards, returned by Javier Arenas for 35 yards (tackle by Matt Prater)",0.000,1.330
1,1:10,1,10,KAN 36,0,21,Matt Cassel sacked by Mario Haggan for -8 yards,1.330,-0.290
1,0:43,2,18,KAN 28,0,21,"Matt Cassel pass incomplete short right intended for Chris Chambers. Penalty on Joe Mays: Defensive Pass Interfere, 4 yards (no play)",-0.290,1.070
1,0:39,1,10,KAN 32,0,21,Matt Cassel pass complete short left to Dwayne Bowe for 18 yards (tackle by Champ Bailey),1.070,2.260
1,0:06,1,10,,0,21,Matt Cassel pass complete deep middle to Dwayne Bowe for 16 yards (tackle by Champ Bailey),2.260,3.310
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 34,0,21,Matt Cassel pass complete short left to Dwayne Bowe for 7 yards,3.310,3.720
2,14:44,2,3,DEN 27,0,21,Matt Cassel pass complete short right to Mike Cox for no gain,3.720,3.010
2,14:06,3,3,DEN 27,0,21,Matt Cassel sacked by Mario Haggan for -7 yards,3.010,1.060
2,13:24,4,10,DEN 34,0,21,Ryan Succop 52 yard field goal no good,1.060,-1.730
2,13:17,1,10,DEN 42,0,21,Knowshon Moreno left guard for 9 yards (tackle by Derrick Johnson),1.730,2.400
2,12:43,2,1,KAN 49,0,21,Knowshon Moreno left end for 11 yards (tackle by Jovan Belcher),2.400,3.050
2,12:15,1,10,KAN 38,0,21,Lance Ball right guard for 5 yards (tackle by Tyson Jackson),3.050,3.180
2,11:43,2,5,KAN 33,0,21,Kyle Orton pass complete short left to Jabar Gaffney for 9 yards (tackle by Derrick Johnson),3.180,3.970
2,11:06,1,10,KAN 24,0,21,Eddie Royal right end for 1 yard (tackle by Brandon Flowers),3.970,3.570
2,10:33,2,9,KAN 23,0,21,Kyle Orton pass complete short left to Demaryius Thomas for 22 yards (tackle by Derrick Johnson),3.570,6.970
2,10:18,1,1,KAN 1,0,21,Kyle Orton pass incomplete short middle intended for Daniel Graham (defended by Derrick Johnson),6.970,5.910
2,10:12,,,,0,21,Timeout #1 by Denver Broncos,0.000,5.910
2,10:12,2,1,KAN 1,0,27,"Tim Tebow right tackle for 1 yard, touchdown",5.910,7.000
2,,,,KAN 2,0,28,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,0,28,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
2,10:07,1,10,KAN 20,0,28,Matt Cassel pass complete short middle to Tony Moeaki for 34 yards (tackle by Brian Dawkins),0.280,2.520
2,9:43,1,10,DEN 46,0,28,Matt Cassel pass incomplete deep left intended for Verran Tucker,2.520,1.980
2,9:36,2,10,DEN 46,0,28,Matt Cassel pass complete short middle to Dwayne Bowe for 5 yards (tackle by Joe Mays),1.980,1.950
2,8:57,3,5,DEN 41,0,28,Jamaal Charles left guard for 7 yards (tackle by Darcel McBath),1.950,3.310
2,8:19,1,10,DEN 34,0,28,Thomas Jones left end for no gain (tackle by Marcus Thomas),3.310,2.770
2,7:43,2,10,DEN 34,0,28,"Matt Cassel sacked by Jason Hunter for -4 yards. Penalty on Joe Mays: Unnecessary Roughness, 15 yards",2.770,4.040
2,7:20,1,10,DEN 23,0,28,Matt Cassel pass complete short left to Chris Chambers for 4 yards (tackle by Joe Mays),4.040,4.050
2,6:55,2,6,DEN 19,0,28,"Jamaal Charles left tackle for 2 yards (tackle by Kevin Vickerson). Jamaal Charles fumbles (forced by Kevin Vickerson), recovered by Jamaal Charles at DEN-17",4.050,3.660
2,6:10,3,4,DEN 17,0,28,"Matt Cassel pass incomplete short middle intended for Jamaal Charles. Penalty on Mario Haggan: Unnecessary Roughness, 9 yards (no play)",3.660,5.370
2,6:05,1,8,DEN 8,0,34,"Matt Cassel sacked by Mario Haggan for -17 yards. Matt Cassel fumbles (forced by Mario Haggan), recovered by Jason Hunter at DEN-25 and returned for 75 yards, touchdown",5.370,-7.000
2,,,,KAN 2,0,35,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,0,35,"Matt Prater kicks off 68 yards, returned by Javier Arenas for 15 yards (tackle by Wesley Woodyard)",0.000,-0.060
2,5:41,1,10,KAN 17,0,35,Thomas Jones middle for 1 yard (tackle by Brian Dawkins and Ronald Fields),-0.060,-0.420
2,5:04,2,9,KAN 18,0,35,Jamaal Charles right tackle for 3 yards (tackle by Joe Mays),-0.420,-0.750
2,4:21,3,6,KAN 21,0,35,Matt Cassel pass complete short right to Chris Chambers for 10 yards (tackle by Perrish Cox),-0.750,1.000
2,3:46,1,10,KAN 31,0,35,Jamaal Charles left guard for 3 yards (tackle by Ronald Fields),1.000,0.870
2,3:11,2,7,KAN 34,0,35,Matt Cassel pass incomplete short middle intended for Terrance Copper,0.870,0.170
2,3:05,3,7,KAN 34,0,35,Matt Cassel pass complete deep left to Dwayne Bowe for 20 yards (tackle by Brian Dawkins),0.170,2.520
2,2:25,1,10,DEN 46,0,35,Matt Cassel pass complete deep left to Verran Tucker for 38 yards (tackle by Perrish Cox),2.520,5.370
2,2:00,1,8,DEN 8,0,35,Jamaal Charles left guard for 3 yards (tackle by Mario Haggan),5.370,5.150
2,1:34,2,5,DEN 5,6,35,"Matt Cassel pass complete short right to Jamaal Charles for 5 yards, touchdown",5.150,7.000
2,,,,DEN 2,7,35,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,7,35,"Ryan Succop kicks off 73 yards, returned by Demaryius Thomas for 30 yards (tackle by Andy Studebaker)",0.000,0.740
2,1:22,1,10,DEN 27,7,35,Kyle Orton pass complete short right to Eddie Royal for 8 yards (tackle by Tamba Hali),0.740,1.280
2,1:15,,,,7,35,Timeout #1 by Kansas City Chiefs,0.000,1.280
